block,table2,activity,CAT,column,dtype,spaces,width,start,stop,table,default,model_min,model_max,target,lower,upper,min,max,units,definition
PERLND,BINARY-INFO,GENERAL,SKIP,AIRTPR,I,2,5,10,15,BINARY-INFO,4,,,,,,,,,
PERLND,BINARY-INFO,GENERAL,SKIP,SNOWPR,I,2,5,15,20,BINARY-INFO,4,,,,,,,,,
PERLND,BINARY-INFO,GENERAL,SKIP,PWATPR,I,2,5,20,25,BINARY-INFO,4,,,,,,,,,
PERLND,BINARY-INFO,GENERAL,SKIP,SEDPR,I,2,5,25,30,BINARY-INFO,4,,,,,,,,,
PERLND,BINARY-INFO,GENERAL,SKIP,PSTPR,I,2,5,30,35,BINARY-INFO,4,,,,,,,,,
PERLND,BINARY-INFO,GENERAL,SKIP,PWGPR,I,2,5,35,40,BINARY-INFO,4,,,,,,,,,
PERLND,BINARY-INFO,GENERAL,SKIP,PQALPR,I,2,5,40,45,BINARY-INFO,4,,,,,,,,,
PERLND,BINARY-INFO,GENERAL,SKIP,MSTLPR,I,2,5,45,50,BINARY-INFO,4,,,,,,,,,
PERLND,BINARY-INFO,GENERAL,SKIP,PESTPR,I,2,5,50,55,BINARY-INFO,4,,,,,,,,,
PERLND,BINARY-INFO,GENERAL,SKIP,NITRPR,I,2,5,55,60,BINARY-INFO,4,,,,,,,,,
PERLND,BINARY-INFO,GENERAL,SKIP,PHOSPR,I,2,5,60,65,BINARY-INFO,4,,,,,,,,,
PERLND,BINARY-INFO,GENERAL,SKIP,TRACPR,I,2,5,65,70,BINARY-INFO,4,,,,,,,,,
PERLND,BINARY-INFO,GENERAL,SKIP,PIVL,I,2,5,70,75,BINARY-INFO,1,,,,,,,,,
PERLND,BINARY-INFO,GENERAL,SKIP,PYREND,I,2,5,75,80,BINARY-INFO,9,,,,,,,,,
PERLND,GEN-INFO,GENERAL,INFO,OPNID,C,2,8,2,10,GEN-INFO,9,,,,,,,,,
PERLND,GEN-INFO,GENERAL,INFO,LSID,C,2,33,10,43,GEN-INFO,9,,,,,,,,,
PERLND,GEN-INFO,GENERAL,INFO,IUNITS,I,2,5,43,45,GEN-INFO,1,,,,,,,,,
PERLND,GEN-INFO,GENERAL,INFO,OUNITS,I,2,5,45,50,GEN-INFO,1,,,,,,,,,
PERLND,GEN-INFO,GENERAL,INFO,PUNIT1,I,2,5,50,55,GEN-INFO,0,,,,,,,,,
PERLND,GEN-INFO,GENERAL,INFO,PUNIT2,I,2,5,55,60,GEN-INFO,0,,,,,,,,,
PERLND,GEN-INFO,GENERAL,INFO,BUNIT1,I,2,5,60,65,GEN-INFO,0,,,,,,,,,
PERLND,GEN-INFO,GENERAL,INFO,BUNIT2,I,2,5,65,70,GEN-INFO,0,,,,,,,,,
PERLND,ATEMP-DAT,ATEMP,PARAMETERS,OPNID,C,2,8,2,10,ATEMP-DAT,0,,,,,,,,,
PERLND,ATEMP-DAT,ATEMP,PARAMETERS,ELDAT,R,2,10,10,20,ATEMP-DAT,0,,,,-1000,1000,,,feet,
PERLND,ATEMP-DAT,ATEMP,PARAMETERS,AIRTMP,R,2,10,20,30,ATEMP-DAT,60,,,,30,70,0,90,deg. F,
PERLND,ICE-FLAG,SNOW,FLAGS,OPNID,C,2,8,2,10,ICE-FLAG,15,,,,,,,,,
PERLND,ICE-FLAG,SNOW,FLAGS,ICEFG,I,2,5,10,15,ICE-FLAG,0,,,,,,,,,
PERLND,SNOW-FLAGS,SNOW,FLAGS,OPNID,C,2,8,2,10,SNOW-FLAGS,0,,,,,,,,,
PERLND,SNOW-FLAGS,SNOW,FLAGS,SNOPFG,I,2,5,10,15,SNOW-FLAGS,0,,,,,,,,,
PERLND,SNOW-FLAGS,SNOW,FLAGS,VKMFG,I,2,5,15,20,SNOW-FLAGS,0,,,,,,,,,
PERLND,SNOW-PARM1,SNOW,PARAMETERS,OPNID,C,2,8,2,10,SNOW-PARM1,,,,,,,,,,
PERLND,SNOW-PARM1,SNOW,PARAMETERS,LAT,R,2,10,10,20,SNOW-PARM1,40,-90,90,,30,50,-90,90,degrees,"LAT is the latitude of the pervious land segment (PLS). It is positive for the northern hemisphere, and negative for the southern hemisphere. It is used only when SNOPFG=0 in Table-type SNOW-FLAGS."
PERLND,SNOW-PARM1,SNOW,PARAMETERS,MELEV,R,2,10,20,30,SNOW-PARM1,0,0,30000,,50,3000,0,7000,ft,MELEV is the mean elevation of the PLS above sea level.  It is used only when SNOPFG=0 in Table-type SNOW-FLAGS.
PERLND,SNOW-PARM1,SNOW,PARAMETERS,SHADE,R,2,10,30,40,SNOW-PARM1,0,0,1,,0.1,0.5,0,0.8,,"SHADE is the fraction of the PLS which is shaded from solar radiation, by trees for example.  It is used only when SNOPFG=0 in Table-type SNOW-FLAGS."
PERLND,SNOW-PARM1,SNOW,PARAMETERS,SNOWCF,R,2,10,40,50,SNOW-PARM1,-999,1,100,,1.1,1.5,1,2,,"SNOWCF is the factor by which the input precipitation data will be multiplied, if the simulation indicates it is snowfall, to account for poor catch efficiency of the gage under snow conditions."
PERLND,SNOW-PARM1,SNOW,PARAMETERS,COVIND,R,2,10,50,60,SNOW-PARM1,-999,0.01,,,1,3,0.1,10,in,COVIND is the maximum snowpack (water equivalent) at which the entire PLS will be covered with snow (see SNOW section in Functional Description).
PERLND,SNOW-PARM1,SNOW,PARAMETERS,KMELT,R,2,10,60,70,SNOW-PARM1,0,0,60,,,,,,in/day.F,"KMELT is the constant degree-day factor for the temperature index snowmelt method, to be used when SNOPFG=1 and VKMFG=0 in Table-type SNOW-FLAGS."
PERLND,SNOW-PARM1,SNOW,PARAMETERS,TBASE,R,2,10,70,80,SNOW-PARM1,32,0,,,,,,,F,TBASE is the reference temperature for the temperature index method (SNOPFG=1 in Table-type SNOW-FLAGS).
PERLND,SNOW-PARM2,SNOW,PARAMETERS,OPNID,C,2,8,2,10,SNOW-PARM2,0,,,,,,,,,
PERLND,SNOW-PARM2,SNOW,PARAMETERS,RDCSN,R,2,10,10,20,SNOW-PARM2,0.15,0.01,1,,0.1,0.2,0.05,0.3,,"RDCSN is the density of cold, new snow relative to water.  This value applies to snow falling at air temperatures lower than or equal to 0 degrees F.  At higher temperatures the density of snow is adjusted."
PERLND,SNOW-PARM2,SNOW,PARAMETERS,TSNOW,R,2,10,20,30,SNOW-PARM2,32,30,40,,31,33,30,40,F,"TSNOW is the air temperature below which precipitation will be snow, under saturated conditions.  Under non-saturated conditions the temperature is adjusted slightly."
PERLND,SNOW-PARM2,SNOW,PARAMETERS,SNOEVP,R,2,10,30,40,SNOW-PARM2,0.1,0,1,,0.1,0.15,0,0.5,,SNOEVP is a parameter which adapts the snow evaporation (sublimation) equation to field conditions.  It is used only when SNOPFG=0 in Table-type SNOW-FLAGS.
PERLND,SNOW-PARM2,SNOW,PARAMETERS,CCFACT,R,2,10,40,50,SNOW-PARM2,1,0,10,,1,2,0.5,8,,CCFACT is a parameter which adapts the snow condensation/convection melt equation to field conditions.  It is used only when SNOPFG=0 in Table-type SNOW-FLAGS.
PERLND,SNOW-PARM2,SNOW,PARAMETERS,MWATER,R,2,10,50,60,SNOW-PARM2,0.03,0,1,,0.01,0.05,0.005,0.2,in/in,"MWATER is the maximum water content of the snow pack, in depth of water per depth of water."
PERLND,SNOW-PARM2,SNOW,PARAMETERS,MGMELT,R,2,10,60,70,SNOW-PARM2,0.01,0,1,,0.01,0.03,0,0.1,in/day,"MGMELT is the maximum rate of snowmelt by ground heat, in depth of water per day.  This is the value which applies when the pack temperature is at the freezing point."
PERLND,MON-MELT-FAC,SNOW,MONTHLYS,OPNID,C,2,8,2,10,MON-MELT-FAC,0.25,,,,,,,,,
PERLND,MON-MELT-FAC,SNOW,MONTHLYS,KMJAN,R,2,5,10,15,MON-MELT-FAC,0,,,,,,,,,
PERLND,MON-MELT-FAC,SNOW,MONTHLYS,KMFEB,R,2,5,15,20,MON-MELT-FAC,0,,,,,,,,,
PERLND,MON-MELT-FAC,SNOW,MONTHLYS,KMMAR,R,2,5,20,25,MON-MELT-FAC,0,,,,,,,,,
PERLND,MON-MELT-FAC,SNOW,MONTHLYS,KMAPR,R,2,5,25,30,MON-MELT-FAC,0,,,,,,,,,
PERLND,MON-MELT-FAC,SNOW,MONTHLYS,KMMAY,R,2,5,30,35,MON-MELT-FAC,0,,,,,,,,,
PERLND,MON-MELT-FAC,SNOW,MONTHLYS,KMJUN,R,2,5,35,40,MON-MELT-FAC,0,,,,,,,,,
PERLND,MON-MELT-FAC,SNOW,MONTHLYS,KMJUL,R,2,5,40,45,MON-MELT-FAC,0,,,,,,,,,
PERLND,MON-MELT-FAC,SNOW,MONTHLYS,KMAUG,R,2,5,45,50,MON-MELT-FAC,0,,,,,,,,,
PERLND,MON-MELT-FAC,SNOW,MONTHLYS,KMSEP,R,2,5,50,55,MON-MELT-FAC,0,,,,,,,,,
PERLND,MON-MELT-FAC,SNOW,MONTHLYS,KMOCT,R,2,5,55,60,MON-MELT-FAC,0,,,,,,,,,
PERLND,MON-MELT-FAC,SNOW,MONTHLYS,KMNOV,R,2,5,60,65,MON-MELT-FAC,0,,,,,,,,,
PERLND,MON-MELT-FAC,SNOW,MONTHLYS,KMDEC,R,2,5,65,70,MON-MELT-FAC,0,,,,,,,,,
PERLND,SNOW-INIT1,SNOW,STATES,OPNID,C,2,8,2,10,SNOW-INIT1,0,,,,,,,,,
PERLND,SNOW-INIT1,SNOW,STATES,PKSNOW,R,2,10,10,20,SNOW-INIT1,0,,,,,,,,,
PERLND,SNOW-INIT1,SNOW,STATES,PKICE,R,2,10,20,30,SNOW-INIT1,0,,,,,,,,,
PERLND,SNOW-INIT1,SNOW,STATES,PKWATR,R,2,10,30,40,SNOW-INIT1,0,,,,,,,,,
PERLND,SNOW-INIT1,SNOW,STATES,RDENPF,R,2,10,40,50,SNOW-INIT1,0.2,,,,,,,,,
PERLND,SNOW-INIT1,SNOW,STATES,DULL,R,2,10,50,60,SNOW-INIT1,400,,,,,,,,,
PERLND,SNOW-INIT1,SNOW,STATES,PAKTMP,R,2,10,60,70,SNOW-INIT1,32,,,,,,,,,
PERLND,SNOW-INIT2,SNOW,STATES,OPNID,C,2,8,2,10,SNOW-INIT2,0,,,,,,,,,
PERLND,SNOW-INIT2,SNOW,STATES,COVINX,R,2,10,10,20,SNOW-INIT2,0.01,,,,,,,,,
PERLND,SNOW-INIT2,SNOW,STATES,XLNMLT,R,2,10,20,30,SNOW-INIT2,0,,,,,,,,,
PERLND,SNOW-INIT2,SNOW,STATES,SKYCLR,R,2,10,30,40,SNOW-INIT2,1,,,,,,,,,
PERLND,PWAT-PARM1,PWATER,PARAMETERS,OPNID,C,2,8,2,10,PWAT-PARM1,1,,,,,,,,,
PERLND,PWAT-PARM1,PWATER,PARAMETERS,CSNOFG,I,2,5,10,15,PWAT-PARM1,0,,,,,,,,,
PERLND,PWAT-PARM1,PWATER,PARAMETERS,RTOPFG,I,2,5,15,20,PWAT-PARM1,0,,,,,,,,,
PERLND,PWAT-PARM1,PWATER,PARAMETERS,UZFG,I,2,5,20,25,PWAT-PARM1,0,,,,,,,,,
PERLND,PWAT-PARM1,PWATER,PARAMETERS,VCSFG,I,2,5,25,30,PWAT-PARM1,0,,,,,,,,,
PERLND,PWAT-PARM1,PWATER,PARAMETERS,VUZFG,I,2,5,30,35,PWAT-PARM1,0,,,,,,,,,
PERLND,PWAT-PARM1,PWATER,PARAMETERS,VNNFG,I,2,5,35,40,PWAT-PARM1,0,,,,,,,,,
PERLND,PWAT-PARM1,PWATER,PARAMETERS,VIFWFG,I,2,5,40,45,PWAT-PARM1,0,,,,,,,,,
PERLND,PWAT-PARM1,PWATER,PARAMETERS,VIRCFG,I,2,5,45,50,PWAT-PARM1,0,,,,,,,,,
PERLND,PWAT-PARM1,PWATER,PARAMETERS,VLEFG,I,2,5,50,55,PWAT-PARM1,0,,,,,,,,,
PERLND,PWAT-PARM1,PWATER,PARAMETERS,IFFCFG,I,2,5,55,60,PWAT-PARM1,1,,,,,,,,,
PERLND,PWAT-PARM1,PWATER,PARAMETERS,HWTFG,I,2,5,60,65,PWAT-PARM1,0,,,,,,,,,
PERLND,PWAT-PARM1,PWATER,PARAMETERS,IRRGFG,I,2,5,65,70,PWAT-PARM1,0,,,,,,,,,
PERLND,PWAT-PARM1,PWATER,PARAMETERS,IFRDFG,I,2,5,70,75,PWAT-PARM1,0,,,,,,,,,
PERLND,PWAT-PARM2,PWATER,PARAMETERS,OPNID,C,2,8,2,10,PWAT-PARM2,,,,,,,,,,
PERLND,PWAT-PARM2,PWATER,PARAMETERS,FOREST,R,2,10,10,20,PWAT-PARM2,0,,,,0,0.5,0,0.95,,Fraction forest cover
PERLND,PWAT-PARM2,PWATER,PARAMETERS,LZSN,R,2,10,20,30,PWAT-PARM2,-999,,,,3,8,2,15,inches,Lower Zone Nominal Soil Moisture Storage
PERLND,PWAT-PARM2,PWATER,PARAMETERS,INFILT,R,2,10,30,40,PWAT-PARM2,-999,,,,0.01,0.25,0.001,0.5,in/hr,Index to infiltration capacity
PERLND,PWAT-PARM2,PWATER,PARAMETERS,LSUR,R,2,10,40,50,PWAT-PARM2,-999,,,,200,500,100,700,feet,Lenght of overland flow
PERLND,PWAT-PARM2,PWATER,PARAMETERS,SLSUR,R,2,10,50,60,PWAT-PARM2,-999,,,,0.01,0.15,0.001,0.3,ft/ft,Slope of overland flow plane
PERLND,PWAT-PARM2,PWATER,PARAMETERS,KVARY,R,2,10,60,70,PWAT-PARM2,0,,,,0,3,0,5,1/inches,Variable groundwater recession
PERLND,PWAT-PARM2,PWATER,PARAMETERS,AGWRC,R,2,10,70,80,PWAT-PARM2,-999,,,,0.92,0.99,0.85,0.999,,Base groundwater recession
PERLND,PWAT-PARM3,PWATER,PARAMETERS,OPNID,C,2,8,2,10,PWAT-PARM3,,,,,,,,,,
PERLND,PWAT-PARM3,PWATER,PARAMETERS,PETMAX,R,2,10,10,20,PWAT-PARM3,40,,,,35,45,32,48,deg. F,Temp below which ET is reduced
PERLND,PWAT-PARM3,PWATER,PARAMETERS,PETMIN,R,2,10,20,30,PWAT-PARM3,35,,,,30,35,30,40,deg. F,Temp below which ET is set to zero
PERLND,PWAT-PARM3,PWATER,PARAMETERS,INFEXP,R,2,10,30,40,PWAT-PARM3,2,,,,2,2,1,3,,Exponent in infiltration equation
PERLND,PWAT-PARM3,PWATER,PARAMETERS,INFILD,R,2,10,40,50,PWAT-PARM3,2,,,,2,2,1,3,,Ratio of max/mean infiltration capacities
PERLND,PWAT-PARM3,PWATER,PARAMETERS,DEEPFR,R,2,10,50,60,PWAT-PARM3,0,,,,0,0.2,0,0.5,,Fraction of GW infow to deep recharge
PERLND,PWAT-PARM3,PWATER,PARAMETERS,BASETP,R,2,10,60,70,PWAT-PARM3,0,,,,0,0.05,0,0.2,,Fraction of remaing ET from baseflow
PERLND,PWAT-PARM3,PWATER,PARAMETERS,AGWETP,R,2,10,70,80,PWAT-PARM3,0,,,,0,0.05,0,0.2,,Fraction of remaining ET from active GW
PERLND,PWAT-PARM4,PWATER,PARAMETERS,OPNID,C,2,8,2,10,PWAT-PARM4,0,,,,,,,,,
PERLND,PWAT-PARM4,PWATER,PARAMETERS,CEPSC,R,2,10,10,20,PWAT-PARM4,0,,,,0.03,0.2,0.01,0.4,inches,Interception storage capacity
PERLND,PWAT-PARM4,PWATER,PARAMETERS,UZSN,R,2,10,20,30,PWAT-PARM4,-999,,,,0.1,1,0.05,2,inches,Upper zone nominal soil moisture storage
PERLND,PWAT-PARM4,PWATER,PARAMETERS,NSUR,R,2,10,30,40,PWAT-PARM4,0.1,,,,0.15,0.35,0.05,0.5,,Manning's n(roughnes) for overland flow
PERLND,PWAT-PARM4,PWATER,PARAMETERS,INTFW,R,2,10,40,50,PWAT-PARM4,-999,,,,1,3,1,10,,Interflow inflow parameter
PERLND,PWAT-PARM4,PWATER,PARAMETERS,IRC,R,2,10,50,60,PWAT-PARM4,-999,,,,0.5,0.7,0.3,0.85,,Interflow recession parameter
PERLND,PWAT-PARM4,PWATER,PARAMETERS,LZETP,R,2,10,60,70,PWAT-PARM4,0,,,,0.2,0.7,0.1,0.9,,Lower zone ET parameter
PERLND,PWAT-PARM5,PWATER,PARAMETERS,OPNID,C,2,8,2,10,PWAT-PARM5,0,,,,,,,,,
PERLND,PWAT-PARM5,PWATER,PARAMETERS,FZG,R,2,10,10,20,PWAT-PARM5,1,,,,,,,,,
PERLND,PWAT-PARM5,PWATER,PARAMETERS,FZGL,R,2,10,20,30,PWAT-PARM5,0.1,,,,,,,,,
PERLND,PWAT-PARM6,PWATER,PARAMETERS,OPNID,C,2,8,2,10,PWAT-PARM6,0.1,,,,,,,,,
PERLND,PWAT-PARM6,PWATER,PARAMETERS,MELEV,R,2,10,10,20,PWAT-PARM6,0,,,,,,,,,
PERLND,PWAT-PARM6,PWATER,PARAMETERS,BELV,R,2,10,20,30,PWAT-PARM6,-999,,,,,,,,,
PERLND,PWAT-PARM6,PWATER,PARAMETERS,GWDATM,R,2,10,30,40,PWAT-PARM6,-999,,,,,,,,,
PERLND,PWAT-PARM6,PWATER,PARAMETERS,PCW,R,2,10,40,50,PWAT-PARM6,-999,,,,,,,,,
PERLND,PWAT-PARM6,PWATER,PARAMETERS,PGW,R,2,10,50,60,PWAT-PARM6,-999,,,,,,,,,
PERLND,PWAT-PARM6,PWATER,PARAMETERS,UPGW,R,2,10,60,70,PWAT-PARM6,-999,,,,,,,,,
PERLND,PWAT-PARM7,PWATER,PARAMETERS,OPNID,C,2,8,2,10,PWAT-PARM7,-999,,,,,,,,,
PERLND,PWAT-PARM7,PWATER,PARAMETERS,STABNO,R,2,10,8,18,PWAT-PARM7,0,,,,,,,,,
PERLND,PWAT-PARM7,PWATER,PARAMETERS,SRRC,R,2,10,18,28,PWAT-PARM7,-999,,,,,,,,,
PERLND,PWAT-PARM7,PWATER,PARAMETERS,SREXP,R,2,10,28,38,PWAT-PARM7,1,,,,,,,,,
PERLND,PWAT-PARM7,PWATER,PARAMETERS,IFWSC,R,2,10,38,48,PWAT-PARM7,-999,,,,,,,,,
PERLND,PWAT-PARM7,PWATER,PARAMETERS,DELTA,R,2,10,48,58,PWAT-PARM7,0.001,,,,,,,,,
PERLND,PWAT-PARM7,PWATER,PARAMETERS,UELFAC,R,2,10,58,68,PWAT-PARM7,4,,,,,,,,,
PERLND,PWAT-PARM7,PWATER,PARAMETERS,LELFAC,R,2,10,68,78,PWAT-PARM7,2.5,,,,,,,,,
PERLND,PWAT-STATE1,PWATER,STATES,OPNID,C,2,8,2,10,PWAT-STATE1,,,,,,,,,,
PERLND,PWAT-STATE1,PWATER,STATES,CEPS,R,2,10,10,20,PWAT-STATE1,0,,,,,,,,,
PERLND,PWAT-STATE1,PWATER,STATES,SURS,R,2,10,20,30,PWAT-STATE1,0,,,,,,,,,
PERLND,PWAT-STATE1,PWATER,STATES,UZS,R,2,10,30,40,PWAT-STATE1,0.001,,,,,,,,,
PERLND,PWAT-STATE1,PWATER,STATES,IFWS,R,2,10,40,50,PWAT-STATE1,0,,,,,,,,,
PERLND,PWAT-STATE1,PWATER,STATES,LZS,R,2,10,50,60,PWAT-STATE1,0.001,,,,,,,,,
PERLND,PWAT-STATE1,PWATER,STATES,AGWS,R,2,10,60,70,PWAT-STATE1,0,,,,,,,,,
PERLND,PWAT-STATE1,PWATER,STATES,GWVS,R,2,10,70,80,PWAT-STATE1,0,,,,,,,,,
PERLND,MON-INTERCEP,PWATER,MONTHLYS,OPNID,C,2,8,2,10,MON-INTERCEP,0,,,,,,,,,
PERLND,MON-INTERCEP,PWATER,MONTHLYS,INTJAN,R,2,5,10,15,MON-INTERCEP,0,,,,,,,,,
PERLND,MON-INTERCEP,PWATER,MONTHLYS,INTFEB,R,2,5,15,20,MON-INTERCEP,0,,,,,,,,,
PERLND,MON-INTERCEP,PWATER,MONTHLYS,INTMAR,R,2,5,20,25,MON-INTERCEP,0,,,,,,,,,
PERLND,MON-INTERCEP,PWATER,MONTHLYS,INTAPR,R,2,5,25,30,MON-INTERCEP,0,,,,,,,,,
PERLND,MON-INTERCEP,PWATER,MONTHLYS,INTMAY,R,2,5,30,35,MON-INTERCEP,0,,,,,,,,,
PERLND,MON-INTERCEP,PWATER,MONTHLYS,INTJUN,R,2,5,35,40,MON-INTERCEP,0,,,,,,,,,
PERLND,MON-INTERCEP,PWATER,MONTHLYS,INTJUL,R,2,5,40,45,MON-INTERCEP,0,,,,,,,,,
PERLND,MON-INTERCEP,PWATER,MONTHLYS,INTAUG,R,2,5,45,50,MON-INTERCEP,0,,,,,,,,,
PERLND,MON-INTERCEP,PWATER,MONTHLYS,INTSEP,R,2,5,50,55,MON-INTERCEP,0,,,,,,,,,
PERLND,MON-INTERCEP,PWATER,MONTHLYS,INTOCT,R,2,5,55,60,MON-INTERCEP,0,,,,,,,,,
PERLND,MON-INTERCEP,PWATER,MONTHLYS,INTNOV,R,2,5,60,65,MON-INTERCEP,0,,,,,,,,,
PERLND,MON-INTERCEP,PWATER,MONTHLYS,INTDEC,R,2,5,65,70,MON-INTERCEP,0,,,,,,,,,
PERLND,MON-UZSN,PWATER,MONTHLYS,OPNID,C,2,8,2,10,MON-UZSN,0,,,,,,,,,
PERLND,MON-UZSN,PWATER,MONTHLYS,UZSJAN,R,2,5,10,15,MON-UZSN,-999,,,,,,,,,
PERLND,MON-UZSN,PWATER,MONTHLYS,UZSFEB,R,2,5,15,20,MON-UZSN,-999,,,,,,,,,
PERLND,MON-UZSN,PWATER,MONTHLYS,UZSMAR,R,2,5,20,25,MON-UZSN,-999,,,,,,,,,
PERLND,MON-UZSN,PWATER,MONTHLYS,UZSAPR,R,2,5,25,30,MON-UZSN,-999,,,,,,,,,
PERLND,MON-UZSN,PWATER,MONTHLYS,UZSMAY,R,2,5,30,35,MON-UZSN,-999,,,,,,,,,
PERLND,MON-UZSN,PWATER,MONTHLYS,UZSJUN,R,2,5,35,40,MON-UZSN,-999,,,,,,,,,
PERLND,MON-UZSN,PWATER,MONTHLYS,UZSJUL,R,2,5,40,45,MON-UZSN,-999,,,,,,,,,
PERLND,MON-UZSN,PWATER,MONTHLYS,UZSAUG,R,2,5,45,50,MON-UZSN,-999,,,,,,,,,
PERLND,MON-UZSN,PWATER,MONTHLYS,UZSSEP,R,2,5,50,55,MON-UZSN,-999,,,,,,,,,
PERLND,MON-UZSN,PWATER,MONTHLYS,UZSOCT,R,2,5,55,60,MON-UZSN,-999,,,,,,,,,
PERLND,MON-UZSN,PWATER,MONTHLYS,UZSNOV,R,2,5,60,65,MON-UZSN,-999,,,,,,,,,
PERLND,MON-UZSN,PWATER,MONTHLYS,UZSDEC,R,2,5,65,70,MON-UZSN,-999,,,,,,,,,
PERLND,MON-MANNING,PWATER,MONTHLYS,OPNID,C,2,8,2,10,MON-MANNING,-999,,,,,,,,,
PERLND,MON-MANNING,PWATER,MONTHLYS,MANJAN,R,2,5,10,15,MON-MANNING,0.1,,,,,,,,,
PERLND,MON-MANNING,PWATER,MONTHLYS,MANFEB,R,2,5,15,20,MON-MANNING,0.1,,,,,,,,,
PERLND,MON-MANNING,PWATER,MONTHLYS,MANMAR,R,2,5,20,25,MON-MANNING,0.1,,,,,,,,,
PERLND,MON-MANNING,PWATER,MONTHLYS,MANAPR,R,2,5,25,30,MON-MANNING,0.1,,,,,,,,,
PERLND,MON-MANNING,PWATER,MONTHLYS,MANMAY,R,2,5,30,35,MON-MANNING,0.1,,,,,,,,,
PERLND,MON-MANNING,PWATER,MONTHLYS,MANJUN,R,2,5,35,40,MON-MANNING,0.1,,,,,,,,,
PERLND,MON-MANNING,PWATER,MONTHLYS,MANJUL,R,2,5,40,45,MON-MANNING,0.1,,,,,,,,,
PERLND,MON-MANNING,PWATER,MONTHLYS,MANAUG,R,2,5,45,50,MON-MANNING,0.1,,,,,,,,,
PERLND,MON-MANNING,PWATER,MONTHLYS,MANSEP,R,2,5,50,55,MON-MANNING,0.1,,,,,,,,,
PERLND,MON-MANNING,PWATER,MONTHLYS,MANOCT,R,2,5,55,60,MON-MANNING,0.1,,,,,,,,,
