"Table 3.13 Deliveries of petroleum products for inland consumption, monthly data (thousand tonnes) ",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
March 2000,6681.95,191.14,175.37,201.34,1934.96,868.49,424.94,1491.21,716.13,181.39,69.56,221.58
April 2000,5445.96,167.92,161.14,201.42,1630.16,759.02,368.9,1158.8,585.82,161.01,63.17,138.54
May 2000,5887.96,206.11,160.11,134.73,1818.71,880.75,237.65,1328.24,604.75,175.51,65.79,177.46
June 2000,5834.96,157.93,137.55,154.11,1747.61,1021.66,191.04,1357.81,580.04,124.7,70.15,158.3
July 2000,5696.96,117.23,158.63,149.07,1822.09,988.92,171.14,1274.79,555.9,172.56,71.2,168.35
August 2000,6157.95,193.43,155.09,160.92,1828.99,1076.74,222.34,1321.56,624.44,174.2,65.01,163.86
September 2000,6008.95,164.04,158.22,179.89,1707.55,1061.83,293.74,1333.13,636.12,173.39,70.31,160.35
October 2000,6317.95,146.65,152.39,255.41,1800.45,992.39,361.57,1365.55,692.85,162.52,71.37,179.84
November 2000,6370.95,154.69,149.06,224.38,1899.61,868.8,411.93,1347.54,648.74,238.36,65.81,179.08
December 2000,5684.96,171.13,153.58,226.3,1836.51,802.95,385.5,1202.46,491.65,152.48,59.99,123.3
January 2001,6128.54,137.68,177.52,224.57,1739.38,839.27,487.6,1272.02,625.25,262.42,66.99,111.51
February 2001,5495.01,149.89,180.49,122.11,1561.78,827.76,481.48,1177.91,556.63,293.01,79.61,137.78
March 2001,6601.15,198.27,193.09,136.63,1814.15,1017.76,538.6,1435.37,651.4,259.89,72.22,194.89
April 2001,5945.46,246.49,177.43,177.89,1739.21,771.34,322.34,1291.72,557.31,235.33,74.34,138.6
May 2001,6025.61,194.04,176.29,120.92,1823.21,923.92,257.06,1322.72,592.85,267.71,65.38,166.24
June 2001,5783.66,197.18,151.46,89.97,1792.45,962.71,214.22,1314.75,527.86,161.48,65.12,188.38
July 2001,5793.13,193.25,174.66,162.77,1663.69,1088.86,138.73,1329.26,510.85,116.52,74.85,174.33
August 2001,5825.16,119.92,170.77,181.59,1738.84,979.96,187.69,1337.52,554.4,144.02,63.34,190.78
September 2001,5959.42,177.18,174.21,64,1779.54,969.55,328.47,1355.25,602,133.81,63.59,169.09
October 2001,5877.69,175.66,167.8,89.57,1814.14,748.75,299.9,1377.04,585.74,235.67,71.57,182.81
November 2001,6066.42,148.22,164.12,79.77,1724.45,767.08,404.62,1503.28,612.16,243.19,73.38,175.23
December 2001,5853.09,158.86,169.11,142.58,1748.9,717.14,575.32,1342.23,582.25,225.7,75.49,105.26
January 2002,5946.5,199.13,186.43,70.6,1715.54,836.69,396.76,1457.9,472.84,212.27,64.08,119.84
February 2002,5672.15,242.41,189.54,135.93,1569.35,693.03,447.95,1410.35,547.07,156.23,65.61,148.49
March 2002,6397.05,294.17,202.78,82.1,1867.99,863.52,379.69,1447.27,555.68,192.82,64.65,191.7
April 2002,5359.92,192.82,186.33,68.16,1735.15,764.98,310.01,1402.84,465.59,136.61,63.64,167.97
May 2002,5844.97,171.2,185.14,69.04,1896.37,879.27,248.86,1459.62,567.97,130.68,64.43,184.88
June 2002,5316.88,178.27,159.06,84.49,1605.68,906.56,143.63,1305.59,556.02,111.65,51.73,159.17
July 2002,5077.61,269.98,183.42,74.95,1801.96,1092.08,169.23,1453.15,418.15,108.92,68.17,194.79
August 2002,6379.65,225.87,179.34,198.6,1717.66,910.06,187.71,1360.91,562.56,111.37,67.84,191.74
September 2002,6424.76,178.95,182.95,186.4,1711.15,982.09,243.17,1426.78,525.46,105.46,83.9,187.3
October 2002,6523.82,201.22,176.21,170.87,1741.7,1009.59,251.71,1427.5,468.44,152.3,87.32,180.98
November 2002,5423.58,192.76,172.36,223.1,1750.87,778.9,361.21,1489.16,438.98,157.32,70.21,159.76
December 2002,6189.73,206.49,177.59,228.04,1695,802.14,438,1285.24,520.06,147.07,77.25,115.74
January 2003,5943.13,261.75,180.68,379.43,1566.2,873.23,507.27,1363.26,408.45,137.9,71.99,124.82
February 2003,5965.82,252.27,183.7,217.35,1538.87,772.33,444.7,1329.05,670.27,111.53,67.82,151.98
March 2003,6360.55,301.41,196.53,247.54,1767.7,805.74,359.96,1472.75,537.81,128.99,80.73,193.19
April 2003,5482.69,234.77,180.59,72.67,1740.93,851.23,170.69,1397.42,426.02,111.65,63.1,164.57
May 2003,5704.06,202.72,179.43,157.88,1729.23,890.47,119.78,1479.44,496.87,124.71,75.09,175.85
June 2003,5664.31,210.36,154.15,78.95,1666.67,911.11,95.97,1531.24,543.34,114.7,73.36,194.62
July 2003,6234.66,248.69,177.77,213.26,1774.93,984.18,179.01,1574.52,514.69,143.91,69.07,189.58
August 2003,5903.48,229.38,173.81,165.6,1640.14,1020.72,155.58,1421.36,572.13,126.36,62.11,170.22
September 2003,6221.02,246.94,177.31,180.47,1716.23,1019.47,265.02,1580.34,500.22,123.16,77.44,181.88
October 2003,6018.55,240.39,170.78,277.44,1528.97,956.49,355.11,1561.91,532.53,118.9,89.38,164.91
November 2003,6097.24,290.54,167.04,152.87,1594.84,807.98,372.98,1554.39,575.99,143.83,68.03,146.8
December 2003,6102.85,299.81,172.11,188.1,1653.85,871.28,540.89,1446.69,547.83,154.79,69.66,100.28
January 2004,6214.12,248.15,166.67,255.82,1548.41,961.11,476.35,1486.93,543.76,172.77,59.09,106.83
February 2004,5790.71,239.99,169.45,146.54,1497.66,843.67,454.63,1367.91,500.24,141.82,82.1,141.67
March 2004,6464.03,263.59,181.28,166.9,1751.95,845.22,487.62,1605.56,587.14,134.47,93,204.25
April 2004,6122.75,305.59,183.77,106.08,1610.23,883.67,338.69,1505.82,460.15,170.72,84.26,165.1
May 2004,5977.55,294.89,182.59,230.45,1658.98,990.24,188.89,1496.73,457.38,174.75,84.75,164.43
June 2004,6126.2,280.03,156.87,115.24,1638.83,999.22,202.36,1646.18,503.05,168.7,100.38,195.82
July 2004,6402.66,260.12,154.7,172.52,1665.6,1119.24,191.87,1607.79,541.7,224.18,74.16,186.29
August 2004,6165.54,229.07,151.26,133.96,1690.18,1139.94,206.82,1469.33,495.05,221.08,81.48,183.61
September 2004,6077.12,239.5,154.3,146,1615.4,1076.03,254.68,1515.91,510.74,171.24,72.81,180.46
October 2004,6215.77,257.87,139.78,249.14,1591.58,1084.23,293.66,1655.24,489.82,145.58,69.31,157.62
November 2004,6114.06,244.17,136.72,137.27,1595.43,955.97,373.45,1602.13,474.1,160.32,59.04,174.08
December 2004,5971.07,252.49,140.87,168.91,1619.99,738.38,479.41,1554.63,460.04,178.28,54.05,130.85
January 2005,6130.57,316,176.35,196.32,1400.37,1050.93,400.04,1425.91,594.47,145.53,66.81,112.3
February 2005,6293.15,294.82,179.3,112.46,1644.67,828.47,449.06,1698.82,576.17,183.7,57.47,142.99
March 2005,6568.8,326.72,191.82,128.08,1616.48,990.29,437.68,1545.41,567.05,327.19,69.99,172.54
April 2005,6083.33,232.19,172.92,100.37,1636.07,932,329.71,1613.57,547.16,198.08,69.93,155.83
May 2005,6255.34,268.92,171.81,218.05,1596.71,1005.51,244.97,1655.64,548.93,178.74,60.03,160.86
June 2005,6015.63,232.13,147.61,109.04,1576.27,1131.75,187.16,1603.75,590.65,52.56,63.04,176.83
July 2005,6332.82,218.02,157.85,225.94,1664.97,1200.41,143.54,1671.42,597.44,49.79,61.99,168.7
August 2005,6450.7,292.32,154.33,175.44,1546.39,1243.69,206.09,1612.46,589.46,250.36,64.47,182.63
September 2005,6247.34,267.81,157.44,191.2,1535.18,1135.51,242.99,1670.02,550.98,78.36,69.54,171.38
October 2005,6332.61,300.49,171.23,206.05,1578.54,1053.84,252.67,1745.46,549.2,80.62,55.58,162.38
November 2005,5954.56,308.69,167.49,113.53,1534.25,830.84,470.55,1476.41,568.12,138.99,60.04,170.79
December 2005,6831.48,256.43,172.57,139.69,1522.25,1094.05,504.97,1658.36,572.12,523,51,128.5
January 2006,6062.93,318.18,179.57,261.04,1345.3,836.52,447.22,1542.08,583.83,276.13,72.91,108.42
February 2006,6157.66,256.68,164.7,185.91,1598.14,782.58,413.42,1752.64,502.8,251.34,57.13,130.48
March 2006,7019.4,407.85,179.42,284.21,1497.86,1020.79,534.16,1594.16,812.39,292.64,69.12,178.2
April 2006,5767.33,248.96,180.06,109.63,1576.7,865.1,343.98,1701.35,240.95,173.89,53.63,134.55
May 2006,6349.74,331.4,159.27,274.16,1482.17,1122,401.19,1665.75,449.67,108.75,53.77,156.32
June 2006,6470.5,320.85,138.13,181.62,1565.53,1329,147.21,1697.69,511.6,183.16,64.11,163.67
July 2006,6182.55,301.33,139.77,129.02,1577.82,1129.46,123.56,1677.08,598.23,159.84,63.69,103.77
August 2006,6156.67,216.69,135.44,129.38,1479.43,1290.55,215.39,1691.92,590.94,107.9,57.95,137.72
September 2006,6409.88,206.15,144.77,160.56,1541.93,1175.2,227.13,1788.69,633.73,177.78,49.88,129.23
October 2006,6332.75,138.26,172.85,249.58,1500.3,1169.99,339.72,1801.31,515.31,137.21,64.76,135.56
November 2006,5942.3,248.3,164.44,141.91,1468.89,970.63,401.67,1521.02,594.04,135.92,49.23,123.89
December 2006,6044.17,132.21,161.37,171.36,1457.1,948.74,421.77,1727.21,491.56,246.28,56.48,108.01
January 2007,5929.33,330.33,202.47,166.15,1342.23,976.6,442.58,1605.74,406.91,246.59,43.77,74.21
February 2007,6217.31,240.28,149.93,164.55,1557.7,868.86,425.66,1792.44,436.91,310.54,55.4,116.65
March 2007,6190.68,318.37,170.68,181.25,1498.84,927.33,359.6,1741.09,541.78,114.05,50.77,137.24
April 2007,6029.26,171.57,168.48,92.21,1508.62,978.67,252.62,1766.57,563.56,237.29,75.31,116.04
May 2007,5887.82,202.26,181.85,63.89,1459.64,1105.82,214.88,1739.14,485.51,82.13,111.48,127.61
June 2007,6073.2,206.36,145.71,71.67,1515.41,1169.5,205.72,1763.6,563.12,186.19,60.31,142.37
July 2007,6078.7,245.37,141.74,112.75,1500.03,1206.28,172.84,1788.53,516.77,108.18,57.24,151.79
August 2007,6348.79,238.95,112.36,206.68,1470.36,1256.85,178.58,1868.02,508.9,204.57,51.8,154.42
September 2007,5928.16,192.33,78.74,153.06,1474.63,1059.01,227.01,1788.03,561.27,124.11,52.16,146.79
October 2007,6252.81,203.41,149.82,113.98,1461.39,1093.46,375.15,1831.08,493.64,170.34,43.26,200.23
November 2007,5878.55,248.43,157.7,202.47,1411.94,1006.11,332.23,1545.61,538.43,232.63,38.21,110.74
December 2007,5933.4,229.31,155.33,78.9,1414.08,925.9,441.39,1808.47,499.77,192.47,32.5,85.21
January 2008,6114.98,348.76,159.26,71,1340.49,1080.43,402.23,1779.73,468.46,152.32,42.52,95.06
February 2008,5824.98,316.29,138.37,67.89,1449.88,807.25,387.31,1783.27,474.4,129.34,52.34,137.43
March 2008,6244.95,347.55,156.58,97.25,1387.34,1049.72,388.38,1752.1,557.71,130.19,45.52,167.78
April 2008,6055.61,308.42,146.06,65.41,1434.29,1007.98,368.43,1778.14,466.61,156.55,50.55,162.93
May 2008,5756.56,255.18,146.84,44.25,1366.5,1025.69,200.61,1697.48,445.51,166.68,54.17,160.28
June 2008,5775.68,310.74,152.85,36.79,1377.39,1042.62,178.2,1674.08,535.62,128.06,55.73,161.48
July 2008,5800.91,294.26,156.77,46.94,1367.19,1238.84,136.99,1637.79,428.49,136.94,47.43,155.98
August 2008,5504.75,221.24,72.46,50.78,1355.15,1106.55,130.17,1722.67,414.18,106.42,38.33,158.72
September 2008,5910.83,247.86,112.5,40.71,1429.27,1050.36,229.67,1787.07,491.13,200.16,36.93,161.48
October 2008,5958.23,237.23,147.26,65.24,1358.46,1011.22,359.41,1714.46,425.91,186.1,33.41,165.24
November 2008,5451.53,213.01,140.74,48.94,1352.8,865.32,402.2,1493.86,420.42,220.29,26.95,147.23
December 2008,5865.14,219.28,168.13,106.24,1322.81,856.43,497.8,1680.14,503.43,231.74,25.97,67.24
January 2009,5530.13,257.28,154.83,95.11,1177.22,943.74,477.12,1508.42,443.22,205.82,25.17,92.87
February 2009,5725.89,251.14,139.29,88.75,1388.27,840.19,441.58,1692.08,474.5,143.72,58.62,95.73
March 2009,5833.16,272.04,165.62,90.51,1369.54,1017.13,389.06,1541.34,462.68,115.68,50.24,128.45
April 2009,5796.7,283.56,134.24,49.3,1376.62,1069.19,274.13,1803.91,423.78,100.35,43.53,135.84
May 2009,5510.81,306.92,132.7,64.84,1343.95,1008.11,241.24,1557.08,403.77,127.56,38.5,113.16
June 2009,5421.69,296.3,139.63,85.08,1378.96,857.99,150.72,1680.58,404.54,111.44,43.26,153.57
July 2009,5582.48,317.06,132.02,96.91,1339.52,1035.42,132.46,1669,416.77,102.39,53.37,120.93
August 2009,5592.42,279.87,99.54,57.69,1303.43,1076.12,180.46,1760.5,403.9,104.61,46.57,135.22
September 2009,5676.74,212.39,104.45,95.17,1297.64,1027.14,274.24,1779.46,413.03,112.81,49.16,115.5
October 2009,5565.65,275.95,127.02,78.81,1313.58,943.74,322.16,1629.81,409.66,131.1,40.81,111.22
November 2009,5186.15,231.6,126.07,75.58,1119.5,808,318.62,1744.11,394.54,137.13,31.27,105.66
December 2009,5638.19,244.57,135.16,109.85,1204.41,905.95,530.37,1745.77,384.09,123.38,29.86,73.28
January 2010,5288.37,228.19,130.05,92.9,1112.15,910.73,501.96,1476.06,461.84,144.46,33.9,57.12
February 2010,5409.05,192.13,132.48,100.19,1196.5,675.89,548.53,1717.05,437.1,109,30.95,102.54
March 2010,5486.91,262.06,160.17,85.96,1137.98,936.37,375.97,1666.11,429.59,115.88,58.55,168.15
April 2010,5726.1,322.1,162.61,86.84,1302.88,865.2,270.06,1840.68,414.84,101.61,47.55,123.02
May 2010,5460.38,305.61,144.77,116.62,1255.02,918.96,218.72,1650.03,414.28,113.65,41.57,115.83
June 2010,5324.22,259.89,116.58,62.42,1243.98,986.29,132.43,1707.08,387.85,118.01,36.32,146.49
July 2010,5542.59,232.41,120.1,68.95,1227.06,1134.98,129.21,1758.58,402.1,104.24,68.14,134.83
August 2010,5616.38,248.56,112.75,82.93,1238.63,1105.64,195.32,1775.49,411.47,92.18,55.15,159.37
September 2010,5481.65,215.99,98.09,137.42,1241.4,982.13,239.5,1771.25,411.39,108.95,50.85,70.99
October 2010,5515.03,251.63,106.54,60.03,1240.24,937.2,279.83,1808.89,441.2,118.74,55.99,122.81
November 2010,5760.33,246.89,127.53,76.15,1254.7,868.42,396.35,1818.03,444.13,113.61,37.21,122.43
December 2010,5684,266.05,112.25,66.29,1150.99,794.35,724.25,1751.13,403.06,130.62,64.06,46.45
January 2011,5349.99,277.76,116.87,105.97,1136.36,871.74,468.34,1602.57,410.64,98.07,39.31,95.45
February 2011,5049.28,236.41,104.97,83.94,1132.21,870.52,265.51,1738.53,289.66,68.02,52.33,128.42
March 2011,5320.34,254.18,117.27,97.27,1094.82,976.18,335.47,1657.61,355.85,85.16,47.6,176.78
April 2011,5446.77,329.18,123.75,95.38,1228.5,872.37,177.24,1847.92,421.54,68.8,53.28,123.47
May 2011,5193.24,261.15,118.21,87.9,1168.53,935.68,174.39,1635.1,485.44,104.66,53.04,55.85
June 2011,5559.18,289.29,114.72,96.92,1174.18,1111.22,165.99,1798.5,359.3,71.52,60.98,212.13
July 2011,5323.78,278.26,111.21,75.74,1160.62,1005.29,132.61,1788.06,400.14,54.25,36.79,155.2
August 2011,5229.08,268.83,100.92,74.01,1145.12,1128.96,21.41,1705.97,467.01,72.17,25.36,148.42
September 2011,5607.47,220.94,102.4,69.95,1195.95,1004.69,387.72,1785.83,424.2,115.86,38.33,156.03
October 2011,5479.4,249.06,105.85,70.12,1166.98,1075.7,290.72,1805.08,410.77,72.4,31.45,130.83
November 2011,5515.86,207.76,85.73,103.54,1162.49,1000.14,322.94,1821.77,414.6,75.81,28.66,135.05
December 2011,5094,220.14,90.41,69.96,1129.01,840.36,324.3,1804.06,348.35,67.56,24.14,72.08
January 2012,5065.44,230.65,123.26,75.95,1091.78,882.06,314.52,1620.59,473.16,50.92,32.19,88.25
February 2012,5194.74,214.64,111,81.93,1107.93,808.65,342.07,1735.36,427.24,60.56,40.68,108.35
March 2012,5429.78,231.74,113.99,117.38,1241.85,869.47,192.67,1920.03,348.61,72.12,44.93,150.14
April 2012,5044.21,225.09,106.68,99.55,978.55,804.08,223.14,1698.11,506.46,44.63,39.54,102.16
May 2012,5167.72,256.28,102.81,56.12,1096.18,1048.58,220.94,1672.55,416.88,67.58,35.99,123.68
June 2012,5321.01,241.62,86.46,137.4,1116.74,937.91,197.12,1825.8,463.14,49.91,34.12,119.84
July 2012,5242.53,191.27,99.16,80.87,1096.18,1029.63,156.48,1787.27,500.59,53.83,30.71,127.25
August 2012,5601.7,198.31,75.18,75.99,1101.32,1019.11,160.19,1901.61,747.21,54.41,32.88,136.87
September 2012,5082.47,159.67,35.76,88.52,1107.2,1012.72,215.12,1838.36,318.86,29.95,41.21,115.93
October 2012,4971.82,132.15,51.51,56.02,1082.23,920.21,192.45,1813.23,382.08,53.74,24.43,118.83
November 2012,5327.31,167.29,81.83,68.66,1110.87,923.33,345.89,1919.6,413.29,66.23,31.53,103.99
December 2012,5624.96,238.82,102.59,156.48,1094.71,991.15,421.74,1952.26,387.6,63.58,24.25,59.23
January 2013,5049.39,183.24,104.05,135.93,1024.85,823.77,348.27,1575.73,513.58,100.49,37.55,78.35
February 2013,4859.78,168.04,99.77,67.76,999.27,702.4,322.07,1802.51,345.64,44.37,47.62,101.22
March 2013,5012.64,237.2,116.52,84,959.06,861.89,413.32,1725.55,336.85,39.72,30.41,107.83
April 2013,5473.18,185.74,112.04,102.89,1056.29,990.57,279.48,1858.6,567.93,50.24,39.05,120.67
May 2013,5416.32,271.51,116.26,73.64,1092.11,995.1,266.88,1844.35,460.12,44.84,31.22,119.4
June 2013,5457.64,328.71,114.04,66.27,1119.88,1009.08,300.61,1894.56,307.19,35.18,48.92,127.8
July 2013,5182.98,262.6,116.64,87.62,1026.32,1039.55,127.38,1794.14,385.67,52.62,38,135.55
August 2013,5573.78,166.63,106.19,96.57,1102.34,1003.15,177.32,1873.64,722.94,30.78,30.6,130.86
September 2013,5338.67,242.11,88.4,85.94,1048.98,1100.6,221.25,1850.21,431.57,39.25,39.13,122.49
October 2013,5329.54,141.63,104.84,45.57,1039.47,990,298.55,1819.25,549.99,34.04,30.97,125.1
November 2013,5430.6,240.75,83.6,62.99,1061.4,986.61,344.86,1976.57,360.22,23.53,33.9,110.96
December 2013,5167.04,187.82,83.04,81.15,1043.86,955.15,260.01,1910.46,385.62,81.08,39.67,78.16
January 2014,4956.95,220.26,115.53,84.15,1031.43,837.53,397.33,1635.91,357.9,34.87,29.64,75.08
February 2014,5082.8,191.48,117.14,62.73,988.3,824.04,330.35,1881.71,404.15,82.57,32.12,108.65
March 2014,5137.85,236.9,117.46,65.35,953.95,843.02,368.11,1922.99,286.28,62.03,38.11,128.54
April 2014,5429.03,224.3,111.58,67.48,1041.67,895.06,396.87,1919.46,486.16,29.43,58.51,116.13
May 2014,5096.27,223.35,107.53,56.58,1048.25,843.17,201.07,1828.86,457.22,43.76,39.2,112.16
June 2014,5518.86,213.77,111.17,74.74,1073.1,1045.3,146.65,1910.34,493.03,75.52,51.03,144.54
July 2014,5181.18,217.14,120.18,88.49,997.08,1009.02,150.6,1880.03,434.4,22.86,35.59,141.95
August 2014,5548.51,184.62,84.53,96.87,1090.64,1151.87,165.9,1963.09,536.95,35.61,33.17,128.85
September 2014,5333.63,206.12,76.44,31.51,1015.35,1119.41,225.98,1858.22,486.51,47.58,33.61,121.45
October 2014,5382.58,181.39,91.98,100.15,1032.89,976.49,321.11,1911.07,430.34,28.03,36.86,133.11
November 2014,5330.14,233.57,112.32,55.23,1043.86,747.24,470.23,2029.36,393.13,23.73,29.5,111.47
December 2014,5412.4,252,126.99,92.17,1009.5,928.56,366.19,2049.3,348.31,38.97,21.83,87.81
January 2015,5202.82,284.41,128.82,33.23,969.78,937.03,424.27,1711.2,455.6,48.06,26.39,76.18
February 2015,5159.24,331.87,108.14,70.86,1018.05,748.12,407.44,1972.07,234.42,50.28,39.19,106.16
March 2015,5263.36,286.95,126.19,87.64,905.42,892.77,331.88,1982.18,333.59,47.1,35.53,155.83
April 2015,5713.05,242.5,123.93,178.41,1014.4,933.77,273.31,1994.58,657.23,33.53,34.1,128.85
May 2015,5389.95,250.42,122.14,106.71,1031.95,978.71,196.96,1963.56,504.88,28.65,30.79,125.48
June 2015,5220.18,196.19,123.73,41.66,1029.75,845.97,227.47,2039.86,439.09,9.86,39.57,150.45
July 2015,5349.37,205.43,119.29,84.98,1023.9,1012.94,105.68,1928.78,551.56,30.79,40.62,152.8
August 2015,5425.46,231.21,105.72,73.3,1029.02,1058.36,206.1,1902.34,532.64,29.9,32.99,131.88
September 2015,5493.1,290.02,84.65,95.17,1019.51,1069.59,203.03,1805.09,652.38,33.71,27.48,130.85
October 2015,5691.28,311.2,91.36,278.05,958.05,907.89,209.21,1988.71,571.85,35.85,33,125
November 2015,5309.71,244.02,128.97,240.29,963.43,791.94,200.46,2098.55,368.18,34.86,34.78,107.3
December 2015,5566.43,295.88,136.71,277.87,918.78,1149.56,167.99,2018.9,346.16,37.5,33.17,73.5
January 2016,5222.37,295.66,138.19,174.89,950.77,892.6,420.47,1840.32,476.77,51.34,34.99,67.93
February 2016,5357.49,250.67,154.86,139.07,961.01,713.38,426.04,2033.99,188.78,40.77,35.64,95.73
March 2016,5499.63,272.63,138.83,93.93,965.39,930.24,380.9,2014.71,280.97,49.48,25.99,110.26
April 2016,5485.79,264.91,134.89,79.41,988.8,915.78,280.83,2056.84,406.95,35.78,36.26,117.19
May 2016,5407.53,234.35,141.27,138.27,1026.1,1014.11,204.82,1977.82,714.21,30.07,31.72,123.41
June 2016,5645.77,266.18,124.37,122.36,1057.55,958.11,149.96,2103.58,520.07,41.91,30.17,135.97
July 2016,5552.71,231.51,145.41,94.08,990.99,1115.43,143.78,2059.14,581.64,33.28,44.72,132.67
August 2016,5575.47,220.26,124.29,92.13,1000.5,1152.41,184.22,2064.17,414.23,35.03,29.32,133.59
September 2016,5672.11,279.71,108.97,84.77,1022.44,1049.87,217.88,1984.05,721.27,39.59,38.43,133.15
October 2016,5653.52,294.24,141.51,78.16,990.26,1014.73,277.22,2111.96,467.63,30.08,38.99,103.44
November 2016,5504.43,227.43,145.3,154.45,997.57,796.2,355.26,2153.88,435.52,23.1,32.36,98.89
December 2016,5563.37,222.94,150.63,89.07,999.77,946.56,395.41,2138.04,429.39,25.6,28.96,75.16
January 2017,5272.42,314.01,146.22,116.68,942.72,955.94,262.48,1801.47,465.48,27.11,32.92,87.78
February 2017,5233.63,222.23,136.05,94.83,975.63,852.44,252.8,2212.57,246.75,21.31,35.29,113.03
March 2017,5458.58,296.7,158.93,69.05,896.65,990.54,333.76,1934.22,408.91,48.35,26.97,155.31
April 2017,5547.3,286.36,151.22,83.48,1010.74,976.19,252.03,2195.8,280.94,64.71,33.14,121.37
May 2017,5607.51,205.54,153.76,106.02,1049.96,1091.04,174.15,1970.27,553.05,46.06,37.22,163.25
June 2017,6013.11,276.07,130.62,151.61,1002.69,1213.69,143.7,2113.64,692.51,29.94,32.53,164.73
July 2017,5748.41,245.82,141.7,126.16,985.87,1181.41,93.8,2103.58,580.41,44.75,40.65,144.52
August 2017,5778.02,316.98,135.4,126.6,1010.01,1164.09,129.64,2065.01,537.11,48.83,34.64,145.69
September 2017,5833.52,289.21,113.93,95.56,976.36,1121.24,234.66,2096.87,574.5,44.45,36.02,131.72
October 2017,5677.66,263.68,139.2,129.17,953.69,1076.4,185.19,2081.78,525.98,46.05,39.49,168.79
November 2017,5679.98,240.39,131.1,120.19,1011.47,914.07,377.19,2203.23,396.22,30.18,29.45,141.48
