Actual Date,Date,Loaded Inbound,Loaded Outbound,Total Loaded,Empty Inbound,Empty Outbound,Total Empties,Total
02/01/2025,Feb 2025,368669,90026,458695,14397.0,292293.0,306690,765385
03/01/2025,Mar 2025,380562,104063,484625,17213.0,315619.0,332833,817457
04/01/2025,Apr 2025,419828,93842,513670,17368.0,336456.0,353823,867493
05/01/2025,May 2025,299116,82149,381265,15424.0,242471.0,257895,639160
06/01/2025,Jun 2025,348681,87627,436308,13098.0,254997.0,268095,704403
07/01/2025,Jul 2025,468081,91328,559408,13474.0,371350.0,384824,944232
08/01/2025,Aug 2025,440318,95960,536278,15007.0,350560.0,365568,901846
09/01/2025,Sep 2025,388084,85081,473165,15390.0,308982.0,324372,797537
10/01/2025,Oct 2025,401915,99817,501731,15326.0,322615.0,337940,839671
11/01/2025,Nov 2025,400505,110122,510627,17122.0,289812.0,306934,817561
