"2024 Form EIA-860 Data - Schedule 3, 'Fuel Switching Data' (Retired & Canceled Units Only)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,13,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1972,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,35,29,35,29,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,14,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1972,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,35,29,35,29,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,15,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1972,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,35,29,35,29,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,16,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1972,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,35,29,35,29,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,17,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1972,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,35,29,35,29,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,18,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1972,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,35,29,35,29,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,19,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1972,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,35,29,35,29,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,2,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1970,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,35,29,35,29,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,20,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1972,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,35,29,35,29,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,21,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1972,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,35,29,35,29,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,22,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1972,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,35,29,35,29,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,23,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1972,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,35,29,35,29,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,24,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1972,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,35,29,35,29,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,4,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1970,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,35,40,35,40,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,4GT1,RE,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,185, , ,5,1993,12,2018,NG,DFO,Y,N,,,,,,,Y,Y,185,158,185,156,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,4GT2,RE,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,185, , ,5,1993,12,2018,NG,DFO,Y,N,,,,,,,Y,Y,185,158,185,156,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,5GT1,RE,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,185, , ,6,1993,12,2018,NG,DFO,Y,N,,,,,,,Y,Y,185,158,185,156,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,5GT2,RE,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,185, , ,6,1993,12,2018,NG,DFO,Y,N,,,,,,,Y,Y,185,158,185,156,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,6,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1970,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,35,40,35,40,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,7,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1970,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,35,29,35,29,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,8,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1970,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,35,29,35,29,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,9,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1970,12,2016,NG,DFO,Y,N,,,,,,,Y,Y,35,29,35,29,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,ST4,RE,Natural Gas Fired Combined Cycle,CA,Electric Utility,1,151.2,442,485,10,1957,12,2018,NG,DFO,Y,N,,,,,,,Y,Y,430,130,430,128,1H,1H,N,,,
6452,Florida Power & Light Co,613,Lauderdale,FL,Broward,ST5,RE,Natural Gas Fired Combined Cycle,CA,Electric Utility,1,151.2,442,485,4,1958,12,2018,NG,DFO,Y,N,,,,,,,Y,Y,429,130,429,128,1H,1H,N,,,
6452,Florida Power & Light Co,617,Port Everglades,FL,Broward,10,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1971,12,2016,NG,DFO,,N,,,,,,,Y,Y,34,29,34,29,1H,1H,N,,,
6452,Florida Power & Light Co,617,Port Everglades,FL,Broward,11,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1971,12,2016,NG,DFO,,N,,,,,,,Y,Y,34,29,34,29,1H,1H,N,,,
6452,Florida Power & Light Co,617,Port Everglades,FL,Broward,12,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1971,12,2016,NG,DFO,,N,,,,,,,Y,Y,34,29,34,29,1H,1H,N,,,
6452,Florida Power & Light Co,617,Port Everglades,FL,Broward,6,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1971,12,2016,NG,DFO,,N,,,,,,,Y,Y,34,29,34,29,1H,1H,N,,,
6452,Florida Power & Light Co,617,Port Everglades,FL,Broward,7,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1971,12,2016,NG,DFO,,N,,,,,,,Y,Y,34,29,34,29,1H,1H,N,,,
6452,Florida Power & Light Co,617,Port Everglades,FL,Broward,8,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1971,12,2016,NG,DFO,,N,,,,,,,Y,Y,34,29,34,29,1H,1H,N,,,
6452,Florida Power & Light Co,617,Port Everglades,FL,Broward,9,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1971,12,2016,NG,DFO,,N,,,,,,,Y,Y,34,29,34,29,1H,1H,N,,,
6452,Florida Power & Light Co,617,Port Everglades,FL,Broward,GT1,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1971,12,2016,NG,DFO,,N,,,,,,,Y,Y,34,29,34,29,1H,1H,N,,,
6452,Florida Power & Light Co,617,Port Everglades,FL,Broward,GT2,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1971,12,2016,NG,DFO,,N,,,,,,,Y,Y,34,29,34,29,1H,1H,N,,,
6452,Florida Power & Light Co,617,Port Everglades,FL,Broward,GT3,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1971,12,2016,NG,DFO,,N,,,,,,,Y,Y,34,29,34,29,1H,1H,N,,,
6452,Florida Power & Light Co,617,Port Everglades,FL,Broward,GT4,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1971,12,2016,NG,DFO,,N,,,,,,,Y,Y,34,29,34,29,1H,1H,N,,,
6452,Florida Power & Light Co,617,Port Everglades,FL,Broward,GT5,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,34.2,35,40,8,1971,12,2016,NG,DFO,,N,,,,,,,Y,Y,34,29,34,29,1H,1H,N,,,
6452,Florida Power & Light Co,617,Port Everglades,FL,Broward,ST1,RE,Petroleum Liquids,ST,Electric Utility,1,248,213,214,6,1960,11,2012,RFO,NG,,Y,NG,RFO,,,,,Y,Y,221, ,221, ,,,N,,,
6452,Florida Power & Light Co,617,Port Everglades,FL,Broward,ST2,RE,Petroleum Liquids,ST,Electric Utility,1,248,213,214,4,1961,11,2012,RFO,NG,,Y,NG,RFO,,,,,Y,Y,221, ,221, ,,,N,,,
6452,Florida Power & Light Co,617,Port Everglades,FL,Broward,ST3,RE,Petroleum Liquids,ST,Electric Utility,1,402,387,389,7,1964,1,2013,RFO,NG,,Y,NG,RFO,,,,,Y,Y,221, ,221, ,,,N,,,
6452,Florida Power & Light Co,617,Port Everglades,FL,Broward,ST4,RE,Petroleum Liquids,ST,Electric Utility,1,402,392,394,4,1965,1,2013,RFO,NG,,Y,NG,RFO,,,,,Y,Y,221, ,221, ,,,N,,,
6452,Florida Power & Light Co,619,Riviera,FL,Palm Beach,3,RE,Petroleum Liquids,ST,Electric Utility,1,310.4,277,280,6,1962,2,2011,RFO,NG,,Y,RFO,NG,,,,,Y,Y,281, ,281, ,,,N,,,
6452,Florida Power & Light Co,619,Riviera,FL,Palm Beach,4,RE,Petroleum Liquids,ST,Electric Utility,1,310.4,288,291,3,1963,2,2011,RFO,NG,,Y,RFO,NG,,,,,Y,Y,284, ,284, ,,,N,,,
6452,Florida Power & Light Co,621,Turkey Point,FL,Miami Dade,ST1,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,402,396,398,4,1967,10,2016,NG,,Y,Y,RFO,NG,,,,,Y,Y,398,380,398,380,1H,1H,N,,,
6452,Florida Power & Light Co,621,Turkey Point,FL,Miami Dade,ST2,RE,Petroleum Liquids,ST,Electric Utility,1,402,392,394,4,1968,12,2013,RFO,NG,Y,Y,RFO,NG,,,,,Y,Y,400,380,400,380,1H,1H,N,,,
6455,"Duke Energy Florida, LLC",624,Avon Park,FL,Highlands,P1,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,33.7,24,25,12,1968,10,2020,NG,DFO,Y,N,,,,,,,Y,Y,24,25,24,25,1H,1H,Y,Y,Y,
6455,"Duke Energy Florida, LLC",634,P L Bartow,FL,Pinellas,ST3,RE,Petroleum Liquids,ST,Electric Utility,1,239.3,201,211,7,1963,6,2009,RFO,NG,Y,N,,,,,,,Y,Y,204, ,204, ,UNK,,N,,,
6455,"Duke Energy Florida, LLC",638,Suwannee River,FL,Suwannee,1,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,34.5,28,28,11,1953,12,2016,NG,RFO,Y,N,,,,,,,Y,Y,28,28,28,28,UNK,UNK,Y,Y,,
6455,"Duke Energy Florida, LLC",638,Suwannee River,FL,Suwannee,2,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,37.5,29,28,11,1954,12,2016,NG,RFO,Y,N,,,,,,,Y,Y,29,28,29,28,UNK,UNK,Y,Y,,
6455,"Duke Energy Florida, LLC",638,Suwannee River,FL,Suwannee,3,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,75,71,73,10,1956,12,2016,NG,RFO,Y,N,,,,,,,Y,Y,71,73,71,73,UNK,UNK,Y,Y,,
18454,Tampa Electric Co,645,Big Bend,FL,Hillsborough,ST2,RE,Conventional Steam Coal,ST,Electric Utility,1,445.5,385,395,4,1973,12,2021,BIT,NG,Y,Y,NG,BIT,,,,,N,, , , , ,,,,,,
18454,Tampa Electric Co,645,Big Bend,FL,Hillsborough,ST3,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,445.5,395,400,5,1976,4,2023,NG,BIT,Y,Y,NG,BIT,,,,,N,, , , , ,,,,,,
6616,Fort Pierce Utilities Authority,658,Henry D King,FL,St Lucie,7,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,33,32,32,1,1964,5,2008,NG,DFO,,Y,NG,DFO,,,,,Y,Y,32, ,29, ,,,Y,,Y,
6616,Fort Pierce Utilities Authority,658,Henry D King,FL,St Lucie,8,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,56.1,50,50,5,1976,5,2008,NG,DFO,,Y,NG,DFO,,,,,Y,Y,52, ,50, ,,,Y,,Y,
6616,Fort Pierce Utilities Authority,658,Henry D King,FL,St Lucie,9,RE,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,22.5,22.4,22.4,5,1990,5,2008,NG,DFO,,N,,,,,,,Y,Y,22.4, ,22.4, ,,,Y,,Y,
6909,Gainesville Regional Utilities,664,John R Kelly,FL,Alachua,7,RE,Natural Gas Steam Turbine,ST,Electric Utility,1,25,23.2,23.2,8,1961,10,2013,NG,RFO,,N,,,,,,,Y,Y,23.2, ,23.2, ,,,Y,Y,,
6909,Gainesville Regional Utilities,664,John R Kelly,FL,Alachua,8,RE,Natural Gas Fired Combined Cycle,CA,Electric Utility,1,50,36,37,4,1965,6,2021,NG,DFO,Y,N,,,,,,,Y,Y,36,37,36,37,1H,1H,Y,Y,Y,
6909,Gainesville Regional Utilities,664,John R Kelly,FL,Alachua,GT1,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,16.3,14,15,2,1968,10,2013,NG,DFO,,N,,,,,,,Y,Y,14, ,14, ,,,Y,Y,,
6909,Gainesville Regional Utilities,664,John R Kelly,FL,Alachua,GT2,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,16.3,14,15,9,1968,10,2013,NG,DFO,,N,,,,,,,Y,Y,14, ,14, ,,,Y,Y,,
6909,Gainesville Regional Utilities,664,John R Kelly,FL,Alachua,GT3,RE,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,16.3,14,15,5,1969,10,2013,NG,DFO,,N,,,,,,,Y,Y,14, ,14, ,,,Y,Y,,
8795,City of Homestead - (FL),665,G W Ivey,FL,Miami Dade,10,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2.5,2,2,1,1958,5,2013,NG,DFO,Y,N,,,,,,,Y,Y,2, ,2, ,1H,1H,Y,,Y,
8795,City of Homestead - (FL),665,G W Ivey,FL,Miami Dade,11,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,3.2,3,3,1,1965,5,2013,NG,DFO,Y,N,,,,,,,Y,Y,3, ,3, ,1H,1H,Y,,Y,
8795,City of Homestead - (FL),665,G W Ivey,FL,Miami Dade,12,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,3.2,3,3,1,1965,5,2013,NG,DFO,Y,N,,,,,,,Y,Y,3, ,3, ,1H,1H,Y,,Y,
8795,City of Homestead - (FL),665,G W Ivey,FL,Miami Dade,18,RE,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,8.8,8,8,4,1975,5,2013,NG,DFO,N,N,,,,,,,Y,Y,8, ,8, ,1H,1H,N,,Y,
