week_number,week_ended,commodity,cars
45,2022-11-12,Chemicals,11711.0
45,2022-11-12,Coal,6634.0
45,2022-11-12,"Farm Products excl. Grain, and Food",7993.0
45,2022-11-12,Forest Products,5806.0
45,2022-11-12,Grain,11138.0
45,2022-11-12,Metallic Ores and Metals,14863.0
45,2022-11-12,Motor Vehicles and Parts,4770.0
45,2022-11-12,Nonmetallic Minerals,6364.0
45,2022-11-12,Other,1326.0
45,2022-11-12,Petroleum and Petroleum Products,8235.0
46,2022-11-19,Chemicals,11389.0
46,2022-11-19,Coal,6703.0
46,2022-11-19,"Farm Products excl. Grain, and Food",8723.0
46,2022-11-19,Forest Products,6266.0
46,2022-11-19,Grain,12936.0
46,2022-11-19,Metallic Ores and Metals,15534.0
46,2022-11-19,Motor Vehicles and Parts,4771.0
46,2022-11-19,Nonmetallic Minerals,5829.0
46,2022-11-19,Other,1654.0
46,2022-11-19,Petroleum and Petroleum Products,8904.0
47,2022-11-26,Chemicals,11288.0
47,2022-11-26,Coal,7970.0
47,2022-11-26,"Farm Products excl. Grain, and Food",8217.0
47,2022-11-26,Forest Products,6273.0
47,2022-11-26,Grain,13186.0
47,2022-11-26,Metallic Ores and Metals,16523.0
47,2022-11-26,Motor Vehicles and Parts,4580.0
47,2022-11-26,Nonmetallic Minerals,6257.0
47,2022-11-26,Other,1383.0
47,2022-11-26,Petroleum and Petroleum Products,8502.0
48,2022-12-03,Chemicals,11811.0
48,2022-12-03,Coal,6369.0
48,2022-12-03,"Farm Products excl. Grain, and Food",8375.0
48,2022-12-03,Forest Products,6027.0
48,2022-12-03,Grain,12088.0
48,2022-12-03,Metallic Ores and Metals,15862.0
48,2022-12-03,Motor Vehicles and Parts,5008.0
48,2022-12-03,Nonmetallic Minerals,5935.0
48,2022-12-03,Other,1565.0
48,2022-12-03,Petroleum and Petroleum Products,8790.0
49,2022-12-10,Chemicals,10353.0
49,2022-12-10,Coal,7935.0
49,2022-12-10,"Farm Products excl. Grain, and Food",7112.0
49,2022-12-10,Forest Products,5908.0
49,2022-12-10,Grain,12715.0
49,2022-12-10,Metallic Ores and Metals,15147.0
49,2022-12-10,Motor Vehicles and Parts,5127.0
49,2022-12-10,Nonmetallic Minerals,6385.0
49,2022-12-10,Other,1582.0
49,2022-12-10,Petroleum and Petroleum Products,8189.0
50,2022-12-17,Chemicals,11995.0
50,2022-12-17,Coal,8313.0
50,2022-12-17,"Farm Products excl. Grain, and Food",8498.0
50,2022-12-17,Forest Products,5774.0
50,2022-12-17,Grain,11667.0
50,2022-12-17,Metallic Ores and Metals,14322.0
50,2022-12-17,Motor Vehicles and Parts,4766.0
50,2022-12-17,Nonmetallic Minerals,6088.0
50,2022-12-17,Other,1529.0
50,2022-12-17,Petroleum and Petroleum Products,8822.0
51,2022-12-24,Chemicals,9803.0
51,2022-12-24,Coal,3435.0
51,2022-12-24,"Farm Products excl. Grain, and Food",6518.0
51,2022-12-24,Forest Products,4922.0
51,2022-12-24,Grain,10155.0
51,2022-12-24,Metallic Ores and Metals,13262.0
51,2022-12-24,Motor Vehicles and Parts,3757.0
51,2022-12-24,Nonmetallic Minerals,4767.0
51,2022-12-24,Other,1157.0
51,2022-12-24,Petroleum and Petroleum Products,7136.0
52,2022-12-31,Chemicals,9582.0
52,2022-12-31,Coal,4669.0
52,2022-12-31,"Farm Products excl. Grain, and Food",5003.0
52,2022-12-31,Forest Products,3927.0
52,2022-12-31,Grain,7045.0
52,2022-12-31,Metallic Ores and Metals,12767.0
52,2022-12-31,Motor Vehicles and Parts,2853.0
52,2022-12-31,Nonmetallic Minerals,3906.0
52,2022-12-31,Other,1167.0
52,2022-12-31,Petroleum and Petroleum Products,8461.0
1,2023-01-07,Chemicals,9978.0
1,2023-01-07,Coal,7387.0
1,2023-01-07,"Farm Products excl. Grain, and Food",6862.0
1,2023-01-07,Forest Products,5360.0
1,2023-01-07,Grain,8886.0
1,2023-01-07,Metallic Ores and Metals,14925.0
1,2023-01-07,Motor Vehicles and Parts,3920.0
1,2023-01-07,Nonmetallic Minerals,5075.0
1,2023-01-07,Other,1450.0
1,2023-01-07,Petroleum and Petroleum Products,8197.0
2,2023-01-14,Chemicals,11909.0
2,2023-01-14,Coal,8627.0
2,2023-01-14,"Farm Products excl. Grain, and Food",7446.0
2,2023-01-14,Forest Products,5966.0
2,2023-01-14,Grain,11986.0
2,2023-01-14,Metallic Ores and Metals,15889.0
2,2023-01-14,Motor Vehicles and Parts,5302.0
2,2023-01-14,Nonmetallic Minerals,5916.0
2,2023-01-14,Other,1452.0
2,2023-01-14,Petroleum and Petroleum Products,9535.0
3,2023-01-21,Chemicals,12505.0
3,2023-01-21,Coal,8044.0
3,2023-01-21,"Farm Products excl. Grain, and Food",7523.0
3,2023-01-21,Forest Products,5854.0
3,2023-01-21,Grain,10666.0
3,2023-01-21,Metallic Ores and Metals,16108.0
3,2023-01-21,Motor Vehicles and Parts,5029.0
3,2023-01-21,Nonmetallic Minerals,6382.0
3,2023-01-21,Other,1518.0
3,2023-01-21,Petroleum and Petroleum Products,9311.0
4,2023-01-28,Chemicals,12086.0
4,2023-01-28,Coal,7676.0
4,2023-01-28,"Farm Products excl. Grain, and Food",7817.0
4,2023-01-28,Forest Products,6304.0
4,2023-01-28,Grain,10149.0
4,2023-01-28,Metallic Ores and Metals,16390.0
4,2023-01-28,Motor Vehicles and Parts,4709.0
4,2023-01-28,Nonmetallic Minerals,5879.0
4,2023-01-28,Other,1358.0
4,2023-01-28,Petroleum and Petroleum Products,9173.0
5,2023-02-04,Chemicals,11536.0
5,2023-02-04,Coal,8000.0
5,2023-02-04,"Farm Products excl. Grain, and Food",6762.0
5,2023-02-04,Forest Products,5835.0
5,2023-02-04,Grain,10201.0
5,2023-02-04,Metallic Ores and Metals,14506.0
5,2023-02-04,Motor Vehicles and Parts,5084.0
5,2023-02-04,Nonmetallic Minerals,5739.0
5,2023-02-04,Other,1239.0
5,2023-02-04,Petroleum and Petroleum Products,8558.0
6,2023-02-11,Chemicals,12538.0
6,2023-02-11,Coal,7034.0
6,2023-02-11,"Farm Products excl. Grain, and Food",8383.0
6,2023-02-11,Forest Products,5869.0
6,2023-02-11,Grain,8794.0
6,2023-02-11,Metallic Ores and Metals,16646.0
6,2023-02-11,Motor Vehicles and Parts,5148.0
6,2023-02-11,Nonmetallic Minerals,5650.0
6,2023-02-11,Other,1542.0
6,2023-02-11,Petroleum and Petroleum Products,9224.0
7,2023-02-18,Chemicals,12217.0
7,2023-02-18,Coal,9166.0
7,2023-02-18,"Farm Products excl. Grain, and Food",7242.0
7,2023-02-18,Forest Products,6240.0
7,2023-02-18,Grain,10702.0
7,2023-02-18,Metallic Ores and Metals,15271.0
7,2023-02-18,Motor Vehicles and Parts,5137.0
7,2023-02-18,Nonmetallic Minerals,6491.0
7,2023-02-18,Other,1515.0
7,2023-02-18,Petroleum and Petroleum Products,8546.0
8,2023-02-25,Chemicals,12531.0
8,2023-02-25,Coal,7777.0
8,2023-02-25,"Farm Products excl. Grain, and Food",7310.0
8,2023-02-25,Forest Products,5733.0
8,2023-02-25,Grain,7416.0
