week_number,week_ended,commodity,cars
20,2022-05-21,Coal,74.0
20,2022-05-21,"Farm Products excl. Grain, and Food",2260.0
20,2022-05-21,Forest Products,25.0
20,2022-05-21,Grain,1517.0
20,2022-05-21,Metallic Ores and Metals,5485.0
20,2022-05-21,Motor Vehicles and Parts,4052.0
20,2022-05-21,Nonmetallic Minerals,4339.0
20,2022-05-21,Other,1239.0
20,2022-05-21,Petroleum and Petroleum Products,1462.0
21,2022-05-28,Chemicals,949.0
21,2022-05-28,Coal,58.0
21,2022-05-28,"Farm Products excl. Grain, and Food",1875.0
21,2022-05-28,Forest Products,28.0
21,2022-05-28,Grain,1235.0
21,2022-05-28,Metallic Ores and Metals,5327.0
21,2022-05-28,Motor Vehicles and Parts,3764.0
21,2022-05-28,Nonmetallic Minerals,4186.0
21,2022-05-28,Other,1154.0
21,2022-05-28,Petroleum and Petroleum Products,1361.0
22,2022-06-04,Chemicals,864.0
22,2022-06-04,Coal,53.0
22,2022-06-04,"Farm Products excl. Grain, and Food",1799.0
22,2022-06-04,Forest Products,23.0
22,2022-06-04,Grain,1395.0
22,2022-06-04,Metallic Ores and Metals,5123.0
22,2022-06-04,Motor Vehicles and Parts,3641.0
22,2022-06-04,Nonmetallic Minerals,3792.0
22,2022-06-04,Other,1038.0
22,2022-06-04,Petroleum and Petroleum Products,1284.0
23,2022-06-11,Chemicals,896.0
23,2022-06-11,Coal,62.0
23,2022-06-11,"Farm Products excl. Grain, and Food",1825.0
23,2022-06-11,Forest Products,27.0
23,2022-06-11,Grain,1476.0
23,2022-06-11,Metallic Ores and Metals,5242.0
23,2022-06-11,Motor Vehicles and Parts,3689.0
23,2022-06-11,Nonmetallic Minerals,4001.0
23,2022-06-11,Other,749.0
23,2022-06-11,Petroleum and Petroleum Products,1503.0
24,2022-06-18,Chemicals,952.0
24,2022-06-18,Coal,54.0
24,2022-06-18,"Farm Products excl. Grain, and Food",1972.0
24,2022-06-18,Forest Products,53.0
24,2022-06-18,Grain,1339.0
24,2022-06-18,Metallic Ores and Metals,5180.0
24,2022-06-18,Motor Vehicles and Parts,3429.0
24,2022-06-18,Nonmetallic Minerals,4149.0
24,2022-06-18,Other,791.0
24,2022-06-18,Petroleum and Petroleum Products,1563.0
25,2022-06-25,Chemicals,931.0
25,2022-06-25,Coal,51.0
25,2022-06-25,"Farm Products excl. Grain, and Food",1910.0
25,2022-06-25,Forest Products,48.0
25,2022-06-25,Grain,1352.0
25,2022-06-25,Metallic Ores and Metals,5244.0
25,2022-06-25,Motor Vehicles and Parts,3489.0
25,2022-06-25,Nonmetallic Minerals,4295.0
25,2022-06-25,Other,799.0
25,2022-06-25,Petroleum and Petroleum Products,1540.0
26,2022-07-02,Chemicals,990.0
26,2022-07-02,Coal,56.0
26,2022-07-02,"Farm Products excl. Grain, and Food",1762.0
26,2022-07-02,Forest Products,37.0
26,2022-07-02,Grain,1453.0
26,2022-07-02,Metallic Ores and Metals,4950.0
26,2022-07-02,Motor Vehicles and Parts,3485.0
26,2022-07-02,Nonmetallic Minerals,4232.0
26,2022-07-02,Other,716.0
26,2022-07-02,Petroleum and Petroleum Products,1414.0
27,2022-07-09,Chemicals,1046.0
27,2022-07-09,Coal,62.0
27,2022-07-09,"Farm Products excl. Grain, and Food",2299.0
27,2022-07-09,Forest Products,49.0
27,2022-07-09,Grain,1677.0
27,2022-07-09,Metallic Ores and Metals,5800.0
27,2022-07-09,Motor Vehicles and Parts,3987.0
27,2022-07-09,Nonmetallic Minerals,4449.0
27,2022-07-09,Other,839.0
27,2022-07-09,Petroleum and Petroleum Products,1766.0
28,2022-07-16,Chemicals,992.0
28,2022-07-16,Coal,62.0
28,2022-07-16,"Farm Products excl. Grain, and Food",2232.0
28,2022-07-16,Forest Products,48.0
28,2022-07-16,Grain,1622.0
28,2022-07-16,Metallic Ores and Metals,5911.0
28,2022-07-16,Motor Vehicles and Parts,4160.0
28,2022-07-16,Nonmetallic Minerals,4591.0
28,2022-07-16,Other,919.0
28,2022-07-16,Petroleum and Petroleum Products,1786.0
29,2022-07-23,Chemicals,928.0
29,2022-07-23,Coal,77.0
29,2022-07-23,"Farm Products excl. Grain, and Food",2226.0
29,2022-07-23,Forest Products,59.0
29,2022-07-23,Grain,1730.0
29,2022-07-23,Metallic Ores and Metals,5680.0
29,2022-07-23,Motor Vehicles and Parts,3772.0
29,2022-07-23,Nonmetallic Minerals,4790.0
29,2022-07-23,Other,903.0
29,2022-07-23,Petroleum and Petroleum Products,1726.0
30,2022-07-30,Chemicals,1055.0
30,2022-07-30,Coal,68.0
30,2022-07-30,"Farm Products excl. Grain, and Food",2247.0
30,2022-07-30,Forest Products,54.0
30,2022-07-30,Grain,1845.0
30,2022-07-30,Metallic Ores and Metals,5935.0
30,2022-07-30,Motor Vehicles and Parts,4450.0
30,2022-07-30,Nonmetallic Minerals,4707.0
30,2022-07-30,Other,888.0
30,2022-07-30,Petroleum and Petroleum Products,1419.0
31,2022-08-06,Chemicals,930.0
31,2022-08-06,Coal,61.0
31,2022-08-06,"Farm Products excl. Grain, and Food",2228.0
31,2022-08-06,Forest Products,49.0
31,2022-08-06,Grain,1748.0
31,2022-08-06,Metallic Ores and Metals,5676.0
31,2022-08-06,Motor Vehicles and Parts,4336.0
31,2022-08-06,Nonmetallic Minerals,4739.0
31,2022-08-06,Other,809.0
31,2022-08-06,Petroleum and Petroleum Products,1585.0
32,2022-08-13,Chemicals,1030.0
32,2022-08-13,Coal,65.0
32,2022-08-13,"Farm Products excl. Grain, and Food",2213.0
32,2022-08-13,Forest Products,36.0
32,2022-08-13,Grain,1702.0
32,2022-08-13,Metallic Ores and Metals,5626.0
32,2022-08-13,Motor Vehicles and Parts,3822.0
32,2022-08-13,Nonmetallic Minerals,4521.0
32,2022-08-13,Other,940.0
32,2022-08-13,Petroleum and Petroleum Products,1535.0
33,2022-08-20,Chemicals,1002.0
33,2022-08-20,Coal,58.0
33,2022-08-20,"Farm Products excl. Grain, and Food",2169.0
33,2022-08-20,Forest Products,19.0
33,2022-08-20,Grain,1592.0
33,2022-08-20,Metallic Ores and Metals,5557.0
33,2022-08-20,Motor Vehicles and Parts,4016.0
33,2022-08-20,Nonmetallic Minerals,4634.0
33,2022-08-20,Other,991.0
33,2022-08-20,Petroleum and Petroleum Products,1362.0
34,2022-08-27,Chemicals,1062.0
34,2022-08-27,Coal,62.0
34,2022-08-27,"Farm Products excl. Grain, and Food",2261.0
34,2022-08-27,Forest Products,39.0
34,2022-08-27,Grain,1785.0
34,2022-08-27,Metallic Ores and Metals,5484.0
34,2022-08-27,Motor Vehicles and Parts,4017.0
34,2022-08-27,Nonmetallic Minerals,4658.0
34,2022-08-27,Other,929.0
34,2022-08-27,Petroleum and Petroleum Products,1456.0
35,2022-09-03,Chemicals,1090.0
35,2022-09-03,Coal,56.0
35,2022-09-03,"Farm Products excl. Grain, and Food",2226.0
35,2022-09-03,Forest Products,54.0
35,2022-09-03,Grain,1610.0
35,2022-09-03,Metallic Ores and Metals,5698.0
35,2022-09-03,Motor Vehicles and Parts,4033.0
35,2022-09-03,Nonmetallic Minerals,4776.0
35,2022-09-03,Other,1025.0
35,2022-09-03,Petroleum and Petroleum Products,1575.0
36,2022-09-10,Chemicals,963.0
36,2022-09-10,Coal,59.0
36,2022-09-10,"Farm Products excl. Grain, and Food",2270.0
36,2022-09-10,Forest Products,35.0
36,2022-09-10,Grain,1636.0
36,2022-09-10,Metallic Ores and Metals,5574.0
36,2022-09-10,Motor Vehicles and Parts,4347.0
36,2022-09-10,Nonmetallic Minerals,4308.0
36,2022-09-10,Other,1031.0
36,2022-09-10,Petroleum and Petroleum Products,1678.0
37,2022-09-17,Chemicals,907.0
37,2022-09-17,Coal,67.0
37,2022-09-17,"Farm Products excl. Grain, and Food",2181.0
37,2022-09-17,Forest Products,29.0
37,2022-09-17,Grain,1572.0
37,2022-09-17,Metallic Ores and Metals,5742.0
37,2022-09-17,Motor Vehicles and Parts,3886.0
37,2022-09-17,Nonmetallic Minerals,4380.0
37,2022-09-17,Other,866.0
37,2022-09-17,Petroleum and Petroleum Products,1526.0
38,2022-09-24,Chemicals,1163.0
38,2022-09-24,Coal,136.0
38,2022-09-24,"Farm Products excl. Grain, and Food",2245.0
38,2022-09-24,Forest Products,34.0
38,2022-09-24,Grain,1980.0
38,2022-09-24,Metallic Ores and Metals,4912.0
38,2022-09-24,Motor Vehicles and Parts,4949.0
38,2022-09-24,Nonmetallic Minerals,4364.0
38,2022-09-24,Other,1321.0
38,2022-09-24,Petroleum and Petroleum Products,1751.0
39,2022-10-01,Chemicals,1045.0
39,2022-10-01,Coal,55.0
39,2022-10-01,"Farm Products excl. Grain, and Food",2094.0
39,2022-10-01,Forest Products,39.0
39,2022-10-01,Grain,1871.0
39,2022-10-01,Metallic Ores and Metals,4751.0
39,2022-10-01,Motor Vehicles and Parts,4074.0
39,2022-10-01,Nonmetallic Minerals,3074.0
39,2022-10-01,Other,657.0
39,2022-10-01,Petroleum and Petroleum Products,1696.0
40,2022-10-08,Chemicals,1016.0
40,2022-10-08,Coal,36.0
40,2022-10-08,"Farm Products excl. Grain, and Food",2128.0
40,2022-10-08,Forest Products,46.0
40,2022-10-08,Grain,1883.0
40,2022-10-08,Metallic Ores and Metals,5111.0
40,2022-10-08,Motor Vehicles and Parts,4650.0
40,2022-10-08,Nonmetallic Minerals,4574.0
40,2022-10-08,Other,930.0
40,2022-10-08,Petroleum and Petroleum Products,1858.0
41,2022-10-15,Chemicals,1118.0
41,2022-10-15,Coal,32.0
41,2022-10-15,"Farm Products excl. Grain, and Food",2296.0
41,2022-10-15,Forest Products,69.0
41,2022-10-15,Grain,2116.0
41,2022-10-15,Metallic Ores and Metals,5095.0
41,2022-10-15,Motor Vehicles and Parts,4418.0
41,2022-10-15,Nonmetallic Minerals,4356.0
41,2022-10-15,Other,1488.0
41,2022-10-15,Petroleum and Petroleum Products,1991.0
42,2022-10-22,Chemicals,1069.0
42,2022-10-22,Coal,25.0
42,2022-10-22,"Farm Products excl. Grain, and Food",1926.0
42,2022-10-22,Forest Products,61.0
42,2022-10-22,Grain,1531.0
42,2022-10-22,Metallic Ores and Metals,5025.0
42,2022-10-22,Motor Vehicles and Parts,4219.0
42,2022-10-22,Nonmetallic Minerals,4765.0
42,2022-10-22,Other,1547.0
42,2022-10-22,Petroleum and Petroleum Products,1789.0
43,2022-10-29,Chemicals,1061.0
43,2022-10-29,Coal,47.0
43,2022-10-29,"Farm Products excl. Grain, and Food",2343.0
43,2022-10-29,Forest Products,84.0
43,2022-10-29,Grain,1541.0
43,2022-10-29,Metallic Ores and Metals,5364.0
43,2022-10-29,Motor Vehicles and Parts,4507.0
43,2022-10-29,Nonmetallic Minerals,4815.0
43,2022-10-29,Other,1525.0
43,2022-10-29,Petroleum and Petroleum Products,1855.0
44,2022-11-05,Chemicals,1042.0
44,2022-11-05,Coal,23.0
44,2022-11-05,"Farm Products excl. Grain, and Food",1620.0
44,2022-11-05,Forest Products,77.0
44,2022-11-05,Grain,1446.0
44,2022-11-05,Metallic Ores and Metals,4556.0
44,2022-11-05,Motor Vehicles and Parts,3668.0
44,2022-11-05,Nonmetallic Minerals,4427.0
44,2022-11-05,Other,1573.0
44,2022-11-05,Petroleum and Petroleum Products,1674.0
45,2022-11-12,Chemicals,1042.0
45,2022-11-12,Coal,107.0
45,2022-11-12,"Farm Products excl. Grain, and Food",1823.0
45,2022-11-12,Forest Products,75.0
45,2022-11-12,Grain,1799.0
45,2022-11-12,Metallic Ores and Metals,4558.0
45,2022-11-12,Motor Vehicles and Parts,3684.0
45,2022-11-12,Nonmetallic Minerals,3420.0
45,2022-11-12,Other,2194.0
45,2022-11-12,Petroleum and Petroleum Products,1715.0
46,2022-11-19,Chemicals,1150.0
46,2022-11-19,Coal,57.0
46,2022-11-19,"Farm Products excl. Grain, and Food",1925.0
46,2022-11-19,Forest Products,100.0
46,2022-11-19,Grain,1860.0
46,2022-11-19,Metallic Ores and Metals,4863.0
46,2022-11-19,Motor Vehicles and Parts,4494.0
46,2022-11-19,Nonmetallic Minerals,4697.0
46,2022-11-19,Other,1815.0
46,2022-11-19,Petroleum and Petroleum Products,2064.0
47,2022-11-26,Chemicals,995.0
47,2022-11-26,Coal,64.0
47,2022-11-26,"Farm Products excl. Grain, and Food",1781.0
47,2022-11-26,Forest Products,93.0
47,2022-11-26,Grain,2061.0
47,2022-11-26,Metallic Ores and Metals,4914.0
47,2022-11-26,Motor Vehicles and Parts,3693.0
47,2022-11-26,Nonmetallic Minerals,3257.0
47,2022-11-26,Other,1496.0
47,2022-11-26,Petroleum and Petroleum Products,1701.0
48,2022-12-03,Chemicals,850.0
48,2022-12-03,Coal,67.0
48,2022-12-03,"Farm Products excl. Grain, and Food",1808.0
48,2022-12-03,Forest Products,90.0
48,2022-12-03,Grain,1839.0
48,2022-12-03,Metallic Ores and Metals,5083.0
48,2022-12-03,Motor Vehicles and Parts,3882.0
48,2022-12-03,Nonmetallic Minerals,4259.0
48,2022-12-03,Other,1327.0
48,2022-12-03,Petroleum and Petroleum Products,1808.0
49,2022-12-10,Chemicals,1085.0
49,2022-12-10,Coal,30.0
49,2022-12-10,"Farm Products excl. Grain, and Food",2137.0
49,2022-12-10,Forest Products,56.0
49,2022-12-10,Grain,2265.0
49,2022-12-10,Metallic Ores and Metals,4796.0
49,2022-12-10,Motor Vehicles and Parts,4627.0
49,2022-12-10,Nonmetallic Minerals,4380.0
49,2022-12-10,Other,1581.0
49,2022-12-10,Petroleum and Petroleum Products,1871.0
50,2022-12-17,Chemicals,1121.0
50,2022-12-17,Coal,24.0
50,2022-12-17,"Farm Products excl. Grain, and Food",1826.0
50,2022-12-17,Forest Products,40.0
50,2022-12-17,Grain,2150.0
50,2022-12-17,Metallic Ores and Metals,5645.0
50,2022-12-17,Motor Vehicles and Parts,3309.0
50,2022-12-17,Nonmetallic Minerals,4284.0
50,2022-12-17,Other,1527.0
50,2022-12-17,Petroleum and Petroleum Products,2109.0
51,2022-12-24,Chemicals,935.0
51,2022-12-24,Coal,39.0
51,2022-12-24,"Farm Products excl. Grain, and Food",1747.0
51,2022-12-24,Forest Products,46.0
51,2022-12-24,Grain,2251.0
51,2022-12-24,Metallic Ores and Metals,5264.0
51,2022-12-24,Motor Vehicles and Parts,3612.0
51,2022-12-24,Nonmetallic Minerals,4028.0
51,2022-12-24,Other,1317.0
51,2022-12-24,Petroleum and Petroleum Products,1513.0
52,2022-12-31,Chemicals,874.0
52,2022-12-31,Coal,25.0
52,2022-12-31,"Farm Products excl. Grain, and Food",1264.0
52,2022-12-31,Forest Products,24.0
52,2022-12-31,Grain,1670.0
52,2022-12-31,Metallic Ores and Metals,4441.0
52,2022-12-31,Motor Vehicles and Parts,3219.0
52,2022-12-31,Nonmetallic Minerals,3048.0
52,2022-12-31,Other,910.0
52,2022-12-31,Petroleum and Petroleum Products,1785.0
1,2023-01-07,Chemicals,1142.0
1,2023-01-07,Coal,37.0
1,2023-01-07,"Farm Products excl. Grain, and Food",1734.0
1,2023-01-07,Forest Products,47.0
1,2023-01-07,Grain,1879.0
1,2023-01-07,Metallic Ores and Metals,4340.0
1,2023-01-07,Motor Vehicles and Parts,4067.0
1,2023-01-07,Nonmetallic Minerals,3965.0
1,2023-01-07,Other,1267.0
1,2023-01-07,Petroleum and Petroleum Products,1964.0
2,2023-01-14,Chemicals,1160.0
2,2023-01-14,Coal,48.0
2,2023-01-14,"Farm Products excl. Grain, and Food",1926.0
2,2023-01-14,Forest Products,71.0
2,2023-01-14,Grain,2315.0
2,2023-01-14,Metallic Ores and Metals,5406.0
2,2023-01-14,Motor Vehicles and Parts,4203.0
2,2023-01-14,Nonmetallic Minerals,4281.0
2,2023-01-14,Other,1329.0
2,2023-01-14,Petroleum and Petroleum Products,2053.0
3,2023-01-21,Chemicals,1140.0
3,2023-01-21,Coal,27.0
3,2023-01-21,"Farm Products excl. Grain, and Food",1853.0
3,2023-01-21,Forest Products,46.0
3,2023-01-21,Grain,2267.0
3,2023-01-21,Metallic Ores and Metals,5347.0
3,2023-01-21,Motor Vehicles and Parts,4109.0
3,2023-01-21,Nonmetallic Minerals,4251.0
3,2023-01-21,Other,1541.0
3,2023-01-21,Petroleum and Petroleum Products,2047.0
4,2023-01-28,Chemicals,1148.0
4,2023-01-28,Coal,24.0
4,2023-01-28,"Farm Products excl. Grain, and Food",1827.0
4,2023-01-28,Forest Products,53.0
4,2023-01-28,Grain,2509.0
4,2023-01-28,Metallic Ores and Metals,4992.0
4,2023-01-28,Motor Vehicles and Parts,4558.0
4,2023-01-28,Nonmetallic Minerals,4298.0
4,2023-01-28,Other,1709.0
4,2023-01-28,Petroleum and Petroleum Products,1939.0
5,2023-02-04,Chemicals,1102.0
5,2023-02-04,Coal,52.0
5,2023-02-04,"Farm Products excl. Grain, and Food",1831.0
5,2023-02-04,Forest Products,34.0
5,2023-02-04,Grain,2005.0
5,2023-02-04,Metallic Ores and Metals,4740.0
5,2023-02-04,Motor Vehicles and Parts,3634.0
5,2023-02-04,Nonmetallic Minerals,3953.0
5,2023-02-04,Other,1296.0
5,2023-02-04,Petroleum and Petroleum Products,1748.0
6,2023-02-11,Chemicals,1049.0
6,2023-02-11,Coal,27.0
6,2023-02-11,"Farm Products excl. Grain, and Food",1628.0
6,2023-02-11,Forest Products,43.0
6,2023-02-11,Grain,1953.0
6,2023-02-11,Metallic Ores and Metals,5014.0
6,2023-02-11,Motor Vehicles and Parts,4498.0
6,2023-02-11,Nonmetallic Minerals,3983.0
6,2023-02-11,Other,1313.0
6,2023-02-11,Petroleum and Petroleum Products,2014.0
7,2023-02-18,Chemicals,1126.0
7,2023-02-18,Coal,19.0
7,2023-02-18,"Farm Products excl. Grain, and Food",1928.0
7,2023-02-18,Forest Products,27.0
7,2023-02-18,Grain,2303.0
7,2023-02-18,Metallic Ores and Metals,6138.0
7,2023-02-18,Motor Vehicles and Parts,4919.0
7,2023-02-18,Nonmetallic Minerals,4162.0
7,2023-02-18,Other,1443.0
7,2023-02-18,Petroleum and Petroleum Products,1953.0
8,2023-02-25,Chemicals,1122.0
8,2023-02-25,Coal,64.0
8,2023-02-25,"Farm Products excl. Grain, and Food",2134.0
8,2023-02-25,Forest Products,39.0
8,2023-02-25,Grain,2511.0
8,2023-02-25,Metallic Ores and Metals,6103.0
8,2023-02-25,Motor Vehicles and Parts,4920.0
8,2023-02-25,Nonmetallic Minerals,4378.0
8,2023-02-25,Other,1557.0
8,2023-02-25,Petroleum and Petroleum Products,1964.0
9,2023-03-04,Chemicals,1249.0
9,2023-03-04,Coal,55.0
