week_number,week_ended,commodity,cars
15,2022-04-16,Other,11291.0
15,2022-04-16,Petroleum and Petroleum Products,18918.0
16,2022-04-23,Chemicals,47807.0
16,2022-04-23,Coal,66947.0
16,2022-04-23,"Farm Products excl. Grain, and Food",24158.0
16,2022-04-23,Forest Products,16276.0
16,2022-04-23,Grain,32938.0
16,2022-04-23,Metallic Ores and Metals,42971.0
16,2022-04-23,Motor Vehicles and Parts,21928.0
16,2022-04-23,Nonmetallic Minerals,44077.0
16,2022-04-23,Other,11394.0
16,2022-04-23,Petroleum and Petroleum Products,20029.0
17,2022-04-30,Chemicals,48212.0
17,2022-04-30,Coal,71868.0
17,2022-04-30,"Farm Products excl. Grain, and Food",24587.0
17,2022-04-30,Forest Products,16760.0
17,2022-04-30,Grain,29420.0
17,2022-04-30,Metallic Ores and Metals,43782.0
17,2022-04-30,Motor Vehicles and Parts,22828.0
17,2022-04-30,Nonmetallic Minerals,43860.0
17,2022-04-30,Other,11835.0
17,2022-04-30,Petroleum and Petroleum Products,19491.0
18,2022-05-07,Chemicals,47594.0
18,2022-05-07,Coal,72368.0
18,2022-05-07,"Farm Products excl. Grain, and Food",23587.0
18,2022-05-07,Forest Products,16602.0
18,2022-05-07,Grain,30586.0
18,2022-05-07,Metallic Ores and Metals,39193.0
18,2022-05-07,Motor Vehicles and Parts,23028.0
18,2022-05-07,Nonmetallic Minerals,45183.0
18,2022-05-07,Other,12233.0
18,2022-05-07,Petroleum and Petroleum Products,18784.0
19,2022-05-14,Chemicals,45308.0
19,2022-05-14,Coal,72172.0
19,2022-05-14,"Farm Products excl. Grain, and Food",23148.0
19,2022-05-14,Forest Products,16245.0
19,2022-05-14,Grain,30298.0
19,2022-05-14,Metallic Ores and Metals,42135.0
19,2022-05-14,Motor Vehicles and Parts,21435.0
19,2022-05-14,Nonmetallic Minerals,43985.0
19,2022-05-14,Other,11549.0
19,2022-05-14,Petroleum and Petroleum Products,19156.0
20,2022-05-21,Chemicals,46931.0
20,2022-05-21,Coal,73739.0
20,2022-05-21,"Farm Products excl. Grain, and Food",22502.0
20,2022-05-21,Forest Products,16990.0
20,2022-05-21,Grain,29784.0
20,2022-05-21,Metallic Ores and Metals,42572.0
20,2022-05-21,Motor Vehicles and Parts,22471.0
20,2022-05-21,Nonmetallic Minerals,43395.0
20,2022-05-21,Other,10875.0
20,2022-05-21,Petroleum and Petroleum Products,20564.0
21,2022-05-28,Chemicals,47521.0
21,2022-05-28,Coal,72379.0
21,2022-05-28,"Farm Products excl. Grain, and Food",23463.0
21,2022-05-28,Forest Products,16555.0
21,2022-05-28,Grain,29587.0
21,2022-05-28,Metallic Ores and Metals,42160.0
21,2022-05-28,Motor Vehicles and Parts,22366.0
21,2022-05-28,Nonmetallic Minerals,42986.0
21,2022-05-28,Other,13911.0
21,2022-05-28,Petroleum and Petroleum Products,20023.0
22,2022-06-04,Chemicals,45852.0
22,2022-06-04,Coal,74095.0
22,2022-06-04,"Farm Products excl. Grain, and Food",21785.0
22,2022-06-04,Forest Products,15821.0
22,2022-06-04,Grain,31147.0
22,2022-06-04,Metallic Ores and Metals,40096.0
22,2022-06-04,Motor Vehicles and Parts,20769.0
22,2022-06-04,Nonmetallic Minerals,40802.0
22,2022-06-04,Other,10572.0
22,2022-06-04,Petroleum and Petroleum Products,18993.0
23,2022-06-11,Chemicals,46526.0
23,2022-06-11,Coal,74885.0
23,2022-06-11,"Farm Products excl. Grain, and Food",23911.0
23,2022-06-11,Forest Products,16256.0
23,2022-06-11,Grain,28784.0
23,2022-06-11,Metallic Ores and Metals,42802.0
23,2022-06-11,Motor Vehicles and Parts,22466.0
23,2022-06-11,Nonmetallic Minerals,44206.0
23,2022-06-11,Other,12056.0
23,2022-06-11,Petroleum and Petroleum Products,20334.0
24,2022-06-18,Chemicals,46714.0
24,2022-06-18,Coal,74282.0
24,2022-06-18,"Farm Products excl. Grain, and Food",23568.0
24,2022-06-18,Forest Products,16102.0
24,2022-06-18,Grain,30050.0
24,2022-06-18,Metallic Ores and Metals,41314.0
24,2022-06-18,Motor Vehicles and Parts,21724.0
24,2022-06-18,Nonmetallic Minerals,43732.0
24,2022-06-18,Other,11282.0
24,2022-06-18,Petroleum and Petroleum Products,20078.0
25,2022-06-25,Chemicals,45529.0
25,2022-06-25,Coal,69992.0
25,2022-06-25,"Farm Products excl. Grain, and Food",24259.0
25,2022-06-25,Forest Products,15993.0
25,2022-06-25,Grain,29396.0
25,2022-06-25,Metallic Ores and Metals,41829.0
25,2022-06-25,Motor Vehicles and Parts,21387.0
25,2022-06-25,Nonmetallic Minerals,44685.0
25,2022-06-25,Other,11229.0
25,2022-06-25,Petroleum and Petroleum Products,20664.0
26,2022-07-02,Chemicals,47875.0
26,2022-07-02,Coal,72521.0
26,2022-07-02,"Farm Products excl. Grain, and Food",22939.0
26,2022-07-02,Forest Products,16272.0
26,2022-07-02,Grain,31218.0
26,2022-07-02,Metallic Ores and Metals,43014.0
26,2022-07-02,Motor Vehicles and Parts,21033.0
26,2022-07-02,Nonmetallic Minerals,44176.0
26,2022-07-02,Other,11279.0
26,2022-07-02,Petroleum and Petroleum Products,20292.0
27,2022-07-09,Chemicals,42589.0
27,2022-07-09,Coal,67463.0
27,2022-07-09,"Farm Products excl. Grain, and Food",23175.0
27,2022-07-09,Forest Products,15953.0
27,2022-07-09,Grain,25047.0
27,2022-07-09,Metallic Ores and Metals,38851.0
27,2022-07-09,Motor Vehicles and Parts,18282.0
27,2022-07-09,Nonmetallic Minerals,41541.0
27,2022-07-09,Other,9927.0
27,2022-07-09,Petroleum and Petroleum Products,19935.0
28,2022-07-16,Chemicals,45125.0
28,2022-07-16,Coal,73186.0
28,2022-07-16,"Farm Products excl. Grain, and Food",23066.0
28,2022-07-16,Forest Products,15813.0
28,2022-07-16,Grain,27625.0
28,2022-07-16,Metallic Ores and Metals,42646.0
28,2022-07-16,Motor Vehicles and Parts,21223.0
28,2022-07-16,Nonmetallic Minerals,44586.0
28,2022-07-16,Other,10941.0
28,2022-07-16,Petroleum and Petroleum Products,21439.0
29,2022-07-23,Chemicals,44758.0
29,2022-07-23,Coal,75438.0
29,2022-07-23,"Farm Products excl. Grain, and Food",23163.0
29,2022-07-23,Forest Products,15791.0
29,2022-07-23,Grain,29483.0
29,2022-07-23,Metallic Ores and Metals,41651.0
29,2022-07-23,Motor Vehicles and Parts,19868.0
29,2022-07-23,Nonmetallic Minerals,44981.0
29,2022-07-23,Other,12179.0
29,2022-07-23,Petroleum and Petroleum Products,20751.0
30,2022-07-30,Chemicals,46855.0
30,2022-07-30,Coal,75863.0
30,2022-07-30,"Farm Products excl. Grain, and Food",23255.0
30,2022-07-30,Forest Products,16382.0
30,2022-07-30,Grain,29886.0
30,2022-07-30,Metallic Ores and Metals,43288.0
30,2022-07-30,Motor Vehicles and Parts,21866.0
30,2022-07-30,Nonmetallic Minerals,44394.0
30,2022-07-30,Other,11383.0
30,2022-07-30,Petroleum and Petroleum Products,19888.0
31,2022-08-06,Chemicals,45842.0
31,2022-08-06,Coal,74149.0
31,2022-08-06,"Farm Products excl. Grain, and Food",22797.0
31,2022-08-06,Forest Products,15672.0
31,2022-08-06,Grain,27345.0
31,2022-08-06,Metallic Ores and Metals,43600.0
31,2022-08-06,Motor Vehicles and Parts,21657.0
31,2022-08-06,Nonmetallic Minerals,46375.0
31,2022-08-06,Other,10442.0
31,2022-08-06,Petroleum and Petroleum Products,19754.0
32,2022-08-13,Chemicals,46133.0
32,2022-08-13,Coal,77436.0
32,2022-08-13,"Farm Products excl. Grain, and Food",23333.0
32,2022-08-13,Forest Products,15853.0
32,2022-08-13,Grain,28196.0
32,2022-08-13,Metallic Ores and Metals,43720.0
32,2022-08-13,Motor Vehicles and Parts,21803.0
32,2022-08-13,Nonmetallic Minerals,45960.0
32,2022-08-13,Other,11276.0
32,2022-08-13,Petroleum and Petroleum Products,20195.0
33,2022-08-20,Chemicals,46132.0
33,2022-08-20,Coal,77483.0
33,2022-08-20,"Farm Products excl. Grain, and Food",24106.0
33,2022-08-20,Forest Products,16240.0
33,2022-08-20,Grain,27654.0
33,2022-08-20,Metallic Ores and Metals,43727.0
33,2022-08-20,Motor Vehicles and Parts,22419.0
33,2022-08-20,Nonmetallic Minerals,45957.0
33,2022-08-20,Other,11015.0
33,2022-08-20,Petroleum and Petroleum Products,19656.0
34,2022-08-27,Chemicals,45039.0
34,2022-08-27,Coal,83133.0
34,2022-08-27,"Farm Products excl. Grain, and Food",23701.0
34,2022-08-27,Forest Products,16317.0
34,2022-08-27,Grain,27288.0
34,2022-08-27,Metallic Ores and Metals,45358.0
34,2022-08-27,Motor Vehicles and Parts,23052.0
34,2022-08-27,Nonmetallic Minerals,44975.0
34,2022-08-27,Other,12482.0
34,2022-08-27,Petroleum and Petroleum Products,19402.0
35,2022-09-03,Chemicals,44983.0
35,2022-09-03,Coal,81802.0
35,2022-09-03,"Farm Products excl. Grain, and Food",24456.0
35,2022-09-03,Forest Products,16649.0
35,2022-09-03,Grain,27320.0
35,2022-09-03,Metallic Ores and Metals,43595.0
35,2022-09-03,Motor Vehicles and Parts,22304.0
35,2022-09-03,Nonmetallic Minerals,45958.0
35,2022-09-03,Other,12475.0
35,2022-09-03,Petroleum and Petroleum Products,19874.0
36,2022-09-10,Chemicals,42766.0
36,2022-09-10,Coal,75951.0
36,2022-09-10,"Farm Products excl. Grain, and Food",24607.0
36,2022-09-10,Forest Products,15458.0
36,2022-09-10,Grain,28185.0
36,2022-09-10,Metallic Ores and Metals,41687.0
36,2022-09-10,Motor Vehicles and Parts,21708.0
36,2022-09-10,Nonmetallic Minerals,41651.0
36,2022-09-10,Other,10884.0
36,2022-09-10,Petroleum and Petroleum Products,19092.0
37,2022-09-17,Chemicals,46145.0
37,2022-09-17,Coal,80689.0
37,2022-09-17,"Farm Products excl. Grain, and Food",25108.0
37,2022-09-17,Forest Products,15301.0
37,2022-09-17,Grain,31479.0
37,2022-09-17,Metallic Ores and Metals,43941.0
37,2022-09-17,Motor Vehicles and Parts,22072.0
37,2022-09-17,Nonmetallic Minerals,46525.0
37,2022-09-17,Other,10559.0
37,2022-09-17,Petroleum and Petroleum Products,20215.0
38,2022-09-24,Chemicals,42642.0
38,2022-09-24,Coal,77134.0
38,2022-09-24,"Farm Products excl. Grain, and Food",25452.0
38,2022-09-24,Forest Products,16002.0
38,2022-09-24,Grain,31760.0
38,2022-09-24,Metallic Ores and Metals,41878.0
38,2022-09-24,Motor Vehicles and Parts,22350.0
38,2022-09-24,Nonmetallic Minerals,45340.0
38,2022-09-24,Other,11196.0
38,2022-09-24,Petroleum and Petroleum Products,19511.0
39,2022-10-01,Chemicals,44376.0
39,2022-10-01,Coal,73704.0
39,2022-10-01,"Farm Products excl. Grain, and Food",27283.0
39,2022-10-01,Forest Products,15644.0
39,2022-10-01,Grain,35668.0
39,2022-10-01,Metallic Ores and Metals,42927.0
39,2022-10-01,Motor Vehicles and Parts,23558.0
39,2022-10-01,Nonmetallic Minerals,42999.0
39,2022-10-01,Other,10438.0
39,2022-10-01,Petroleum and Petroleum Products,20543.0
40,2022-10-08,Chemicals,42061.0
40,2022-10-08,Coal,72347.0
40,2022-10-08,"Farm Products excl. Grain, and Food",29708.0
40,2022-10-08,Forest Products,15384.0
40,2022-10-08,Grain,35122.0
40,2022-10-08,Metallic Ores and Metals,41883.0
40,2022-10-08,Motor Vehicles and Parts,23197.0
40,2022-10-08,Nonmetallic Minerals,43798.0
40,2022-10-08,Other,11985.0
40,2022-10-08,Petroleum and Petroleum Products,20601.0
41,2022-10-15,Chemicals,44684.0
41,2022-10-15,Coal,73642.0
41,2022-10-15,"Farm Products excl. Grain, and Food",27922.0
41,2022-10-15,Forest Products,14885.0
41,2022-10-15,Grain,40748.0
41,2022-10-15,Metallic Ores and Metals,43544.0
41,2022-10-15,Motor Vehicles and Parts,23714.0
41,2022-10-15,Nonmetallic Minerals,43999.0
41,2022-10-15,Other,10988.0
41,2022-10-15,Petroleum and Petroleum Products,20281.0
42,2022-10-22,Chemicals,43811.0
42,2022-10-22,Coal,76859.0
42,2022-10-22,"Farm Products excl. Grain, and Food",28565.0
42,2022-10-22,Forest Products,15216.0
42,2022-10-22,Grain,39484.0
42,2022-10-22,Metallic Ores and Metals,40145.0
42,2022-10-22,Motor Vehicles and Parts,23411.0
42,2022-10-22,Nonmetallic Minerals,44661.0
42,2022-10-22,Other,12813.0
42,2022-10-22,Petroleum and Petroleum Products,20290.0
43,2022-10-29,Chemicals,42875.0
43,2022-10-29,Coal,78698.0
43,2022-10-29,"Farm Products excl. Grain, and Food",26544.0
43,2022-10-29,Forest Products,15374.0
43,2022-10-29,Grain,39492.0
43,2022-10-29,Metallic Ores and Metals,40984.0
43,2022-10-29,Motor Vehicles and Parts,24451.0
43,2022-10-29,Nonmetallic Minerals,46421.0
43,2022-10-29,Other,12163.0
43,2022-10-29,Petroleum and Petroleum Products,20649.0
44,2022-11-05,Chemicals,45554.0
44,2022-11-05,Coal,77190.0
44,2022-11-05,"Farm Products excl. Grain, and Food",27587.0
44,2022-11-05,Forest Products,15493.0
44,2022-11-05,Grain,39643.0
44,2022-11-05,Metallic Ores and Metals,40219.0
44,2022-11-05,Motor Vehicles and Parts,22864.0
44,2022-11-05,Nonmetallic Minerals,45206.0
44,2022-11-05,Other,12110.0
44,2022-11-05,Petroleum and Petroleum Products,20169.0
45,2022-11-12,Chemicals,44921.0
45,2022-11-12,Coal,74234.0
45,2022-11-12,"Farm Products excl. Grain, and Food",27058.0
45,2022-11-12,Forest Products,14938.0
45,2022-11-12,Grain,36869.0
45,2022-11-12,Metallic Ores and Metals,38767.0
45,2022-11-12,Motor Vehicles and Parts,23283.0
45,2022-11-12,Nonmetallic Minerals,42490.0
45,2022-11-12,Other,12165.0
45,2022-11-12,Petroleum and Petroleum Products,20006.0
46,2022-11-19,Chemicals,43613.0
46,2022-11-19,Coal,73245.0
46,2022-11-19,"Farm Products excl. Grain, and Food",27257.0
46,2022-11-19,Forest Products,15399.0
46,2022-11-19,Grain,41420.0
46,2022-11-19,Metallic Ores and Metals,42336.0
46,2022-11-19,Motor Vehicles and Parts,22896.0
46,2022-11-19,Nonmetallic Minerals,42084.0
46,2022-11-19,Other,12028.0
46,2022-11-19,Petroleum and Petroleum Products,21343.0
47,2022-11-26,Chemicals,40467.0
47,2022-11-26,Coal,69774.0
47,2022-11-26,"Farm Products excl. Grain, and Food",25176.0
47,2022-11-26,Forest Products,14466.0
47,2022-11-26,Grain,35508.0
47,2022-11-26,Metallic Ores and Metals,39989.0
47,2022-11-26,Motor Vehicles and Parts,20472.0
47,2022-11-26,Nonmetallic Minerals,33017.0
47,2022-11-26,Other,13289.0
47,2022-11-26,Petroleum and Petroleum Products,18868.0
48,2022-12-03,Chemicals,40951.0
48,2022-12-03,Coal,75543.0
48,2022-12-03,"Farm Products excl. Grain, and Food",27892.0
48,2022-12-03,Forest Products,15783.0
48,2022-12-03,Grain,40139.0
48,2022-12-03,Metallic Ores and Metals,43126.0
48,2022-12-03,Motor Vehicles and Parts,23934.0
48,2022-12-03,Nonmetallic Minerals,42995.0
48,2022-12-03,Other,12594.0
48,2022-12-03,Petroleum and Petroleum Products,21193.0
49,2022-12-10,Chemicals,41696.0
49,2022-12-10,Coal,80506.0
49,2022-12-10,"Farm Products excl. Grain, and Food",26185.0
49,2022-12-10,Forest Products,15260.0
49,2022-12-10,Grain,38786.0
49,2022-12-10,Metallic Ores and Metals,40597.0
49,2022-12-10,Motor Vehicles and Parts,24805.0
49,2022-12-10,Nonmetallic Minerals,43340.0
49,2022-12-10,Other,12982.0
49,2022-12-10,Petroleum and Petroleum Products,21131.0
50,2022-12-17,Chemicals,44458.0
50,2022-12-17,Coal,69914.0
50,2022-12-17,"Farm Products excl. Grain, and Food",27043.0
50,2022-12-17,Forest Products,14787.0
50,2022-12-17,Grain,36677.0
50,2022-12-17,Metallic Ores and Metals,41739.0
50,2022-12-17,Motor Vehicles and Parts,23326.0
50,2022-12-17,Nonmetallic Minerals,39761.0
50,2022-12-17,Other,11568.0
50,2022-12-17,Petroleum and Petroleum Products,21513.0
51,2022-12-24,Chemicals,40243.0
51,2022-12-24,Coal,53738.0
51,2022-12-24,"Farm Products excl. Grain, and Food",23066.0
51,2022-12-24,Forest Products,13411.0
51,2022-12-24,Grain,30604.0
51,2022-12-24,Metallic Ores and Metals,38084.0
51,2022-12-24,Motor Vehicles and Parts,18718.0
51,2022-12-24,Nonmetallic Minerals,32530.0
51,2022-12-24,Other,10217.0
51,2022-12-24,Petroleum and Petroleum Products,18248.0
52,2022-12-31,Chemicals,35630.0
52,2022-12-31,Coal,57557.0
52,2022-12-31,"Farm Products excl. Grain, and Food",19477.0
52,2022-12-31,Forest Products,11250.0
52,2022-12-31,Grain,27098.0
52,2022-12-31,Metallic Ores and Metals,35792.0
52,2022-12-31,Motor Vehicles and Parts,15490.0
52,2022-12-31,Nonmetallic Minerals,26807.0
52,2022-12-31,Other,9007.0
52,2022-12-31,Petroleum and Petroleum Products,18524.0
1,2023-01-07,Chemicals,38476.0
1,2023-01-07,Coal,71352.0
1,2023-01-07,"Farm Products excl. Grain, and Food",24031.0
1,2023-01-07,Forest Products,13981.0
1,2023-01-07,Grain,32854.0
1,2023-01-07,Metallic Ores and Metals,39568.0
1,2023-01-07,Motor Vehicles and Parts,19739.0
1,2023-01-07,Nonmetallic Minerals,35430.0
1,2023-01-07,Other,9733.0
1,2023-01-07,Petroleum and Petroleum Products,20280.0
2,2023-01-14,Chemicals,44862.0
2,2023-01-14,Coal,78081.0
2,2023-01-14,"Farm Products excl. Grain, and Food",26449.0
2,2023-01-14,Forest Products,15281.0
2,2023-01-14,Grain,42309.0
2,2023-01-14,Metallic Ores and Metals,44503.0
2,2023-01-14,Motor Vehicles and Parts,24067.0
2,2023-01-14,Nonmetallic Minerals,40577.0
2,2023-01-14,Other,12361.0
2,2023-01-14,Petroleum and Petroleum Products,22501.0
3,2023-01-21,Chemicals,44683.0
3,2023-01-21,Coal,76746.0
3,2023-01-21,"Farm Products excl. Grain, and Food",26355.0
3,2023-01-21,Forest Products,14965.0
3,2023-01-21,Grain,34948.0
3,2023-01-21,Metallic Ores and Metals,41038.0
3,2023-01-21,Motor Vehicles and Parts,22304.0
3,2023-01-21,Nonmetallic Minerals,41897.0
3,2023-01-21,Other,11233.0
3,2023-01-21,Petroleum and Petroleum Products,21944.0
4,2023-01-28,Chemicals,44803.0
4,2023-01-28,Coal,76074.0
4,2023-01-28,"Farm Products excl. Grain, and Food",26815.0
4,2023-01-28,Forest Products,15822.0
4,2023-01-28,Grain,37469.0
4,2023-01-28,Metallic Ores and Metals,42329.0
4,2023-01-28,Motor Vehicles and Parts,23009.0
4,2023-01-28,Nonmetallic Minerals,39951.0
4,2023-01-28,Other,12280.0
4,2023-01-28,Petroleum and Petroleum Products,22064.0
5,2023-02-04,Chemicals,45381.0
5,2023-02-04,Coal,66276.0
5,2023-02-04,"Farm Products excl. Grain, and Food",25308.0
5,2023-02-04,Forest Products,15180.0
5,2023-02-04,Grain,34450.0
5,2023-02-04,Metallic Ores and Metals,38807.0
5,2023-02-04,Motor Vehicles and Parts,21873.0
5,2023-02-04,Nonmetallic Minerals,35270.0
5,2023-02-04,Other,10977.0
5,2023-02-04,Petroleum and Petroleum Products,21033.0
6,2023-02-11,Chemicals,46254.0
6,2023-02-11,Coal,76106.0
6,2023-02-11,"Farm Products excl. Grain, and Food",27341.0
6,2023-02-11,Forest Products,15281.0
6,2023-02-11,Grain,31988.0
6,2023-02-11,Metallic Ores and Metals,41488.0
6,2023-02-11,Motor Vehicles and Parts,22905.0
6,2023-02-11,Nonmetallic Minerals,39886.0
6,2023-02-11,Other,12583.0
6,2023-02-11,Petroleum and Petroleum Products,21900.0
7,2023-02-18,Chemicals,47253.0
7,2023-02-18,Coal,75751.0
7,2023-02-18,"Farm Products excl. Grain, and Food",26302.0
7,2023-02-18,Forest Products,15368.0
7,2023-02-18,Grain,34869.0
7,2023-02-18,Metallic Ores and Metals,41539.0
7,2023-02-18,Motor Vehicles and Parts,23720.0
7,2023-02-18,Nonmetallic Minerals,39040.0
7,2023-02-18,Other,10801.0
7,2023-02-18,Petroleum and Petroleum Products,21129.0
8,2023-02-25,Chemicals,45887.0
8,2023-02-25,Coal,72059.0
8,2023-02-25,"Farm Products excl. Grain, and Food",26711.0
8,2023-02-25,Forest Products,15503.0
8,2023-02-25,Grain,30438.0
