date,p20,p50,p80,model,data_cutoff,generated_at,series
2026-10-31,214.81215326118857,222.93216932737275,230.90865810047174,chronos2,2025-10-31,2026-01-14,padd4
2026-11-30,199.12436789828135,208.12689159997777,217.30245378479725,chronos2,2025-10-31,2026-01-14,padd4
2026-12-31,196.96111535336087,207.4401530328877,217.47953267761412,chronos2,2025-10-31,2026-01-14,padd4
2025-11-30,348.11691989995603,365.7951915547719,384.0232622268435,chronos2,2025-10-31,2026-01-14,padd5
2025-12-31,326.77936543506246,346.81310318325234,366.6931523977063,chronos2,2025-10-31,2026-01-14,padd5
2026-01-31,329.7487023902379,351.08882353403783,371.6368744902322,chronos2,2025-10-31,2026-01-14,padd5
2026-02-28,342.327628830494,362.4464245689529,383.8478667525404,chronos2,2025-10-31,2026-01-14,padd5
2026-03-31,347.7208849586709,368.763760185113,388.8900465033882,chronos2,2025-10-31,2026-01-14,padd5
2026-04-30,356.08501408903817,376.2995758876567,396.86757783605117,chronos2,2025-10-31,2026-01-14,padd5
2026-05-31,369.6768924584831,392.04546389468953,413.39337248103084,chronos2,2025-10-31,2026-01-14,padd5
2026-06-30,371.37365598929813,394.5402810693625,417.3669615728208,chronos2,2025-10-31,2026-01-14,padd5
2026-07-31,375.5798246307877,397.8983859806693,420.50667625874814,chronos2,2025-10-31,2026-01-14,padd5
2026-08-31,384.74420679679776,409.2966757523852,433.45391391910476,chronos2,2025-10-31,2026-01-14,padd5
2026-09-30,370.46159685279173,395.47554401363357,418.9247098810562,chronos2,2025-10-31,2026-01-14,padd5
2026-10-31,360.0757410792158,385.6182448940259,409.97661029549477,chronos2,2025-10-31,2026-01-14,padd5
2026-11-30,335.3919663922076,363.4464916083058,389.8989199374254,chronos2,2025-10-31,2026-01-14,padd5
2026-12-31,312.50041556340386,340.3673808915544,370.91031257888375,chronos2,2025-10-31,2026-01-14,padd5
