week_number,week_ended,commodity,cars
23,2022-06-11,Other,9769.0
23,2022-06-11,Petroleum and Petroleum Products,10037.0
24,2022-06-18,Chemicals,33212.0
24,2022-06-18,Coal,66281.0
24,2022-06-18,"Farm Products excl. Grain, and Food",16143.0
24,2022-06-18,Forest Products,9691.0
24,2022-06-18,Grain,22012.0
24,2022-06-18,Metallic Ores and Metals,20915.0
24,2022-06-18,Motor Vehicles and Parts,13366.0
24,2022-06-18,Nonmetallic Minerals,32505.0
24,2022-06-18,Other,8908.0
24,2022-06-18,Petroleum and Petroleum Products,9888.0
25,2022-06-25,Chemicals,32742.0
25,2022-06-25,Coal,62041.0
25,2022-06-25,"Farm Products excl. Grain, and Food",16396.0
25,2022-06-25,Forest Products,9684.0
25,2022-06-25,Grain,21732.0
25,2022-06-25,Metallic Ores and Metals,21907.0
25,2022-06-25,Motor Vehicles and Parts,12912.0
25,2022-06-25,Nonmetallic Minerals,33631.0
25,2022-06-25,Other,8928.0
25,2022-06-25,Petroleum and Petroleum Products,9884.0
26,2022-07-02,Chemicals,34008.0
26,2022-07-02,Coal,64375.0
26,2022-07-02,"Farm Products excl. Grain, and Food",16287.0
26,2022-07-02,Forest Products,10173.0
26,2022-07-02,Grain,22904.0
26,2022-07-02,Metallic Ores and Metals,22159.0
26,2022-07-02,Motor Vehicles and Parts,13032.0
26,2022-07-02,Nonmetallic Minerals,32506.0
26,2022-07-02,Other,9011.0
26,2022-07-02,Petroleum and Petroleum Products,10106.0
27,2022-07-09,Chemicals,30163.0
27,2022-07-09,Coal,60105.0
27,2022-07-09,"Farm Products excl. Grain, and Food",15705.0
27,2022-07-09,Forest Products,9410.0
27,2022-07-09,Grain,17031.0
27,2022-07-09,Metallic Ores and Metals,18019.0
27,2022-07-09,Motor Vehicles and Parts,10725.0
27,2022-07-09,Nonmetallic Minerals,29624.0
27,2022-07-09,Other,7273.0
27,2022-07-09,Petroleum and Petroleum Products,9395.0
28,2022-07-16,Chemicals,32504.0
28,2022-07-16,Coal,65634.0
28,2022-07-16,"Farm Products excl. Grain, and Food",16695.0
28,2022-07-16,Forest Products,9574.0
28,2022-07-16,Grain,18752.0
28,2022-07-16,Metallic Ores and Metals,22046.0
28,2022-07-16,Motor Vehicles and Parts,12916.0
28,2022-07-16,Nonmetallic Minerals,33017.0
28,2022-07-16,Other,8496.0
28,2022-07-16,Petroleum and Petroleum Products,10175.0
29,2022-07-23,Chemicals,31875.0
29,2022-07-23,Coal,67719.0
29,2022-07-23,"Farm Products excl. Grain, and Food",15627.0
29,2022-07-23,Forest Products,9590.0
29,2022-07-23,Grain,20709.0
29,2022-07-23,Metallic Ores and Metals,21601.0
29,2022-07-23,Motor Vehicles and Parts,12559.0
29,2022-07-23,Nonmetallic Minerals,33379.0
29,2022-07-23,Other,9468.0
29,2022-07-23,Petroleum and Petroleum Products,10038.0
30,2022-07-30,Chemicals,33305.0
30,2022-07-30,Coal,68617.0
30,2022-07-30,"Farm Products excl. Grain, and Food",16298.0
30,2022-07-30,Forest Products,9966.0
30,2022-07-30,Grain,21566.0
30,2022-07-30,Metallic Ores and Metals,22952.0
30,2022-07-30,Motor Vehicles and Parts,13029.0
30,2022-07-30,Nonmetallic Minerals,32794.0
30,2022-07-30,Other,8808.0
30,2022-07-30,Petroleum and Petroleum Products,9744.0
31,2022-08-06,Chemicals,32287.0
31,2022-08-06,Coal,65812.0
31,2022-08-06,"Farm Products excl. Grain, and Food",15618.0
31,2022-08-06,Forest Products,9524.0
31,2022-08-06,Grain,19916.0
31,2022-08-06,Metallic Ores and Metals,22167.0
31,2022-08-06,Motor Vehicles and Parts,13258.0
31,2022-08-06,Nonmetallic Minerals,34409.0
31,2022-08-06,Other,7901.0
31,2022-08-06,Petroleum and Petroleum Products,9681.0
32,2022-08-13,Chemicals,32924.0
32,2022-08-13,Coal,69300.0
32,2022-08-13,"Farm Products excl. Grain, and Food",16508.0
32,2022-08-13,Forest Products,9679.0
32,2022-08-13,Grain,21408.0
32,2022-08-13,Metallic Ores and Metals,21743.0
32,2022-08-13,Motor Vehicles and Parts,13453.0
32,2022-08-13,Nonmetallic Minerals,34323.0
32,2022-08-13,Other,8781.0
32,2022-08-13,Petroleum and Petroleum Products,9732.0
33,2022-08-20,Chemicals,33038.0
33,2022-08-20,Coal,68280.0
33,2022-08-20,"Farm Products excl. Grain, and Food",17031.0
33,2022-08-20,Forest Products,9987.0
33,2022-08-20,Grain,20974.0
33,2022-08-20,Metallic Ores and Metals,22270.0
33,2022-08-20,Motor Vehicles and Parts,13993.0
33,2022-08-20,Nonmetallic Minerals,33550.0
33,2022-08-20,Other,8600.0
33,2022-08-20,Petroleum and Petroleum Products,9681.0
34,2022-08-27,Chemicals,32700.0
34,2022-08-27,Coal,74295.0
34,2022-08-27,"Farm Products excl. Grain, and Food",15913.0
34,2022-08-27,Forest Products,9834.0
34,2022-08-27,Grain,19458.0
34,2022-08-27,Metallic Ores and Metals,23112.0
34,2022-08-27,Motor Vehicles and Parts,14624.0
34,2022-08-27,Nonmetallic Minerals,33151.0
34,2022-08-27,Other,9904.0
34,2022-08-27,Petroleum and Petroleum Products,9642.0
35,2022-09-03,Chemicals,32451.0
35,2022-09-03,Coal,72999.0
35,2022-09-03,"Farm Products excl. Grain, and Food",16326.0
35,2022-09-03,Forest Products,9989.0
35,2022-09-03,Grain,20342.0
35,2022-09-03,Metallic Ores and Metals,22053.0
35,2022-09-03,Motor Vehicles and Parts,13829.0
35,2022-09-03,Nonmetallic Minerals,33938.0
35,2022-09-03,Other,9900.0
35,2022-09-03,Petroleum and Petroleum Products,9604.0
36,2022-09-10,Chemicals,30476.0
36,2022-09-10,Coal,67492.0
36,2022-09-10,"Farm Products excl. Grain, and Food",15695.0
36,2022-09-10,Forest Products,9372.0
36,2022-09-10,Grain,18214.0
36,2022-09-10,Metallic Ores and Metals,19937.0
36,2022-09-10,Motor Vehicles and Parts,13373.0
36,2022-09-10,Nonmetallic Minerals,31209.0
36,2022-09-10,Other,8265.0
36,2022-09-10,Petroleum and Petroleum Products,9351.0
37,2022-09-17,Chemicals,32977.0
37,2022-09-17,Coal,72774.0
37,2022-09-17,"Farm Products excl. Grain, and Food",16377.0
37,2022-09-17,Forest Products,9076.0
37,2022-09-17,Grain,19199.0
37,2022-09-17,Metallic Ores and Metals,21581.0
37,2022-09-17,Motor Vehicles and Parts,13879.0
37,2022-09-17,Nonmetallic Minerals,35163.0
37,2022-09-17,Other,8250.0
37,2022-09-17,Petroleum and Petroleum Products,10252.0
38,2022-09-24,Chemicals,30261.0
38,2022-09-24,Coal,70697.0
38,2022-09-24,"Farm Products excl. Grain, and Food",15352.0
38,2022-09-24,Forest Products,9516.0
38,2022-09-24,Grain,19540.0
38,2022-09-24,Metallic Ores and Metals,20708.0
38,2022-09-24,Motor Vehicles and Parts,13165.0
38,2022-09-24,Nonmetallic Minerals,34436.0
38,2022-09-24,Other,8179.0
38,2022-09-24,Petroleum and Petroleum Products,9404.0
39,2022-10-01,Chemicals,30754.0
39,2022-10-01,Coal,67866.0
39,2022-10-01,"Farm Products excl. Grain, and Food",15866.0
39,2022-10-01,Forest Products,9260.0
39,2022-10-01,Grain,22745.0
39,2022-10-01,Metallic Ores and Metals,21450.0
39,2022-10-01,Motor Vehicles and Parts,14606.0
39,2022-10-01,Nonmetallic Minerals,33368.0
39,2022-10-01,Other,8056.0
39,2022-10-01,Petroleum and Petroleum Products,10449.0
40,2022-10-08,Chemicals,30187.0
40,2022-10-08,Coal,65989.0
40,2022-10-08,"Farm Products excl. Grain, and Food",16909.0
40,2022-10-08,Forest Products,8916.0
40,2022-10-08,Grain,23429.0
40,2022-10-08,Metallic Ores and Metals,20995.0
40,2022-10-08,Motor Vehicles and Parts,13955.0
40,2022-10-08,Nonmetallic Minerals,33132.0
40,2022-10-08,Other,9425.0
40,2022-10-08,Petroleum and Petroleum Products,9993.0
41,2022-10-15,Chemicals,31288.0
41,2022-10-15,Coal,66914.0
41,2022-10-15,"Farm Products excl. Grain, and Food",17029.0
41,2022-10-15,Forest Products,8786.0
41,2022-10-15,Grain,25843.0
41,2022-10-15,Metallic Ores and Metals,21017.0
41,2022-10-15,Motor Vehicles and Parts,14839.0
41,2022-10-15,Nonmetallic Minerals,33404.0
41,2022-10-15,Other,8161.0
41,2022-10-15,Petroleum and Petroleum Products,9982.0
42,2022-10-22,Chemicals,31593.0
42,2022-10-22,Coal,68889.0
42,2022-10-22,"Farm Products excl. Grain, and Food",17316.0
42,2022-10-22,Forest Products,8894.0
42,2022-10-22,Grain,24053.0
42,2022-10-22,Metallic Ores and Metals,19673.0
42,2022-10-22,Motor Vehicles and Parts,14671.0
42,2022-10-22,Nonmetallic Minerals,32565.0
42,2022-10-22,Other,9502.0
42,2022-10-22,Petroleum and Petroleum Products,10300.0
43,2022-10-29,Chemicals,31092.0
43,2022-10-29,Coal,70984.0
43,2022-10-29,"Farm Products excl. Grain, and Food",16857.0
43,2022-10-29,Forest Products,8908.0
43,2022-10-29,Grain,25653.0
43,2022-10-29,Metallic Ores and Metals,22108.0
43,2022-10-29,Motor Vehicles and Parts,15002.0
43,2022-10-29,Nonmetallic Minerals,34438.0
43,2022-10-29,Other,9261.0
43,2022-10-29,Petroleum and Petroleum Products,10122.0
44,2022-11-05,Chemicals,32803.0
44,2022-11-05,Coal,68303.0
44,2022-11-05,"Farm Products excl. Grain, and Food",17111.0
44,2022-11-05,Forest Products,9325.0
44,2022-11-05,Grain,26322.0
44,2022-11-05,Metallic Ores and Metals,21106.0
44,2022-11-05,Motor Vehicles and Parts,14510.0
44,2022-11-05,Nonmetallic Minerals,34129.0
44,2022-11-05,Other,9344.0
44,2022-11-05,Petroleum and Petroleum Products,10323.0
45,2022-11-12,Chemicals,32168.0
45,2022-11-12,Coal,67493.0
45,2022-11-12,"Farm Products excl. Grain, and Food",17242.0
45,2022-11-12,Forest Products,9057.0
45,2022-11-12,Grain,23932.0
45,2022-11-12,Metallic Ores and Metals,19346.0
45,2022-11-12,Motor Vehicles and Parts,14829.0
45,2022-11-12,Nonmetallic Minerals,32706.0
45,2022-11-12,Other,8645.0
45,2022-11-12,Petroleum and Petroleum Products,10056.0
46,2022-11-19,Chemicals,31074.0
46,2022-11-19,Coal,66485.0
46,2022-11-19,"Farm Products excl. Grain, and Food",16609.0
46,2022-11-19,Forest Products,9033.0
46,2022-11-19,Grain,26624.0
46,2022-11-19,Metallic Ores and Metals,21939.0
46,2022-11-19,Motor Vehicles and Parts,13631.0
46,2022-11-19,Nonmetallic Minerals,31558.0
46,2022-11-19,Other,8559.0
46,2022-11-19,Petroleum and Petroleum Products,10375.0
47,2022-11-26,Chemicals,28184.0
47,2022-11-26,Coal,61740.0
47,2022-11-26,"Farm Products excl. Grain, and Food",15178.0
47,2022-11-26,Forest Products,8100.0
47,2022-11-26,Grain,20261.0
47,2022-11-26,Metallic Ores and Metals,18552.0
47,2022-11-26,Motor Vehicles and Parts,12199.0
47,2022-11-26,Nonmetallic Minerals,23503.0
47,2022-11-26,Other,10410.0
47,2022-11-26,Petroleum and Petroleum Products,8665.0
48,2022-12-03,Chemicals,28290.0
48,2022-12-03,Coal,69107.0
48,2022-12-03,"Farm Products excl. Grain, and Food",17709.0
48,2022-12-03,Forest Products,9666.0
48,2022-12-03,Grain,26212.0
48,2022-12-03,Metallic Ores and Metals,22181.0
48,2022-12-03,Motor Vehicles and Parts,15044.0
48,2022-12-03,Nonmetallic Minerals,32801.0
48,2022-12-03,Other,9702.0
48,2022-12-03,Petroleum and Petroleum Products,10595.0
49,2022-12-10,Chemicals,30258.0
49,2022-12-10,Coal,72541.0
49,2022-12-10,"Farm Products excl. Grain, and Food",16936.0
49,2022-12-10,Forest Products,9296.0
49,2022-12-10,Grain,23806.0
49,2022-12-10,Metallic Ores and Metals,20654.0
49,2022-12-10,Motor Vehicles and Parts,15051.0
49,2022-12-10,Nonmetallic Minerals,32575.0
49,2022-12-10,Other,9819.0
49,2022-12-10,Petroleum and Petroleum Products,11071.0
50,2022-12-17,Chemicals,31342.0
50,2022-12-17,Coal,61577.0
50,2022-12-17,"Farm Products excl. Grain, and Food",16719.0
50,2022-12-17,Forest Products,8973.0
50,2022-12-17,Grain,22860.0
50,2022-12-17,Metallic Ores and Metals,21772.0
50,2022-12-17,Motor Vehicles and Parts,15251.0
50,2022-12-17,Nonmetallic Minerals,29389.0
50,2022-12-17,Other,8512.0
50,2022-12-17,Petroleum and Petroleum Products,10582.0
51,2022-12-24,Chemicals,29505.0
51,2022-12-24,Coal,50264.0
51,2022-12-24,"Farm Products excl. Grain, and Food",14801.0
51,2022-12-24,Forest Products,8443.0
51,2022-12-24,Grain,18198.0
51,2022-12-24,Metallic Ores and Metals,19558.0
51,2022-12-24,Motor Vehicles and Parts,11349.0
51,2022-12-24,Nonmetallic Minerals,23735.0
51,2022-12-24,Other,7743.0
51,2022-12-24,Petroleum and Petroleum Products,9599.0
52,2022-12-31,Chemicals,25174.0
52,2022-12-31,Coal,52863.0
52,2022-12-31,"Farm Products excl. Grain, and Food",13210.0
52,2022-12-31,Forest Products,7299.0
52,2022-12-31,Grain,18383.0
52,2022-12-31,Metallic Ores and Metals,18584.0
52,2022-12-31,Motor Vehicles and Parts,9418.0
52,2022-12-31,Nonmetallic Minerals,19853.0
52,2022-12-31,Other,6930.0
52,2022-12-31,Petroleum and Petroleum Products,8278.0
1,2023-01-07,Chemicals,27356.0
1,2023-01-07,Coal,63928.0
1,2023-01-07,"Farm Products excl. Grain, and Food",15435.0
1,2023-01-07,Forest Products,8574.0
1,2023-01-07,Grain,22089.0
1,2023-01-07,Metallic Ores and Metals,20303.0
1,2023-01-07,Motor Vehicles and Parts,11752.0
1,2023-01-07,Nonmetallic Minerals,26390.0
1,2023-01-07,Other,7016.0
1,2023-01-07,Petroleum and Petroleum Products,10119.0
2,2023-01-14,Chemicals,31793.0
2,2023-01-14,Coal,69406.0
2,2023-01-14,"Farm Products excl. Grain, and Food",17077.0
2,2023-01-14,Forest Products,9244.0
2,2023-01-14,Grain,28008.0
2,2023-01-14,Metallic Ores and Metals,23208.0
2,2023-01-14,Motor Vehicles and Parts,14562.0
2,2023-01-14,Nonmetallic Minerals,30380.0
2,2023-01-14,Other,9580.0
2,2023-01-14,Petroleum and Petroleum Products,10913.0
3,2023-01-21,Chemicals,31038.0
3,2023-01-21,Coal,68675.0
3,2023-01-21,"Farm Products excl. Grain, and Food",16979.0
3,2023-01-21,Forest Products,9065.0
3,2023-01-21,Grain,22015.0
3,2023-01-21,Metallic Ores and Metals,19583.0
3,2023-01-21,Motor Vehicles and Parts,13166.0
3,2023-01-21,Nonmetallic Minerals,31264.0
3,2023-01-21,Other,8174.0
3,2023-01-21,Petroleum and Petroleum Products,10586.0
4,2023-01-28,Chemicals,31569.0
4,2023-01-28,Coal,68374.0
4,2023-01-28,"Farm Products excl. Grain, and Food",17171.0
4,2023-01-28,Forest Products,9465.0
4,2023-01-28,Grain,24811.0
4,2023-01-28,Metallic Ores and Metals,20947.0
4,2023-01-28,Motor Vehicles and Parts,13742.0
4,2023-01-28,Nonmetallic Minerals,29774.0
4,2023-01-28,Other,9213.0
4,2023-01-28,Petroleum and Petroleum Products,10952.0
5,2023-02-04,Chemicals,32743.0
5,2023-02-04,Coal,58224.0
5,2023-02-04,"Farm Products excl. Grain, and Food",16715.0
5,2023-02-04,Forest Products,9311.0
5,2023-02-04,Grain,22244.0
5,2023-02-04,Metallic Ores and Metals,19561.0
5,2023-02-04,Motor Vehicles and Parts,13155.0
5,2023-02-04,Nonmetallic Minerals,25578.0
5,2023-02-04,Other,8442.0
5,2023-02-04,Petroleum and Petroleum Products,10727.0
6,2023-02-11,Chemicals,32667.0
6,2023-02-11,Coal,69045.0
6,2023-02-11,"Farm Products excl. Grain, and Food",17330.0
6,2023-02-11,Forest Products,9369.0
6,2023-02-11,Grain,21241.0
6,2023-02-11,Metallic Ores and Metals,19828.0
6,2023-02-11,Motor Vehicles and Parts,13259.0
6,2023-02-11,Nonmetallic Minerals,30253.0
6,2023-02-11,Other,9728.0
6,2023-02-11,Petroleum and Petroleum Products,10662.0
7,2023-02-18,Chemicals,33910.0
7,2023-02-18,Coal,66566.0
7,2023-02-18,"Farm Products excl. Grain, and Food",17132.0
7,2023-02-18,Forest Products,9101.0
7,2023-02-18,Grain,21864.0
7,2023-02-18,Metallic Ores and Metals,20130.0
7,2023-02-18,Motor Vehicles and Parts,13664.0
7,2023-02-18,Nonmetallic Minerals,28387.0
7,2023-02-18,Other,7843.0
7,2023-02-18,Petroleum and Petroleum Products,10630.0
8,2023-02-25,Chemicals,32234.0
8,2023-02-25,Coal,64218.0
8,2023-02-25,"Farm Products excl. Grain, and Food",17267.0
8,2023-02-25,Forest Products,9731.0
8,2023-02-25,Grain,20511.0
