"year","month","day","td_ge","dt","luna_num","saros","eclipse_type","gamma","magnitude","lat_ge","lng_ge","lat_dd_ge","lng_dd_ge","sun_alt","sun_azm","path_width","central_duration","duration_secs","cat_no","canon_plate","julian_date","t0","x0","x1","x2","x3","y0","y1","y2","y3","d0","d1","d2","mu0","mu1","mu2","l10","l11","l12","l20","l21","l22","tan_f1","tan_f2","tmin","tmax","etype","PNS","UNS","NCN","nSer","nSeq","nJLE"
2012,11,13,"22:12:55",67.90000000,159,133,"T",-.37190000,1.05004000,"40.0S","161.3W",-39.95653000,-161.33221000,68.00000000,11.40000000,179.00000000,"04m02s",242.20000000,9536.00000000,477.00000000,2456245.42600000,22.00000000,-.18374100,.57434050,.00003510,-.00000973,-.34676700,-.09407010,.00014840,.00000150,-18.24754900,-.01060200,.00000400,153.89781000,14.99987000,.00000000,.53744500,-.00002290,-.00001300,-.00864900,-.00002280,-.00001300,.00472550,.00470200,-3.00000000,3.00000000,1,0,0,0,72,45,4
2013,5,10,"00:26:20",68.20000000,165,138,"A",-.26937000,.95442000,"2.2N","175.5E",2.22060000,175.47064000,74.40000000,350.50000000,172.60000000,"06m03s",363.40000000,9537.00000000,477.00000000,2456422.51800000,.00000000,-.17518000,.50528870,.00001440,-.00000591,-.30430100,.08888990,-.00009590,-.00000097,17.60548000,.01070100,-.00000400,180.90347000,15.00166000,.00000000,.56367200,.00007880,-.00001000,.01744700,.00007840,-.00001000,.00463130,.00460820,-3.00000000,3.00000000,2,0,0,0,70,31,24
2013,11,3,"12:47:36",68.40000000,171,143,"H3",.32715000,1.01587000,"3.5N","11.7W",3.49059000,-11.69354000,70.90000000,192.00000000,57.50000000,"01m40s",99.50000000,9538.00000000,477.00000000,2456600.03300000,13.00000000,.18319600,.54694960,.00002830,-.00000826,.29472000,-.12007570,.00007900,.00000173,-15.20966000,-.01263600,.00000300,19.11059000,15.00132000,.00000000,.54628200,-.00011210,-.00001200,.00014300,-.00011150,-.00001200,.00471370,.00469020,-3.00000000,3.00000000,3,0,0,0,72,23,40
2014,4,29,"06:04:33",68.60000000,177,148,"A-",-.99997000,.98678000,"70.6S","131.3E",-70.64552000,131.26288000,.00000000,318.80000000,.00000000,"00m00s",.00000000,9539.00000000,477.00000000,2456776.75300000,6.00000000,.18516300,.52826840,-.00000500,-.00000724,-.98353200,.12211310,-.00004730,-.00000162,14.44980000,.01265800,-.00000300,270.65601000,15.00276000,.00000000,.55053800,.00011860,-.00001120,.00437800,.00011810,-.00001110,.00464330,.00462020,-3.00000000,3.00000000,2,-1,-1,-1,75,21,10
2014,10,23,"21:45:39",68.90000000,183,153,"P",1.09079000,.81140000,"71.2N","97.2W",71.16868000,-97.16559000,.00000000,231.40000000,.00000000,"00m00s",.00000000,9540.00000000,477.00000000,2456954.40700000,22.00000000,.40253600,.50848590,.00001600,-.00000641,1.02157900,-.13553270,.00001800,.00000163,-11.61852000,-.01419900,.00000200,153.93079000,15.00265000,.00000000,.56099700,-.00011080,-.00001060,.01478500,-.00011030,-.00001060,.00470060,.00467710,-3.00000000,3.00000000,4,1,1,1,70,9,10
2015,3,20,"09:46:47",69.10000000,188,120,"T",.94537000,1.04455000,"64.4N","6.6W",64.43238000,-6.64227000,18.50000000,135.00000000,462.50000000,"02m47s",166.90000000,9541.00000000,478.00000000,2457101.90700000,10.00000000,-.16829400,.55374150,.00000580,-.00000936,.93905700,.17864820,-.00005410,-.00000293,-.21266000,.01603600,.00000000,328.10678000,15.00441000,.00000000,.53593200,.00002650,-.00001300,-.01015500,.00002640,-.00001290,.00469500,.00467170,-3.00000000,3.00000000,1,1,0,0,71,61,1
2015,9,13,"06:55:19",69.30000000,194,125,"P",-1.10039000,.78748000,"72.1S","2.3W",-72.10650000,-2.29694000,.00000000,77.20000000,.00000000,"00m00s",.00000000,9542.00000000,478.00000000,2457278.78800000,7.00000000,-.29289500,.48214200,.00000170,-.00000540,-1.06143000,-.15181830,.00002260,.00000164,3.89024000,-.01556400,-.00000100,285.97653000,15.00485000,.00000000,.56826300,.00002580,-.00000980,.02201500,.00002570,-.00000970,.00464730,.00462420,-3.00000000,3.00000000,4,-1,-1,-1,73,54,1
2016,3,9,"01:58:19",69.60000000,200,130,"T",.26093000,1.04499000,"10.1N","148.8E",10.12171000,148.79962000,74.80000000,162.50000000,155.10000000,"04m09s",249.50000000,9543.00000000,478.00000000,2457456.58200000,2.00000000,-.06252500,.55027690,.00000470,-.00000906,.25383600,.17212330,.00001710,-.00000275,-4.37972000,.01588600,.00000100,207.37216000,15.00397000,.00000000,.53886800,-.00007040,-.00001280,-.00723400,-.00007000,-.00001270,.00470870,.00468520,-3.00000000,3.00000000,1,0,0,0,73,52,4
2016,9,1,"09:08:02",69.80000000,206,135,"A",-.33300000,.97362000,"10.7S","37.8E",-10.68077000,37.76801000,70.50000000,16.40000000,99.70000000,"03m06s",185.60000000,9544.00000000,478.00000000,2457632.88100000,9.00000000,-.16139600,.50406350,-.00002140,-.00000631,-.29965000,-.14815210,-.00002580,.00000178,8.06330000,-.01480200,-.00000200,315.03156000,15.00454000,.00000000,.55792800,.00011150,-.00001050,.01173100,.00011100,-.00001040,.00463390,.00461090,-3.00000000,3.00000000,2,0,0,0,71,39,4
2017,2,26,"14:54:33",70.00000000,212,140,"A",-.45780000,.99222000,"34.7S","31.2W",-34.67972000,-31.18427000,62.60000000,340.50000000,30.60000000,"00m44s",44.00000000,9545.00000000,478.00000000,2457811.12100000,15.00000000,.17594100,.52535640,-.00000620,-.00000742,-.42556000,.15325410,.00007920,-.00000208,-8.49164000,.01526100,.00000200,41.79894000,15.00309000,.00000000,.55247000,-.00012570,-.00001150,.00630100,-.00012510,-.00001150,.00472190,.00469840,-3.00000000,3.00000000,2,-1,0,0,71,29,40
2017,8,21,"18:26:40",70.30000000,218,145,"T",.43671000,1.03059000,"37.0N","87.7W",36.96635000,-87.66388000,63.90000000,197.90000000,114.70000000,"02m40s",160.10000000,9546.00000000,478.00000000,2457987.26900000,18.00000000,-.12957100,.54064260,-.00002940,-.00000810,.48541600,-.14164000,-.00009050,.00000205,11.86696000,-.01362200,-.00000200,89.24543000,15.00394000,.00000000,.54209300,.00012410,-.00001180,-.00402500,.00012340,-.00001170,.00462220,.00459920,-3.00000000,3.00000000,1,0,0,0,77,22,20
2018,2,15,"20:52:33",70.50000000,224,150,"P",-1.21163000,.59909000,"71.0S","0.6E",-71.02718000,.64795000,.00000000,228.40000000,.00000000,"00m00s",.00000000,9547.00000000,478.00000000,2458165.37000000,21.00000000,.36362000,.49905230,-.00002120,-.00000593,-1.15754900,.12833360,.00012680,-.00000144,-12.46404000,.01408000,.00000300,131.48074000,15.00182000,.00000000,.56825700,-.00009230,-.00001030,.02200900,-.00009180,-.00001020,.00473400,.00471040,-3.00000000,3.00000000,4,-1,-1,-1,71,17,10
2018,7,13,"03:02:16",70.80000000,229,117,"P",-1.35423000,.33650000,"67.9S","127.4E",-67.92336000,127.43665000,.00000000,8.10000000,.00000000,"00m00s",.00000000,9548.00000000,478.00000000,2458312.62700000,3.00000000,-.09928600,.58281470,-.00000130,-.00000993,-1.35076900,-.03329330,-.00007700,.00000047,21.84531000,-.00593700,-.00000500,223.57079000,15.00024000,.00000000,.53016800,-.00001180,-.00001280,-.01589000,-.00001180,-.00001270,.00459880,.00457590,-3.00000000,3.00000000,4,-1,-1,-1,71,69,1
2018,8,11,"09:47:28",70.80000000,230,155,"P",1.14758000,.73676000,"70.4N","174.5E",70.38831000,174.47589000,.00000000,321.50000000,.00000000,"00m00s",.00000000,9549.00000000,478.00000000,2458341.90800000,10.00000000,.36750800,.56849580,-.00004770,-.00000961,1.09391900,-.12629350,-.00015980,.00000206,15.21673000,-.01207600,-.00000300,328.69611000,15.00308000,.00000000,.53169800,.00003380,-.00001280,-.01436800,.00003360,-.00001270,.00461270,.00458970,-3.00000000,3.00000000,4,1,1,1,71,6,10
2019,1,6,"01:42:38",71.00000000,235,122,"P",1.14175000,.71454000,"67.4N","153.6E",67.43500000,153.56897000,.00000000,177.70000000,.00000000,"00m00s",.00000000,9550.00000000,478.00000000,2458489.57100000,2.00000000,.12837300,.50823840,-.00001620,-.00000581,1.14402200,.00842360,.00010360,.00000000,-22.54492000,.00484800,.00000600,208.61530000,14.99674000,.00000000,.57270200,.00005750,-.00001010,.02643200,.00005720,-.00001000,.00475620,.00473250,-3.00000000,3.00000000,4,1,1,1,70,58,1
2019,7,2,"19:24:07",71.30000000,241,127,"T",-.64656000,1.04593000,"17.4S","109.0W",-17.38896000,-108.99084000,49.60000000,359.00000000,200.60000000,"04m33s",272.80000000,9551.00000000,478.00000000,2458667.30800000,19.00000000,-.21563400,.56620870,.00002740,-.00000879,-.65070800,.01063990,-.00012720,-.00000027,23.01295100,-.00318700,-.00000500,103.97973000,14.99951000,.00000000,.53763100,-.00008980,-.00001200,-.00846400,-.00008940,-.00001200,.00459840,.00457550,-3.00000000,3.00000000,1,-1,0,0,82,58,2
2019,12,26,"05:18:53",71.50000000,247,132,"A",.41351000,.97010000,"1.0N","102.3E",1.00895000,102.25635000,65.60000000,183.60000000,117.90000000,"03m40s",219.50000000,9552.00000000,478.00000000,2458843.72100000,5.00000000,-.14041300,.53561030,-.00000150,-.00000715,.42407500,-.03665510,.00014580,.00000061,-23.37347000,.00140700,.00000600,254.93677000,14.99627000,.00000000,.55888700,.00012840,-.00001120,.01268600,.00012770,-.00001110,.00475480,.00473110,-3.00000000,3.00000000,2,0,0,0,71,46,4
2020,6,21,"06:41:15",71.80000000,253,137,"Am",.12090000,.99401000,"30.5N","79.7E",30.51975000,79.67480000,82.90000000,174.20000000,21.20000000,"00m38s",38.20000000,9553.00000000,478.00000000,2459021.77900000,7.00000000,.15425900,.53115460,.00002590,-.00000694,.13640900,.05138710,-.00016100,-.00000079,23.43567100,-.00023300,-.00000600,284.53552000,14.99911000,.00000000,.55231800,-.00012230,-.00001070,.00615000,-.00012170,-.00001070,.00460090,.00457800,-3.00000000,3.00000000,2,0,0,0,70,36,44
2020,12,14,"16:14:39",72.10000000,259,142,"T",-.29394000,1.02536000,"40.3S","67.9W",-40.33558000,-67.94861000,72.70000000,10.30000000,90.20000000,"02m10s",129.70000000,9554.00000000,478.00000000,2459198.17700000,16.00000000,-.18182400,.56335670,.00002160,-.00000895,-.26964500,-.08581220,.00018840,.00000150,-23.25775900,-.00198600,.00000600,61.26591000,14.99650000,.00000000,.54386200,.00009700,-.00001260,-.00226500,.00009650,-.00001250,.00475020,.00472660,-3.00000000,3.00000000,1,0,0,0,72,23,40
2021,6,10,"10:43:07",72.30000000,265,147,"A",.91516000,.94350000,"80.8N","66.8W",80.81487000,-66.76501000,23.30000000,89.90000000,526.80000000,"03m51s",231.20000000,9555.00000000,478.00000000,2459375.94700000,11.00000000,-.01870400,.50122890,.00003420,-.00000570,.92610600,.08877650,-.00017970,-.00000113,23.04228000,.00284100,-.00000500,345.12692000,14.99920000,.00000000,.56438000,-.00005510,-.00000980,.01815100,-.00005480,-.00000970,.00460600,.00458300,-3.00000000,3.00000000,2,1,0,0,80,23,10
2021,12,4,"07:34:38",72.60000000,271,152,"T",-.95260000,1.03673000,"76.8S","46.2W",-76.77654000,-46.21686000,17.20000000,114.80000000,418.70000000,"01m54s",114.40000000,9556.00000000,478.00000000,2459552.81600000,8.00000000,.02520900,.56830280,.00003910,-.00000965,-.98365300,-.13151420,.00022130,.00000240,-22.27471900,-.00517800,.00000600,302.45218000,14.99728000,.00000000,.53780500,-.00001600,-.00001310,-.00829200,-.00001600,-.00001310,.00474340,.00471980,-3.00000000,3.00000000,1,-1,0,0,70,13,20
2022,4,30,"20:42:36",72.80000000,276,119,"P",-1.19009000,.63961000,"62.1S","71.5W",-62.11636000,-71.46881000,.00000000,303.50000000,.00000000,"00m00s",.00000000,9557.00000000,478.00000000,2459700.36300000,21.00000000,.61808000,.47531470,-.00000150,-.00000568,-1.02808900,.20964050,-.00004320,-.00000268,14.97104000,.01216700,-.00000300,135.70560000,15.00247000,.00000000,.56107300,.00008470,-.00001030,.01486100,.00008430,-.00001020,.00464200,.00461890,-3.00000000,3.00000000,4,-1,-1,-1,71,66,1
2022,10,25,"11:01:20",73.10000000,282,124,"P",1.07014000,.86188000,"61.6N","77.4E",61.64877000,77.35583000,.00000000,243.60000000,.00000000,"00m00s",.00000000,9558.00000000,478.00000000,2459877.95900000,11.00000000,.45479200,.49554950,.00002770,-.00000703,.96877100,-.23958760,.00001670,.00000356,-12.17348000,-.01374600,.00000300,348.98227000,15.00243000,.00000000,.54987900,-.00011520,-.00001160,.00372300,-.00011460,-.00001160,.00470190,.00467850,-3.00000000,3.00000000,4,1,1,1,73,55,1
2023,4,20,"04:17:56",73.40000000,288,129,"H",-.39515000,1.01320000,"9.6S","125.8E",-9.59448000,125.78998000,66.70000000,334.00000000,49.00000000,"01m16s",76.10000000,9559.00000000,478.00000000,2460054.67900000,4.00000000,.02685000,.49501820,.00001350,-.00000706,-.42736600,.24419920,-.00004940,-.00000368,11.41179000,.01374100,-.00000300,240.24294000,15.00342000,.00000000,.54680400,.00012160,-.00001160,.00066300,.00012100,-.00001150,.00465500,.00463180,-3.00000000,3.00000000,3,0,0,0,80,52,4
2023,10,14,"18:00:41",73.70000000,294,134,"A",.37534000,.95204000,"11.4N","83.1W",11.36796000,-83.09216000,67.90000000,208.00000000,187.40000000,"05m17s",317.20000000,9560.00000000,478.00000000,2460232.25000000,18.00000000,.16965800,.45855330,.00002780,-.00000543,.33485900,-.24136710,.00002400,.00000303,-8.24419000,-.01488800,.00000200,93.50173000,15.00353000,.00000000,.56431100,-.00008910,-.00001030,.01808300,-.00008860,-.00001030,.00468820,.00466480,-3.00000000,3.00000000,2,0,0,0,71,44,2
2024,4,8,"18:18:29",74.00000000,300,139,"T",.34314000,1.05655000,"25.3N","104.1W",25.28945000,-104.12775000,69.80000000,149.40000000,197.50000000,"04m28s",268.10000000,9561.00000000,479.00000000,2460409.26300000,18.00000000,-.31824400,.51171160,.00003260,-.00000842,.21976400,.27095890,-.00005950,-.00000466,7.58620000,.01484400,-.00000200,89.59122000,15.00408000,.00000000,.53581400,.00006180,-.00001280,-.01027200,.00006150,-.00001270,.00466830,.00464500,-3.00000000,3.00000000,1,0,0,0,71,30,40
2024,10,2,"18:46:13",74.30000000,306,144,"A",-.35087000,.93260000,"22.0S","114.5W",-21.95284000,-114.49786000,69.30000000,31.10000000,266.50000000,"07m25s",445.10000000,9562.00000000,479.00000000,2460586.28200000,19.00000000,-.06804800,.44161700,.00001360,-.00000483,-.36317000,-.24356300,.00003390,.00000284,-3.98725000,-.01551100,.00000100,107.73109000,15.00433000,.00000000,.57034900,-.00000020,-.00000980,.02409100,-.00000020,-.00000970,.00467340,.00465010,-3.00000000,3.00000000,2,0,0,0,70,17,20
2025,3,29,"10:48:36",74.50000000,312,149,"P",1.04053000,.93759000,"61.1N","77.1W",61.10036000,-77.07324000,.00000000,82.60000000,.00000000,"00m00s",.00000000,9563.00000000,479.00000000,2460763.95000000,11.00000000,-.40287000,.50941220,.00004150,-.00000845,.96569500,.27883480,-.00007230,-.00000484,3.56602000,.01553900,-.00000100,343.83167000,15.00436000,.00000000,.53576600,-.00005330,-.00001290,-.01032000,-.00005300,-.00001280,.00468230,.00465900,-3.00000000,3.00000000,4,1,1,1,71,21,10
2025,9,21,"19:43:04",74.80000000,318,154,"P",-1.06509000,.85502000,"60.9S","153.5E",-60.90121000,153.51050000,.00000000,89.20000000,.00000000,"00m00s",.00000000,9564.00000000,479.00000000,2460940.32200000,20.00000000,-.39007200,.45315920,.00000320,-.00000538,-1.00183400,-.25216330,.00004560,.00000315,.36472000,-.01560000,.00000000,121.78192000,15.00477000,.00000000,.56249200,.00009090,-.00001030,.01627300,.00009050,-.00001020,.00465830,.00463510,-3.00000000,3.00000000,4,-1,-1,-1,71,7,10
2026,2,17,"12:13:06",75.10000000,323,121,"A",-.97427000,.96299000,"64.7S","86.8E",-64.71786000,86.75110000,12.30000000,268.30000000,616.30000000,"02m20s",139.60000000,9565.00000000,479.00000000,2461089.00900000,12.00000000,.32195400,.48272240,-.00003140,-.00000637,-.92697100,.23553940,.00011690,-.00000327,-11.87930000,.01404900,.00000200,356.51440000,15.00198000,.00000000,.55772000,-.00011810,-.00001110,.01152400,-.00011750,-.00001110,.00473210,.00470850,-3.00000000,3.00000000,2,-1,0,0,71,61,1
2026,8,12,"17:47:06",75.40000000,329,126,"T",.89774000,1.03863000,"65.2N","25.2W",65.22345000,-25.21619000,25.80000000,248.40000000,293.90000000,"02m18s",138.20000000,9566.00000000,479.00000000,2461265.24100000,18.00000000,.47551400,.51892490,-.00007730,-.00000804,.77118300,-.23016800,-.00012460,.00000377,14.79667000,-.01206500,-.00000300,88.74779000,15.00309000,.00000000,.53795500,.00009390,-.00001210,-.00814200,.00009350,-.00001210,.00461410,.00459110,-3.00000000,3.00000000,1,1,0,0,72,48,2
2027,2,6,"16:00:48",75.70000000,335,131,"A",-.29515000,.92811000,"31.3S","48.5W",-31.30245000,-48.45416000,72.70000000,333.50000000,281.60000000,"07m51s",470.90000000,9567.00000000,479.00000000,2461443.16700000,16.00000000,.11167600,.46649520,-.00003370,-.00000527,-.27329300,.20318560,.00010250,-.00000246,-15.54794000,.01238300,.00000400,56.49307000,15.00051000,.00000000,.57192800,-.00006530,-.00001010,.02566200,-.00006500,-.00001000,.00474260,.00471900,-3.00000000,3.00000000,2,0,0,0,70,51,4
2027,8,2,"10:07:50",76.00000000,341,136,"T",.14209000,1.07903000,"25.5N","33.2E",25.50236000,33.19617000,81.70000000,202.00000000,257.70000000,"06m23s",382.60000000,9568.00000000,479.00000000,2461619.92200000,10.00000000,-.01977200,.54471230,-.00004460,-.00000922,.16006100,-.21115820,-.00012170,.00000376,17.76247000,-.01018100,-.00000400,328.42255000,15.00210000,.00000000,.53059600,.00001380,-.00001280,-.01546400,.00001370,-.00001280,.00460640,.00458340,-3.00000000,3.00000000,1,0,0,0,71,38,44
2028,1,26,"15:08:59",76.30000000,347,141,"A",.39015000,.92079000,"3.0N","51.5W",2.96039000,-51.54608000,67.00000000,161.00000000,323.00000000,"10m27s",627.10000000,9569.00000000,479.00000000,2461797.13100000,15.00000000,-.20528300,.47425700,-.00003900,-.00000527,.34028000,.17385870,.00009680,-.00000209,-18.72825100,.01007400,.00000500,41.89128000,14.99896000,.00000000,.57411700,.00004200,-.00000990,.02784000,.00004180,-.00000990,.00475010,.00472640,-3.00000000,3.00000000,2,0,0,0,70,24,20
2028,7,22,"02:56:40",76.60000000,353,146,"T",-.60557000,1.05602000,"15.6S","126.7E",-15.57907000,126.72137000,52.60000000,17.20000000,230.20000000,"05m10s",309.70000000,9570.00000000,479.00000000,2461974.62300000,3.00000000,-.15440900,.54498920,-.00002140,-.00000869,-.58642400,-.17460850,-.00010210,.00000296,20.18231000,-.00797400,-.00000500,223.37868000,15.00102000,.00000000,.53523700,-.00008590,-.00001230,-.01084600,-.00008540,-.00001220,.00460160,.00457860,-3.00000000,3.00000000,1,-1,0,0,76,28,20
2029,1,14,"17:13:48",76.90000000,359,151,"P",1.05532000,.87138000,"63.7N","114.2W",63.70234000,-114.20996000,.00000000,144.60000000,.00000000,"00m00s",.00000000,9571.00000000,479.00000000,2462151.21800000,17.00000000,-.40744400,.50815250,-.00003930,-.00000646,.98105500,.14552830,.00009210,-.00000199,-21.16301000,.00724100,.00000600,72.69289000,14.99763000,.00000000,.56266600,.00011890,-.00001090,.01644600,.00011830,-.00001080,.00475410,.00473040,-3.00000000,3.00000000,4,1,1,1,72,15,10
2029,6,12,"04:06:13",77.20000000,364,118,"P",1.29432000,.45759000,"66.8N","66.2W",66.76459000,-66.16895000,.00000000,355.50000000,.00000000,"00m00s",.00000000,9572.00000000,479.00000000,2462299.67100000,4.00000000,-.01079900,.52476060,.00001040,-.00000654,1.29541300,-.01763650,-.00020570,.00000029,23.15932100,.00259100,-.00000500,240.03558000,14.99920000,.00000000,.55666200,-.00010270,-.00001040,.01047200,-.00010220,-.00001030,.00460480,.00458190,-3.00000000,3.00000000,4,1,1,1,72,69,1
2029,7,11,"15:37:19",77.20000000,365,156,"P",-1.41909000,.23029000,"64.3S","85.6W",-64.26360000,-85.60767000,.00000000,30.40000000,.00000000,"00m00s",.00000000,9573.00000000,479.00000000,2462329.15100000,16.00000000,-.13734700,.52526340,-.00000960,-.00000710,-1.42714910,-.12804170,-.00007690,.00000189,22.00245100,-.00542300,-.00000500,58.60257000,15.00001000,.00000000,.54875600,-.00012690,-.00001100,.00260500,-.00012630,-.00001090,.00459940,.00457650,-3.00000000,3.00000000,4,-1,-1,-1,69,2,10
2029,12,5,"15:03:58",77.50000000,370,123,"P",-1.06090000,.89106000,"67.5S","135.7E",-67.51347000,135.66132000,.00000000,176.60000000,.00000000,"00m00s",.00000000,9574.00000000,479.00000000,2462476.12800000,15.00000000,-.06383300,.57663530,-.00000270,-.00000951,-1.05966600,-.01401650,.00022950,.00000011,-22.44545000,-.00505400,.00000600,47.30985000,14.99717000,.00000000,.54064200,.00006990,-.00001280,-.00546900,.00006950,-.00001280,.00474460,.00472090,-3.00000000,3.00000000,4,-1,-1,-1,70,54,1
2030,6,1,"06:29:13",77.80000000,376,128,"A",.56265000,.94426000,"56.5N","80.1E",56.52559000,80.07770000,55.50000000,176.10000000,249.60000000,"05m21s",320.80000000,9575.00000000,479.00000000,2462653.77000000,6.00000000,-.26939100,.50563710,.00001820,-.00000568,.55197700,.02101500,-.00015860,-.00000016,22.06130000,.00558100,-.00000500,270.53983000,14.99970000,.00000000,.56615000,-.00001300,-.00000970,.01991200,-.00001290,-.00000970,.00461200,.00458900,-3.00000000,3.00000000,2,1,0,0,73,59,2
2030,11,25,"06:51:37",78.10000000,382,133,"T",-.38669000,1.04684000,"43.6S","71.2E",-43.60977000,71.24420000,67.00000000,7.00000000,169.30000000,"03m44s",223.50000000,9576.00000000,479.00000000,2462830.78600000,7.00000000,.04415000,.57877980,.00001770,-.00000978,-.39266000,-.05518910,.00017440,.00000083,-20.76100000,-.00798900,.00000500,288.27460000,14.99836000,.00000000,.53821300,-.00003790,-.00001300,-.00788500,-.00003770,-.00001300,.00473610,.00471250,-3.00000000,3.00000000,1,0,0,0,72,46,4
2031,5,21,"07:16:04",78.50000000,388,138,"A",-.19699000,.95892000,"8.9N","71.7E",8.92637000,71.74377000,78.70000000,353.80000000,152.20000000,"05m26s",325.50000000,9577.00000000,479.00000000,2463007.80300000,7.00000000,-.11478100,.51123920,.00000720,-.00000603,-.21124800,.05793300,-.00011820,-.00000061,20.15914900,.00833900,-.00000500,285.85114000,15.00062000,.00000000,.56240500,.00008060,-.00001000,.01618600,.00008020,-.00001000,.00462080,.00459780,-3.00000000,3.00000000,2,0,0,0,70,32,44
2031,11,14,"21:07:31",78.80000000,394,143,"H",.30777000,1.01058000,"0.6S","137.6W",-.63215000,-137.62799000,72.10000000,188.70000000,38.30000000,"01m08s",68.20000000,9578.00000000,479.00000000,2463185.38000000,21.00000000,-.01986900,.55094400,.00003660,-.00000824,.31497100,-.08906520,.00010460,.00000124,-18.33680900,-.01053400,.00000400,138.89398000,14.99976000,.00000000,.54777400,-.00010680,-.00001200,.00162800,-.00010630,-.00001190,.00472600,.00470250,-3.00000000,3.00000000,3,0,0,0,72,24,40
2032,5,9,"13:26:42",79.10000000,400,148,"A",-.93749000,.99570000,"51.3S","7.1W",-51.26149000,-7.05566000,19.90000000,344.60000000,43.70000000,"00m22s",22.00000000,9579.00000000,479.00000000,2463362.06000000,13.00000000,-.07436000,.53595460,.00000520,-.00000744,-.96545100,.09540580,-.00007020,-.00000126,17.59291100,.01069400,-.00000400,15.88910000,15.00174000,.00000000,.54885300,.00012720,-.00001120,.00270200,.00012660,-.00001120,.00463100,.00460790,-3.00000000,3.00000000,2,-1,0,0,75,22,10
2032,11,3,"05:34:13",79.50000000,406,153,"P",1.06432000,.85541000,"70.4N","132.6E",70.42792000,132.62579000,.00000000,218.30000000,.00000000,"00m00s",.00000000,9580.00000000,479.00000000,2463539.73200000,6.00000000,.44923900,.51201920,.00001700,-.00000639,.99083600,-.11286830,.00004520,.00000133,-15.23992000,-.01263300,.00000300,274.11911000,15.00123000,.00000000,.56260500,-.00011270,-.00001060,.01638500,-.00011210,-.00001060,.00471410,.00469060,-3.00000000,3.00000000,4,1,1,1,70,10,10
2033,3,30,"18:02:36",79.70000000,411,120,"T",.97777000,1.04615000,"71.3N","155.8W",71.31559000,-155.81458000,11.20000000,111.10000000,781.10000000,"02m37s",157.00000000,9581.00000000,480.00000000,2463687.25200000,18.00000000,-.31885100,.55542440,.00002270,-.00000942,.92466700,.17566100,-.00008010,-.00000289,4.09368000,.01571900,-.00000100,88.92808000,15.00445000,.00000000,.53494300,.00002760,-.00001290,-.01113900,.00002750,-.00001290,.00468070,.00465740,-3.00000000,3.00000000,1,1,0,0,71,62,1
2033,9,23,"13:54:31",80.10000000,417,125,"P",-1.15830000,.68897000,"72.2S","121.2W",-72.20266000,-121.23352000,.00000000,91.10000000,.00000000,"00m00s",.00000000,9582.00000000,480.00000000,2463864.08000000,14.00000000,-.30999600,.48154480,.00000870,-.00000541,-1.11700500,-.15454410,.00004780,.00000167,-.33982000,-.01584500,.00000000,31.94246000,15.00480000,.00000000,.56889700,.00003180,-.00000980,.02264600,.00003160,-.00000970,.00466070,.00463750,-3.00000000,3.00000000,4,-1,-1,-1,73,55,1
2034,3,20,"10:18:45",80.40000000,423,130,"T",.28942000,1.04582000,"16.1N","22.2E",16.05571000,22.23773000,73.10000000,161.60000000,159.10000000,"04m09s",249.30000000,9583.00000000,480.00000000,2464041.93000000,10.00000000,-.25960900,.54816290,.00002340,-.00000897,.22075200,.17557900,-.00000800,-.00000279,-.05513000,.01604200,.00000000,328.13913000,15.00440000,.00000000,.53863100,-.00006650,-.00001270,-.00746900,-.00006620,-.00001260,.00469520,.00467180,-3.00000000,3.00000000,1,0,0,0,73,53,4
2034,9,12,"16:19:28",80.70000000,429,135,"A",-.39356000,.97364000,"18.2S","72.6W",-18.24203000,-72.60321000,66.70000000,18.20000000,102.10000000,"02m58s",177.70000000,9584.00000000,480.00000000,2464218.18000000,16.00000000,-.28090600,.50283420,-.00001070,-.00000635,-.32433900,-.15778450,-.00000080,.00000192,3.97191000,-.01553400,-.00000100,60.94970000,15.00490000,.00000000,.55780100,.00011880,-.00001060,.01160500,.00011820,-.00001050,.00464610,.00462300,-3.00000000,3.00000000,2,0,0,0,71,40,2
2035,3,9,"23:05:54",81.10000000,435,140,"A",-.43679000,.99190000,"29.0S","154.9W",-29.04302000,-154.94678000,63.90000000,340.20000000,31.50000000,"00m48s",47.60000000,9585.00000000,480.00000000,2464396.46200000,23.00000000,.07946900,.52057390,.00000500,-.00000728,-.43283200,.16309450,.00005320,-.00000219,-4.27334000,.01592000,.00000100,162.39613000,15.00390000,.00000000,.55262300,-.00012190,-.00001140,.00645300,-.00012130,-.00001140,.00470950,.00468610,-3.00000000,3.00000000,2,0,0,0,71,30,40
2035,9,2,"01:56:46",81.40000000,441,145,"T",.37273000,1.03204000,"29.1N","158.0E",29.09333000,158.03650000,67.90000000,198.50000000,116.30000000,"02m54s",174.20000000,9586.00000000,480.00000000,2464572.58100000,2.00000000,.13428200,.53777350,-.00003600,-.00000812,.34900900,-.15846510,-.00005950,.00000232,8.01771000,-.01478300,-.00000200,210.02998000,15.00464000,.00000000,.54192000,.00011030,-.00001190,-.00419700,.00010980,-.00001180,.00463280,.00460970,-3.00000000,3.00000000,1,0,0,0,77,23,20
