OBJECTID,SPECIES,TAXONNAME,GENUS,CLASS,COMPCLASS,MAXDIAM,MORPHOLOGY_1,MORPHOLOGY_2,HABITAT_1,HABITAT_2,HABITAT_3,EXPOSED,HIGHENERGY,SAMOA,MARIANAS_,HAWAII,JOHNSTON,LINE,PHOENIX,WAKE,MARIANAS,KINGDOM,PHYLUM,S_ORDER,FAMILY,SCIENTIFIC_NAME,APHIAID,AUTHORITY,RANK,CITATION,FULL_CLASSIFICATION,URL,GENCODE,INACTIVE_FLAG_YN,NEW_SPECIES,ADU_FLAG_YN,JUV_FLAG_YN
279,SPIS,Stylophora pistillata,Stylophora,Anthozoa,Stylophora,,branching,,shallow reef environments,strong wave action environments,,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Other,Animalia,Cnidaria,Scleractinia,Pocilloporidae,Stylophora pistillata,206982,"Esper, 1797",Species,"WoRMS (2010). Stylophora pistillata Esper, 1797. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=206982 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Pocilloporidae (Family) > Stylophora (Genus) > Stylophora pistillata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=206982,STYS,0,,0,0
280,SREC,Symphyllia recta,Symphyllia,Anthozoa,Symphyllia,,massive,encrusting,upper reef slopes,fringing reef,,No,No,Yes,No,No,No,Yes,Yes,Yes,Octocoral,Animalia,Cnidaria,Scleractinia,Mussidae,Symphyllia recta,207399,"(Dana, 1846)",Species,WoRMS (2010). Symphyllia recta. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207399 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Mussidae (Family) > Symphyllia (Genus) > Symphyllia recta (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207399,SYSP,0,,0,0
281,STDI,Stylaster/Distichopora,,Hydrozoa,Stylaster/Distichopora,,,,,,,,,Yes,Yes,No,Yes,Yes,No,No,Other,Animalia,Cnidaria,Anthoathecata,,,,,,,,,STDI,-1,,0,0
283,STES,Stereonephthya sp,Stereonephthya,Anthozoa,Octocoral,,branching,,reef flats,walls/under overhangs,,,,No,No,No,,Yes,No,Yes,Other,Animalia,Cnidaria,Alcyonacea,Alcyoniidae,,,,Genus,,,,STES,-1,,0,0
284,STIS,Stichodactyla sp,Stichodactyle,Anthozoa,Stichodactyla,,polyp ,,,,,,,No,Yes,No,,Yes,No,,Other,Animalia,Cnidaria,Actiniaria,Stichodactylidae,,,,Genus,,,,STIS,0,,0,0
285,STSP,Stylocoeniella sp,Stylocoeniella,Anthozoa,Stylocoeniella,,,,,,,,,Yes,Yes,No,No,Yes,No,No,Other,Animalia,Cnidaria,Scleractinia,Astrocoeniidae,Stylocoeniella sp,204053,,Genus,,,,STSP,0,,-1,-1
286,STYL,Stylaster sp,Stylaster,Hydrozoa,Stylaster,,branching,,walls/under overhangs,shallow reef environments,,No,No,Yes,Yes,No,Yes,Yes,No,No,Other,Animalia,Cnidaria,Anthoathecata,Stylasteridae,,,,Genus,,,,STYL,0,,0,0
287,STYS,Stylophora sp,Stylophora,Anthozoa,Stylophora,,,,,,,,,Yes,Yes,No,No,Yes,No,Yes,Other,Animalia,Cnidaria,Scleractinia,Pocilloporidae,,,,Genus,,,,STYS,0,,-1,-1
288,SYSP,Symphyllia sp,Symphyllia,Anthozoa,Symphyllia,,,,,,,,,Yes,Yes,No,No,Yes,Yes,Yes,Other,Animalia,Cnidaria,Scleractinia,Mussidae,,,,Genus,,,,SYSP,0,,-1,-1
289,TBIP,To be identified by picture,,Anthozoa,To be identified by picture,,,,,,,,,,,,,,,,Other,Animalia,Cnidaria,Scleractinia,,,,,,,,,TBIP,-1,,0,0
290,TCOC,Tubastraea coccinea,Tubastraea,Anthozoa,Tubastrea,,branching,encrusting,high current environments,deep water habitats,walls/under overhangs,No,No,Yes,No,Yes,No,Yes,Yes,No,Other,Animalia,Cnidaria,Scleractinia,Dendrophylliidae,Tubastraea coccinea,291251,"Lesson, 1829",Species,"Cairns, S. (2010). Tubastraea coccinea Lesson, 1829. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=291251 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Dendrophylliidae (Family) > Tubastraea (Genus) > Tubastraea coccinea (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=291251,TUSP,0,,0,0
291,TIRR,Turbinaria irregularis,Turbinaria,Anthozoa,Turbinaria,0,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,Dendrophylliidae,Turbinaria irregularis,207505,Bernard,Species,WoRMS (2010). Turbinaria irregularis Bernard. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207505 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Dendrophylliidae (Family) > Turbinaria (Genus) > Turbinaria irregularis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207505,TURS,0,,0,0
292,TREN,Turbinaria reniformis,Turbinaria,Anthozoa,Turbinaria,,laminar,foliaceous,fringing reef,,,No,No,Yes,Yes,No,No,Yes,Yes,No,Other,Animalia,Cnidaria,Scleractinia,Dendrophylliidae,Turbinaria reniformis,207507,"Bernard, 1896",Species,"WoRMS (2010). Turbinaria reniformis Bernard, 1896. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207507 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Dendrophylliidae (Family) > Turbinaria (Genus) > Turbinaria reniformis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207507,TURS,0,,0,0
293,TSTE,Turbinaria stellulata,Turbinaria,Anthozoa,Turbinaria,,encrusting,,upper reef slopes,,,No,No,Yes,Yes,No,No,Yes,No,No,Other,Animalia,Cnidaria,Scleractinia,Dendrophylliidae,Turbinaria stellulata,207510,"(Lamarck, 1816)",Species,WoRMS (2010). Turbinaria stellulata. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207510 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Dendrophylliidae (Family) > Turbinaria (Genus) > Turbinaria stellulata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207510,TURS,0,,0,0
294,TUBA,Tubastraea/Balanophyllia,,Anthozoa,Tubastrea/Balanophyllia,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,Yes,Other,Animalia,Cnidaria,Scleractinia,,,,,,,,,TUBA,-1,,0,0
295,TURS,Turbinaria sp,Turbinaria,Anthozoa,Turbinaria,,,,,,,,,Yes,Yes,No,No,Yes,Yes,No,Other,Animalia,Cnidaria,Scleractinia,Dendrophylliidae,,,,Genus,,,,TURS,0,,-1,-1
296,TUSP,Tubastraea sp,Tubastraea,Anthozoa,Tubastrea,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,Yes,Octocoral,Animalia,Cnidaria,Scleractinia,Dendrophylliidae,Tubastraea sp,267930,,Genus,,,,TUSP,0,,-1,-1
297,UNKN,Unknown Scleractinian,,Anthozoa,Unknown,,,,,,,,,,,,,,,,Other,Animalia,Cnidaria,Scleractinia,,,,,,,,,UNKN,-1,,0,0
298,WIRE,Wire Coral,,Anthozoa,Other,0,,,,,,,,,,,,,,,,Animalia,Cnidaria,Antipatharia,,,,,,,,,WIRE,-1,,0,0
299,XESP,Xenia sp,Xenia,Anthozoa,Octocoral,,stalked/branching,branching,many reef environments,strong wave action environments,,Yes,Yes,No,No,No,,No,No,No,Other,Animalia,Cnidaria,Alcyonacea,Xeniidae,,,,Genus,,,,XESP,-1,,0,0
300,ZOPA,Zoanthus/Palythoa,,Anthozoa,Zoanthus,,encrusting,,,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Other,Animalia,Cnidaria,Zoanthidea,,,,,,,,,ZOPA,-1,,0,0
301,ZOSP,Zoanthus sp,Zoanthus,Anthozoa,Zoanthus,,encrusting,,shallow reef environments,high current environments,strong wave action environments,No,Yes,Yes,Yes,Yes,,No,No,No,,Animalia,Cnidaria,Zoanthidea,Zoanthidae,,,,Genus,,,,ZOSP,-1,,0,0
302,ZPAC,Zoanthus pacifica,Zoanthus,Anthozoa,Zoanthus,,encrusting,,,,,,,,,,,,,,,Animalia,Cnidaria,Zoantharia,Zoanthidae,Zoanthus pacifica,0,,Species,,,,ZOSP,-1,,0,0
322,LTUB,Leptoseris tubulifera,Leptoseris,Anthozoa,Leptoseris,,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,Agariciidae,Leptoseris tubulifera,207288,Vaughan,Species,WoRMS (2010). Leptoseris tubulifera Vaughan. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207288 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Agariciidae (Family) > Leptoseris (Genus) > Leptoseris tubulifera (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207288,LESP,0,,0,0
321,PBER,Porites bernardi,Porites,Anthozoa,Porites,,,,,,,,,,,,,,,,Porites,Animalia,Cnidaria,Scleractinia,Poritidae,Porites bernardi,411262,"Vaughan, 1907",Species,"WoRMS (2010). Porites bernardi Vaughan, 1907. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=411262 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Poritidae (Family) > Porites (Genus) > Porites bernardi (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=411262,POSP,0,,0,0
1,AABR,Acropora abrotanoides,Acropora,Anthozoa,Acropora,,branching,,shallow reef margins,,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Acropora,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora abrotanoides,207083,(Lamarck),Species,WoRMS (2010). Acropora abrotanoides. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207083 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Acropora (Genus) > Acropora abrotanoides (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207083,ACSP,0,,-1,0
2,AAZU,Acropora azurea,Acropora,Anthozoa,Acropora,0,,,,,,,,,,,,,,,,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora azurea,288186,"Veron & Wallace, 1984",Species,"WoRMS (2010). Acropora azurea Veron & Wallace, 1984. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=288186 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Acropora (Genus) > Acropora azurea (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=288186,ACSP,0,,0,0
3,ACAS,Acanthastrea sp,Acanthastrea,Anthozoa,Acanthastrea,,,,,,,,,Yes,Yes,No,No,Yes,Yes,Yes,Other,Animalia,Cnidaria,Scleractinia,Mussidae,,,,Genus,,,,ACAS,0,,-1,-1
4,ACER,Acropora cerealis,Acropora,Anthozoa,Acropora,,branching,,upper reef slopes,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Acropora,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora cerealis,207016,"(Dana, 1846)",Species,"WoRMS (2010). Acropora cerealis (Dana, 1846). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207016 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Acropora (Genus) > Acropora cerealis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207016,ACSP,0,,0,0
5,ACLA,Acropora clathrata,Acropora,Anthozoa,Acropora,,tabulate,,upper reef slopes,back reef margins,fringing reef,No,No,Yes,No,No,No,Yes,Yes,No,Acropora,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora clathrata,207075,"(Brook, 1891)",Species,WoRMS (2010). Acropora clathrata. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207075 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Acropora (Genus) > Acropora clathrata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207075,ACSP,0,,0,0
6,ACPA,Acropora palmerae,Acropora,Anthozoa,Acropora,,encrusting,branching,reef flats,lagoons,,No,Yes,Yes,Yes,No,No,No,No,Yes,Acropora,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora palmerae,207049,Wells,Species,WoRMS (2010). Acropora palmerae Wells. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207049 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Acropora (Genus) > Acropora palmerae (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207049,ACSP,0,,0,0
7,ACSP,Acropora sp,Acropora,Anthozoa,Acropora,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Acropora,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora sp,205469,,Genus,,,,ACSP,0,,-1,-1
8,ACYT,Acropora cytherea,Acropora,Anthozoa,Acropora,,tabulate,,upper reef slopes,lagoons,,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Acropora,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora cytherea,207095,"(Dana, 1846)",Species,"WoRMS (2010). Acropora cytherea (Dana, 1846). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207095 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Acropora (Genus) > Acropora cytherea (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207095,ACSP,0,,0,0
9,ADIG,Acropora digitifera,Acropora,Anthozoa,Acropora,,digitate,,back reef margins,,,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Acropora,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora digitifera,207045,"(Dana, 1846)",Species,"WoRMS (2010). Acropora digitifera (Dana, 1846). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207045 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Acropora (Genus) > Acropora digitifera (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207045,ACSP,0,,0,0
10,ADIV,Acropora diversa,Acropora,Anthozoa,Acropora,,branching,,reef slopes,,,,,No,Yes,No,No,No,No,No,Acropora,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora diversa,207054,(Brook),Species,WoRMS (2010). Acropora diversa. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207054 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Acropora (Genus) > Acropora diversa (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207054,ACSP,0,,0,0
11,AECH,Acanthastrea echinata,Acanthastrea,Anthozoa,Acanthastrea,,encrusting,massive,many reef environments,,,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Other,Animalia,Cnidaria,Scleractinia,Mussidae,Acanthastrea echinata,207384,"(Dana, 1846)",Species,WoRMS (2010). Acanthastrea echinata. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207384 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Mussidae (Family) > Acanthastrea (Genus) > Acanthastrea echinata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207384,ACAS,0,,0,0
12,AFOR,Acropora formosa,Acropora,Anthozoa,Acropora,,branching,,reef slopes,lagoons,,No,No,Yes,No,No,No,Yes,Yes,Yes,Acropora,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora formosa,207036,"(Dana, 1846)",Species,"WoRMS (2010). Acropora formosa (Dana, 1846). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207036 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Acropora (Genus) > Acropora formosa (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207036,ACSP,0,,0,0
13,AGEM,Acropora gemmifera,Acropora,Anthozoa,Acropora,,digitate,,upper reef slopes,reef flats,,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Acropora,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora gemmifera,207097,"(Brook, 1892)",Species,"WoRMS (2010). Acropora gemmifera (Brook, 1892). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207097 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Acropora (Genus) > Acropora gemmifera (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207097,ACSP,0,,-1,0
14,AGRA,Astreopora gracilis,Astreopora,Anthozoa,Astreopora,,massive,,many reef environments,,,No,No,Yes,Yes,No,No,Yes,No,No,Astreopora,Animalia,Cnidaria,Scleractinia,Acroporidae,Astreopora gracilis,207124,"Bernard, 1896",Species,WoRMS (2010). Astreopora gracilis. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207124 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Astreopora (Genus) > Astreopora gracilis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207124,ASSP,0,,0,0
15,AHUM,Acropora humilis,Acropora,Anthozoa,Acropora,,digitate,,upper reef slopes,reef flats,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Acropora,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora humilis,207094,"(Dana, 1846)",Species,WoRMS (2010). Acropora humilis. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207094 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Acropora (Genus) > Acropora humilis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207094,ACSP,0,,-1,0
16,AHYA,Acropora hyacinthus,Acropora,Anthozoa,Acropora,,tabulate,,upper reef slopes,reef flats,,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Acropora,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora hyacinthus,207044,"(Dana, 1846)",Species,"WoRMS (2010). Acropora hyacinthus (Dana, 1846). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207044 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Acropora (Genus) > Acropora hyacinthus (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207044,ACSP,0,,-1,0
17,AIPT,Aiptasia sp,Aiptasia,Anthozoa,Aiptasia ,,polyp ,,,,,,,No,Yes,Yes,,No,Yes,,Other,Animalia,Cnidaria,Actiniaria,Aiptasiidae,,,,Genus,,,,AIPT,-1,,0,0
18,ALIS,Astreopora listeri,Astreopora,Anthozoa,Astreopora,,massive,encrusting,many reef environments,,,No,No,Yes,Yes,No,No,Yes,No,No,Astreopora,Animalia,Cnidaria,Scleractinia,Acroporidae,Astreopora listeri,207125,"Bernard, 1896",Species,"WoRMS (2010). Astreopora listeri Bernard, 1896. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207125 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Astreopora (Genus) > Astreopora listeri (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207125,ASSP,0,,-1,0
19,ALSP,Alveopora sp,Alveopora,Anthozoa,Alveopora,,,,,,,,,Yes,Yes,No,No,Yes,No,No,Other,Animalia,Cnidaria,Scleractinia,Poritidae,Alveopora sp,206945,,Genus,,,,ALSP,0,,-1,-1
20,AMON,Acropora monticulosa,Acropora,Anthozoa,Acropora,,digitate,,upper reef slopes,,,No,No,Yes,Yes,No,No,Yes,No,No,Acropora,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora monticulosa,207103,"(Brüggemann, 1879)",Species,"WoRMS (2010). Acropora monticulosa (Brüggemann, 1879). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207103 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Acropora (Genus) > Acropora monticulosa (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207103,ACSP,0,,-1,0
21,AMYR,Astreopora myriophthalma,Astreopora,Anthozoa,Astreopora,,massive,,many reef environments,,,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Astreopora,Animalia,Cnidaria,Scleractinia,Acroporidae,Astreopora myriophthalma,207128,"(Lamarck, 1816)",Species,"WoRMS (2010). Astreopora myriophthalma (Lamarck, 1816). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207128 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Astreopora (Genus) > Astreopora myriophthalma (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207128,ASSP,0,,-1,0
22,ANAN,Acropora nana,Acropora,Anthozoa,Acropora,,branching,,reef flats,,,No,Yes,Yes,No,No,No,Yes,Yes,No,Acropora,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora nana,207100,"(Studer, 1878)",Species,"WoRMS (2010). Acropora nana (Studer, 1878). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207100 on 2011-09-15",Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Acropora (Genus) > Acropora nana (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207100,ACSP,0,,0,0
24,ANOB,Acropora nobilis,Acropora,Anthozoa,Acropora,,branching,,lagoons,upper reef slopes,,No,No,Yes,No,No,No,Yes,No,No,Acropora,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora nobilis,207090,"(Dana, 1846)",Species,WoRMS (2010). Acropora nobilis. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207090 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Acropora (Genus) > Acropora nobilis (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207090,ACSP,-1,AINT,0,0
25,IPAL,Isopora palifera,Isopora,Anthozoa,Isopora,,encrusting,branching,all reef environments,,,No,No,Yes,Yes,No,No,Yes,No,No,Isopora,Animalia,Cnidaria,Scleractinia,Acroporidae,Isopora palifera,730686,"(Lamarck, 1816)",Species,"Hoeksema, B. W.; Cairns, S. (2019). World List of Scleractinia. Isopora palifera (Lamarck, 1816). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=730686 on 2019-01-16",,http://www.marinespecies.org/aphia.php?p=taxdetails&id=730686,ISSP,0,,0,0
26,APAN,Acropora paniculata,Acropora,Anthozoa,Acropora,,tabulate,,upper reef slopes,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Acropora,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora paniculata,207008,"Verrill, 1902",Species,WoRMS (2010). Acropora paniculata. Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207008 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Acropora (Genus) > Acropora paniculata (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207008,ACSP,0,,-1,0
27,AQUE,Acropora quelchi,Acropora,Anthozoa,Acropora,,branching,,reef slopes,,,,,No,Yes,No,No,No,No,No,Acropora,Animalia,Cnidaria,Scleractinia,Acroporidae,Acropora quelchi,207022,(Dana),Species,WoRMS (2010). Acropora quelchi (Dana). Accessed through:  World Register of Marine Species at http://www.marinespecies.org/aphia.php?p=taxdetails&id=207022 on 2011-09-15,Biota (Superdomain) > Animalia (Kingdom) > Cnidaria (Phylum) > Anthozoa (Class) > Hexacorallia (Subclass) > Scleractinia (Order) > Acroporidae (Family) > Acropora (Genus) > Acropora quelchi (Species) > ,http://www.marinespecies.org/aphia.php?p=taxdetails&id=207022,ACSP,0,,0,0
