db,indcode,isparent,indname,parentcode
hgjd,A030114,False,水泥,A0301
hgjd,A030115,False,平板玻璃,A0301
hgjd,A030116,False,生铁,A0301
hgjd,A030117,False,粗钢,A0301
hgjd,A030118,False,钢材,A0301
hgjd,A030119,False,盘条(线材),A0301
hgjd,A03011A,False,十种有色金属,A0301
hgjd,A03011B,False,氧化铝,A0301
hgjd,A03011C,False,原铝(电解铝),A0301
hgjd,A03011D,False,金属切削机床,A0301
hgjd,A03011E,False,挖掘机,A0301
hgjd,A03011F,False,大型拖拉机,A0301
hgjd,A03011G,False,中型拖拉机,A0301
hgjd,A03011H,False,小型拖拉机,A0301
hgjd,A03011I,False,汽车,A0301
hgjd,A03011J,False,轿车,A0301
hgjd,A03011K,False,运动型多用途用车(SUV),A0301
hgjd,A03011L,False,载货汽车,A0301
hgjd,A03011M,False,新能源汽车,A0301
hgjd,A03011N,False,摩托车,A0301
hgjd,A03011O,False,两轮脚踏自行车(自行车),A0301
hgjd,A03011P,False,民用钢质船舶,A0301
hgjd,A03011Q,False,发电机组(发电设备),A0301
hgjd,A03011R,False,家用洗衣机,A0301
hgjd,A03011S,False,家用吸尘器,A0301
hgjd,A03011T,False,家用电冰箱,A0301
hgjd,A03011U,False,家用冷柜,A0301
hgjd,A03011V,False,家用电风扇,A0301
hgjd,A03011W,False,房间空气调节器,A0301
hgjd,A03011X,False,电子计算机整机,A0301
hgjd,A03011Y,False,移动通信手持机(手机),A0301
hgjd,A03011Z,False,吸排油烟机,A0301
hgjd,A030120,False,电饭锅,A0301
hgjd,A030121,False,微型计算机设备,A0301
hgjd,A030122,False,彩色电视机,A0301
hgjd,A030123,False,集成电路,A0301
hgjd,A030124,False,数字激光音视盘机,A0301
hgjd,A030125,False,组合音响,A0301
hgjd,A030126,False,照相机,A0301
hgjd,A0302,True,工业产能利用率,A03
hgjd,A030201,False,按三大门类分工业产能利用率,A0302
hgjd,A030202,False,按行业分工业产能利用率,A0302
hgjd,A04,True,建筑业,""
hgjd,A0401,False,建筑业总产值,A04
hgjd,A0402,False,建筑业企业签订合同情况,A04
hgjd,A0403,False,建筑业企业房屋建筑施工面积,A04
hgjd,A0404,False,建筑业企业个数、从业人数和劳动生产率,A04
hgjd,A0405,False,建筑业企业房屋建筑竣工面积,A04
hgjd,A0406,False,建筑业企业房屋建筑竣工价值,A04
hgjd,A0407,False,建筑业企业总收入,A04
hgjd,A0408,False,建筑业企业利润,A04
hgjd,A0409,False,建筑业企业费用情况,A04
hgjd,A040A,False,建筑业企业资产负债情况,A04
hgjd,A040B,False,国有及国有控股建筑业企业建筑业总产值,A04
hgjd,A040C,False,国有及国有控股建筑业企业签订合同情况,A04
hgjd,A040D,False,国有及国有控股建筑业企业房屋建筑施工面积,A04
hgjd,A040E,False,国有及国有控股建筑业企业个数、从业人数和劳动生产率,A04
hgjd,A040F,False,国有及国有控股建筑业企业房屋建筑竣工面积,A04
hgjd,A040G,False,国有及国有控股建筑业企业房屋建筑竣工价值,A04
hgjd,A040H,False,国有及国有控股建筑业企业总收入,A04
hgjd,A040I,False,国有及国有控股建筑业企业利润,A04
hgjd,A040J,False,国有及国有控股建筑业企业费用情况,A04
hgjd,A040K,False,国有及国有控股建筑业企业资产负债情况,A04
hgjd,A05,True,人民生活,""
hgjd,A0501,False,全国居民人均收入情况,A05
hgjd,A0502,False,城镇居民人均收入情况,A05
hgjd,A0503,False,农村居民人均收入情况,A05
hgjd,A0504,False,全国居民人均支出情况,A05
hgjd,A0505,False,城镇居民人均支出情况,A05
hgjd,A0506,False,农村居民人均支出情况,A05
hgjd,A0507,False,外出务工情况,A05
hgjd,A06,True,价格指数,""
hgjd,A0601,False,农产品生产者价格指数（上年同期=100）,A06
hgjd,A0602,False,固定资产投资价格指数_当季（上年同季=100）(-2018),A06
hgjd,A0603,False,固定资产投资价格指数_累计值（上年同期=100）(-2018),A06
hgjd,A0604,False,固定资产投资价格指数_当季（上年同季=100）(2019-),A06
hgjd,A0605,False,固定资产投资价格指数_累计（上年同期=100）(2019-),A06
hgjd,A07,True,国内贸易,""
hgjd,A0701,False,按零售业态分限额以上消费品零售额,A07
hgjd,A08,True,文化,""
hgjd,A0801,True,规模以上文化及相关产业企业营业收入,A08
hgjd,A080101,False,按行业分规模以上文化及相关产业企业营业收入,A0801
hgjd,A080102,False,按产业和领域分规模以上文化及相关产业企业营业收入,A0801
hgjd,A0802,True,规模以上文化及相关产业企业营业收入比重,A08
hgjd,A080201,False,按行业分规模以上文化及相关产业企业营业收入比重,A0802
hgjd,A080202,False,按产业和领域分规模以上文化及相关产业企业营业收入比重,A0802
hgjd,A0803,False,规模以上文化及相关产业企业利润总额,A08
hgjd,A0804,False,规模以上文化及相关产业企业资产总计,A08
