db,indcode,isparent,indname,parentcode
hgyd,A010C0H,False,印刷和记录媒介复制业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010C0I,False,文教、工美、体育和娱乐用品制造业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010C0J,False,石油加工、炼焦和核燃料加工业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010C0K,False,化学原料和化学制品制造业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010C0L,False,医药制造业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010C0M,False,化学纤维制造业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010C0N,False,橡胶和塑料制品业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010C0O,False,非金属矿物制品业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010C0P,False,黑色金属冶炼和压延加工业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010C0Q,False,有色金属冶炼和压延加工业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010C0R,False,金属制品业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010C0S,False,通用设备制造业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010C0T,False,专用设备制造业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010C0U,False,汽车制造业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010C0V,False,铁路、船舶、航空航天和其他运输设备制造业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010C0W,False,电气机械和器材制造业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010C0X,False,计算机、通信和其他电子设备制造业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010C0Y,False,仪器仪表制造业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010C0Z,False,其他制造业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010C10,False,废弃资源综合利用业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010C11,False,金属制品、机械和设备修理业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010C12,False,电力、热力生产和供应业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010C13,False,水的生产和供应业工业生产者出厂价格指数(上年同月=100),A010C
hgyd,A010D,True,分行业中类工业生产者出厂价格指数(上年同月=100)(2018-至今),A01
hgyd,A010D01,False,煤炭开采和洗选业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D02,False,石油和天然气开采业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D03,False,黑色金属矿采选业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D04,False,有色金属矿采选业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D05,False,非金属矿采选业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D06,False,开采专业及辅助性活动工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D07,False,农副食品加工业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D08,False,食品制造业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D09,False,酒、饮料及精制茶制造业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0A,False,烟草制品业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0B,False,纺织业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0C,False,纺织服装、服饰业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0D,False,皮革、毛皮、羽毛及其制品和制鞋业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0E,False,木材加工和木、竹、藤、棕、草制品业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0F,False,家具制造业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0G,False,造纸和纸制品业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0H,False,印刷和记录媒介复制业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0I,False,文教、工美、体育和娱乐用品制造业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0J,False,石油、煤炭及其他燃料加工业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0K,False,化学原料和化学制品制造业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0L,False,医药制造业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0M,False,化学纤维制造业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0N,False,橡胶和塑料制品业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0O,False,非金属矿物制品业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0P,False,黑色金属冶炼和压延加工业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0Q,False,有色金属冶炼和压延加工业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0R,False,金属制品业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0S,False,通用设备制造业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0T,False,专用设备制造业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0U,False,汽车制造业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0V,False,铁路、船舶、航空航天和其他运输设备制造业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0W,False,电气机械和器材制造业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0X,False,计算机、通信和其他电子设备制造业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0Y,False,仪器仪表制造业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D0Z,False,其他制造业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D10,False,废弃资源综合利用业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D11,False,金属制品、机械和设备修理业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D12,False,电力、热力生产和供应业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D13,False,燃气生产和供应业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010D14,False,水的生产和供应业工业生产者出厂价格指数(上年同月=100),A010D
hgyd,A010E,False,分行业工业生产者出厂价格指数(上年同期=100),A01
hgyd,A010F,False,分行业工业生产者出厂价格指数(上月=100),A01
hgyd,A010G,True,农产品集贸市场价格,A01
hgyd,A010G01,False,粮食集贸市场价格,A010G
hgyd,A010G02,False,经济作物类集贸市场价格,A010G
hgyd,A010G03,False,畜产品集贸市场价格,A010G
hgyd,A010G04,False,水产品集贸市场价格,A010G
hgyd,A010G05,False,蔬菜集贸市场价格,A010G
hgyd,A010G06,False,水果集贸市场价格,A010G
hgyd,A02,True,工业,""
hgyd,A0201,False,规上工业增加值增长速度,A02
hgyd,A0202,False,按经济类型分工业增加值增长速度,A02
hgyd,A020P,False,按三大门类分工业增加值增长速度,A02
hgyd,A0203,False,工业分大类行业增加值增长速度(2003-2011),A02
hgyd,A0204,False,工业分大类行业增加值增长速度(2012-2017),A02
hgyd,A0205,False,工业分大类行业增加值增长速度(2018-至今),A02
hgyd,A0206,True,工业分大类行业出口交货值(2003-2011),A02
hgyd,A020601,False,工业出口交货值,A0206
hgyd,A020602,False,煤炭开采和洗选业,A0206
hgyd,A020603,False,石油和天然气开采业,A0206
hgyd,A020604,False,黑色金属矿采选业,A0206
hgyd,A020605,False,有色金属矿采选业,A0206
hgyd,A020606,False,非金属矿采选业,A0206
hgyd,A020607,False,其他采矿业,A0206
hgyd,A020608,False,农副食品加工业,A0206
hgyd,A020609,False,食品制造业,A0206
hgyd,A02060A,False,饮料制造业,A0206
hgyd,A02060B,False,烟草制品业,A0206
hgyd,A02060C,False,纺织业,A0206
hgyd,A02060D,False,纺织服装、鞋、帽制造业,A0206
hgyd,A02060E,False,皮革、毛皮、羽毛(绒)及其制品业,A0206
hgyd,A02060F,False,木材加工及木、竹、藤、棕、草制品业,A0206
hgyd,A02060G,False,家具制造业,A0206
hgyd,A02060H,False,造纸及纸制品业,A0206
hgyd,A02060I,False,印刷业和记录媒介的复制,A0206
hgyd,A02060J,False,文教体育用品制造业,A0206
hgyd,A02060K,False,石油加工、炼焦及核燃料加工业,A0206
hgyd,A02060L,False,化学原料及化学制品制造业,A0206
hgyd,A02060M,False,医药制造业,A0206
hgyd,A02060N,False,化学纤维制造业,A0206
hgyd,A02060O,False,橡胶制品业,A0206
hgyd,A02060P,False,塑料制品业,A0206
hgyd,A02060Q,False,非金属矿物制品业,A0206
hgyd,A02060R,False,黑色金属冶炼及压延加工业,A0206
hgyd,A02060S,False,有色金属冶炼及压延加工业,A0206
hgyd,A02060T,False,金属制品业,A0206
hgyd,A02060U,False,通用设备制造业,A0206
hgyd,A02060V,False,专用设备制造业,A0206
hgyd,A02060W,False,交通运输设备制造业,A0206
hgyd,A02060X,False,电气机械及器材制造业,A0206
hgyd,A02060Y,False,通信设备、计算机及其他电子设备制造业,A0206
hgyd,A02060Z,False,仪器仪表及文化、办公用机械制造业,A0206
hgyd,A020610,False,工艺品及其他制造业,A0206
hgyd,A020611,False,废弃资源和废旧材料回收加工业,A0206
hgyd,A020612,False,电力、热力的生产和供应业,A0206
hgyd,A020613,False,燃气生产和供应业,A0206
hgyd,A020614,False,水的生产和供应业,A0206
hgyd,A0207,True,工业分大类行业出口交货值(2012-2017),A02
hgyd,A020701,False,工业出口交货值,A0207
hgyd,A020702,False,煤炭开采和洗选业,A0207
hgyd,A020703,False,石油和天然气开采业,A0207
hgyd,A020704,False,黑色金属矿采选业,A0207
hgyd,A020705,False,有色金属矿采选业,A0207
hgyd,A020706,False,非金属矿采选业,A0207
hgyd,A020707,False,开采辅助活动,A0207
hgyd,A020708,False,其他采矿业,A0207
hgyd,A020709,False,农副食品加工业,A0207
hgyd,A02070A,False,食品制造业,A0207
hgyd,A02070B,False,酒、饮料和精制茶制造业,A0207
hgyd,A02070C,False,烟草制品业,A0207
hgyd,A02070D,False,纺织业,A0207
hgyd,A02070E,False,纺织服装、服饰业,A0207
hgyd,A02070F,False,皮革、毛皮、羽毛及其制品和制鞋业,A0207
hgyd,A02070G,False,木材加工及木、竹、藤、棕、草制品业,A0207
hgyd,A02070H,False,家具制造业,A0207
hgyd,A02070I,False,造纸及纸制品业,A0207
hgyd,A02070J,False,印刷和记录媒介复制业,A0207
hgyd,A02070K,False,文教、工美、体育和娱乐用品制造业,A0207
hgyd,A02070L,False,石油加工、炼焦及核燃料加工业,A0207
hgyd,A02070M,False,化学原料及化学制品制造业,A0207
hgyd,A02070N,False,医药制造业,A0207
hgyd,A02070O,False,化学纤维制造业,A0207
hgyd,A02070P,False,橡胶和塑料制品业,A0207
hgyd,A02070Q,False,非金属矿物制品业,A0207
hgyd,A02070R,False,黑色金属冶炼及压延加工业,A0207
hgyd,A02070S,False,有色金属冶炼及压延加工业,A0207
hgyd,A02070T,False,金属制品业,A0207
hgyd,A02070U,False,通用设备制造业,A0207
hgyd,A02070V,False,专用设备制造业,A0207
hgyd,A02070W,False,汽车制造业,A0207
hgyd,A02070X,False,铁路、船舶、航空航天和其他运输设备制造业,A0207
hgyd,A02070Y,False,电气机械及器材制造业,A0207
hgyd,A02070Z,False,通信设备、计算机及其他电子设备制造业,A0207
hgyd,A020710,False,仪器仪表制造业,A0207
hgyd,A020711,False,其他制造业,A0207
hgyd,A020712,False,废弃资源综合利用业,A0207
hgyd,A020713,False,金属制品、机械和设备修理业,A0207
hgyd,A020714,False,电力、热力的生产和供应业,A0207
hgyd,A020715,False,燃气生产和供应业,A0207
hgyd,A020716,False,水的生产和供应业,A0207
hgyd,A0208,True,工业分大类行业出口交货值(2018-至今),A02
hgyd,A020801,False,工业出口交货值,A0208
hgyd,A020802,False,煤炭开采和洗选业,A0208
hgyd,A020803,False,石油和天然气开采业,A0208
hgyd,A020804,False,黑色金属矿采选业,A0208
hgyd,A020805,False,有色金属矿采选业,A0208
hgyd,A020806,False,非金属矿采选业,A0208
hgyd,A020807,False,开采专业及辅助性活动,A0208
hgyd,A020808,False,其他采矿业,A0208
hgyd,A020809,False,农副食品加工业,A0208
hgyd,A02080A,False,食品制造业,A0208
hgyd,A02080B,False,酒、饮料和精制茶制造业,A0208
hgyd,A02080C,False,烟草制品业,A0208
hgyd,A02080D,False,纺织业,A0208
hgyd,A02080E,False,纺织服装、服饰业,A0208
hgyd,A02080F,False,皮革、毛皮、羽毛及其制品和制鞋业,A0208
hgyd,A02080G,False,木材加工和木、竹、藤、棕、草制品业,A0208
hgyd,A02080H,False,家具制造业,A0208
hgyd,A02080I,False,造纸和纸制品业,A0208
hgyd,A02080J,False,印刷和记录媒介复制业,A0208
hgyd,A02080K,False,文教、工美、体育和娱乐用品制造业,A0208
hgyd,A02080L,False,石油、煤炭及其他燃料加工业,A0208
hgyd,A02080M,False,化学原料和化学制品制造业,A0208
hgyd,A02080N,False,医药制造业,A0208
hgyd,A02080O,False,化学纤维制造业,A0208
hgyd,A02080P,False,橡胶和塑料制品业,A0208
hgyd,A02080Q,False,非金属矿物制品业,A0208
hgyd,A02080R,False,黑色金属冶炼和压延加工业,A0208
hgyd,A02080S,False,有色金属冶炼和压延加工业,A0208
hgyd,A02080T,False,金属制品业,A0208
hgyd,A02080U,False,通用设备制造业,A0208
hgyd,A02080V,False,专用设备制造业,A0208
hgyd,A02080W,False,汽车制造业,A0208
hgyd,A02080X,False,铁路、船舶、航空航天和其他运输设备制造业,A0208
hgyd,A02080Y,False,电气机械和器材制造业,A0208
hgyd,A02080Z,False,计算机、通信和其他电子设备制造业,A0208
hgyd,A020810,True,仪器仪表制造业,A0208
hgyd,A02081001,False,仪器仪表制造业出口交货值_当期值,A020810
hgyd,A02081002,False,仪器仪表制造业出口交货值_累计值,A020810
hgyd,A02081003,False,仪器仪表制造业出口交货值_同比增长,A020810
hgyd,A02081004,False,仪器仪表制造业出口交货值_累计增长,A020810
hgyd,A020811,False,其他制造业,A0208
hgyd,A020812,False,废弃资源综合利用业,A0208
hgyd,A020813,False,金属制品、机械和设备修理业,A0208
hgyd,A020814,False,电力、热力生产和供应业,A0208
hgyd,A020815,False,燃气生产和供应业,A0208
hgyd,A020816,False,水的生产和供应业,A0208
hgyd,A020Q,False,产品销售率(按现价计算),A02
hgyd,A0209,True,工业主要产品产量,A02
hgyd,A020901,False,铁矿石原矿,A0209
hgyd,A020902,False,磷矿石（折含五氧化二磷30％）,A0209
hgyd,A020903,False,原盐,A0209
hgyd,A020904,False,饲料,A0209
hgyd,A020905,False,精制食用植物油,A0209
hgyd,A020906,False,成品糖,A0209
hgyd,A020907,False,鲜、冷藏肉,A0209
hgyd,A020908,False,乳制品,A0209
hgyd,A020909,False,白酒（折65度，商品量）,A0209
hgyd,A02090A,False,啤酒,A0209
hgyd,A02090B,False,葡萄酒,A0209
hgyd,A02090C,False,饮料,A0209
hgyd,A02090D,False,卷烟,A0209
hgyd,A02090E,False,纱,A0209
hgyd,A02090F,False,布,A0209
hgyd,A02090G,False,蚕丝及交织机织物（含蚕丝≥30％）,A0209
hgyd,A02090H,False,机制纸及纸板（外购原纸加工除外）,A0209
hgyd,A02090I,False,新闻纸,A0209
hgyd,A02090J,False,硫酸（折100％）,A0209
hgyd,A02090K,False,烧碱（折100％）,A0209
hgyd,A02090L,False,纯碱（碳酸钠）,A0209
hgyd,A02090M,False,乙烯,A0209
hgyd,A02090N,False,农用氮、磷、钾化学肥料（折纯）,A0209
hgyd,A02090O,False,化学农药原药（折有效成分100％）,A0209
hgyd,A02090P,False,初级形态塑料,A0209
hgyd,A02090Q,False,合成橡胶,A0209
hgyd,A02090R,False,合成洗涤剂,A0209
hgyd,A02090S,False,化学药品原药,A0209
hgyd,A02090T,False,中成药,A0209
hgyd,A02090U,False,化学纤维,A0209
hgyd,A02090V,False,合成纤维,A0209
hgyd,A02090W,False,橡胶轮胎外胎,A0209
hgyd,A02090X,False,塑料制品,A0209
hgyd,A02090Y,False,水泥,A0209
hgyd,A02090Z,False,平板玻璃,A0209
hgyd,A020910,False,钢化玻璃,A0209
hgyd,A020911,False,夹层玻璃,A0209
hgyd,A020912,False,中空玻璃,A0209
hgyd,A020913,False,生铁,A0209
hgyd,A020914,False,粗钢,A0209
hgyd,A020915,False,钢材,A0209
hgyd,A020916,False,钢筋,A0209
hgyd,A020917,False,线材（盘条）,A0209
hgyd,A020918,False,冷轧薄板,A0209
hgyd,A020919,False,中厚宽钢带,A0209
hgyd,A02091A,False,焊接钢管,A0209
hgyd,A02091B,False,铁合金,A0209
hgyd,A02091C,False,氧化铝,A0209
hgyd,A02091D,False,十种有色金属,A0209
hgyd,A02091E,False,精炼铜（电解铜）,A0209
hgyd,A02091F,False,铅,A0209
hgyd,A02091G,False,锌,A0209
hgyd,A02091H,False,原铝（电解铝）,A0209
hgyd,A02091I,False,铝合金,A0209
hgyd,A02091J,False,铜材,A0209
hgyd,A02091K,False,铝材,A0209
hgyd,A02091L,False,金属集装箱,A0209
hgyd,A02091M,False,工业锅炉,A0209
hgyd,A02091N,False,发动机,A0209
hgyd,A02091O,False,金属切削机床,A0209
hgyd,A02091P,False,金属成形机床,A0209
hgyd,A02091Q,False,电梯、自动扶梯及升降机,A0209
hgyd,A02091R,False,电动手提式工具,A0209
hgyd,A02091S,False,包装专用设备,A0209
hgyd,A02091T,False,复印和胶版印制设备,A0209
hgyd,A02091U,False,挖掘机,A0209
hgyd,A02091V,False,水泥专用设备,A0209
hgyd,A02091W,False,金属冶炼设备,A0209
hgyd,A02091X,False,饲料生产专用设备,A0209
hgyd,A02091Y,False,大型拖拉机,A0209
hgyd,A02091Z,False,中型拖拉机,A0209
hgyd,A020920,False,小型拖拉机,A0209
hgyd,A020921,False,大气污染防治设备,A0209
hgyd,A020922,False,工业机器人,A0209
hgyd,A020923,False,汽车,A0209
hgyd,A020924,False,基本型乘用车（轿车）,A0209
hgyd,A020925,False,运动型多用途乘用车（SUV）,A0209
hgyd,A020926,False,载货汽车,A0209
hgyd,A020927,False,铁路机车,A0209
hgyd,A020928,False,动车组,A0209
hgyd,A020929,False,民用钢质船舶,A0209
hgyd,A02092A,False,发电机组（发电设备）,A0209
hgyd,A02092B,False,交流电动机,A0209
hgyd,A02092C,False,光缆,A0209
hgyd,A02092D,False,锂离子电池,A0209
hgyd,A02092E,False,太阳能电池（光伏电池）,A0209
hgyd,A02092F,False,家用电冰箱（家用冷冻冷藏箱）,A0209
hgyd,A02092G,False,家用冷柜（家用冷冻箱）,A0209
hgyd,A02092H,False,房间空气调节器,A0209
hgyd,A02092I,False,家用洗衣机,A0209
hgyd,A02092J,False,电子计算机整机,A0209
hgyd,A02092K,False,微型计算机设备,A0209
hgyd,A02092L,False,程控交换机,A0209
hgyd,A02092M,False,移动通信基站设备,A0209
hgyd,A02092N,False,传真机,A0209
hgyd,A02092O,False,移动通信手持机（手机）,A0209
hgyd,A02092P,False,彩色电视机,A0209
hgyd,A02092Q,False,集成电路,A0209
hgyd,A02092R,False,光电子器件,A0209
hgyd,A02092S,False,电工仪器仪表,A0209
hgyd,A02092T,False,挖掘铲土运输机械,A0209
hgyd,A02092U,False,服务机器人,A0209
hgyd,A02092V,False,智能手表,A0209
hgyd,A02092W,False,新能源汽车,A0209
hgyd,A02092X,False,智能手机,A0209
hgyd,A020A,False,工业企业主要经济指标,A02
hgyd,A020S,True,按登记注册类型分工业企业主要经济指标（-2023）,A02
hgyd,A020S01,False,国有工业企业主要经济指标,A020S
hgyd,A020S02,False,集体工业企业主要经济指标（-2018）,A020S
hgyd,A020S03,False,股份合作工业企业主要经济指标(-2018),A020S
hgyd,A020S04,False,股份制工业企业主要经济指标,A020S
hgyd,A020S05,False,外商及港澳台投资工业企业主要经济指标,A020S
hgyd,A020S06,False,其它工业企业主要经济指标,A020S
